"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.754,0.014498,0.18533,9.7836,0.012729,0.15944,1,0,7.68,11.445,6.845
9.7418,0.015803,0.19306,9.7728,0.013916,0.16635,1,0.10035,7.7804,11.445,6.845
9.7296,0.017108,0.20079,9.7619,0.015103,0.17326,1,0.2007,7.8807,11.445,6.845
9.7173,0.017754,0.20855,9.7511,0.015699,0.1802,1,0.30105,7.9811,11.445,6.845
9.7049,0.017743,0.21633,9.7401,0.015704,0.18716,1,0.4014,8.0814,11.445,6.845
9.6914,0.018367,0.22498,9.7281,0.016287,0.19494,1,0.50175,8.1818,11.445,6.845
9.6758,0.020102,0.23515,9.7143,0.017883,0.20418,1,0.6021,8.2821,11.445,6.845
9.6602,0.021837,0.24532,9.7005,0.01948,0.21341,1,0.70245,8.3825,11.445,6.845
9.6445,0.02232,0.25555,9.6866,0.019952,0.2227,1,0.8028,8.4828,11.445,6.845
9.6287,0.022285,0.26579,9.6726,0.019959,0.232,1,0.90315,8.5831,11.445,6.845
9.6099,0.024018,0.27838,9.6559,0.021578,0.24355,1,1.0035,8.6835,11.445,6.845
9.5902,0.02629,0.29168,9.6385,0.023688,0.2558,1,1.1038,8.7838,11.445,6.845
9.5704,0.027725,0.30501,9.6209,0.025054,0.26807,1,1.2042,8.8842,11.445,6.845
9.5504,0.027638,0.3184,9.6032,0.025065,0.2804,1,1.3046,8.9846,11.445,6.845
9.5276,0.029337,0.33407,9.5829,0.026691,0.29494,1,1.4049,9.0849,11.445,6.845
9.5027,0.032265,0.35132,9.561,0.029429,0.31101,1,1.5053,9.1853,11.445,6.845
9.4778,0.03394,0.36861,9.5389,0.031073,0.32712,1,1.6056,9.2856,11.445,6.845
9.4527,0.033753,0.38596,9.5166,0.031091,0.34328,1,1.706,9.386,11.445,6.845
9.4227,0.036703,0.40717,9.4901,0.033888,0.36321,1,1.8063,9.4863,11.445,6.845
9.3914,0.040429,0.42933,9.4627,0.037373,0.38406,1,1.9067,9.5866,11.445,6.845
9.36,0.040829,0.45158,9.4349,0.038047,0.405,1,2.007,9.687,11.445,6.845
9.3256,0.04229,0.47599,9.4047,0.039627,0.42804,1,2.1073,9.7873,11.445,6.845
9.2864,0.046995,0.50423,9.3706,0.043967,0.4548,1,2.2077,9.8877,11.445,6.845
9.2469,0.048735,0.5325,9.3361,0.045928,0.48161,1,2.3081,9.9881,11.445,6.845
9.205,0.049636,0.56254,9.2996,0.047202,0.51013,1,2.4084,10.088,11.445,6.845
9.1557,0.055591,0.59826,9.2572,0.052482,0.5441,1,2.5088,10.189,11.445,6.845
9.106,0.057382,0.63396,9.2145,0.054667,0.57808,1,2.6091,10.289,11.445,6.845
9.0512,0.059781,0.67329,9.1678,0.057196,0.61552,1,2.7095,10.389,11.445,6.845
8.9893,0.067427,0.71821,9.1153,0.063463,0.6582,1,2.8098,10.49,11.445,6.845
8.9259,0.066776,0.76296,9.0623,0.064146,0.7008,1,2.9102,10.59,11.445,6.845
