"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.754,-0.013541,0.18539,9.7835,-0.012013,0.15946,1,0,7.68,11.055,6.845
9.7416,-0.013552,0.19318,9.7725,-0.012008,0.16642,1,0.10035,7.7804,11.055,6.845
9.7293,-0.013939,0.20094,9.7616,-0.012344,0.17336,1,0.2007,7.8807,11.055,6.845
9.7171,-0.015258,0.20868,9.7508,-0.01352,0.18027,1,0.30105,7.9811,11.055,6.845
9.7049,-0.016577,0.21642,9.74,-0.014697,0.18718,1,0.4014,8.0814,11.055,6.845
9.6914,-0.01743,0.22506,9.7281,-0.015444,0.19496,1,0.50175,8.1818,11.055,6.845
9.6756,-0.017465,0.23531,9.7141,-0.015436,0.20426,1,0.6021,8.2821,11.055,6.845
9.66,-0.018241,0.24553,9.7002,-0.0161,0.21353,1,0.70245,8.3825,11.055,6.845
9.6444,-0.020032,0.25571,9.6863,-0.017683,0.22277,1,0.8028,8.4828,11.055,6.845
9.6289,-0.021824,0.26589,9.6725,-0.019265,0.232,1,0.90315,8.5831,11.055,6.845
9.61,-0.022308,0.27853,9.6557,-0.019626,0.24361,1,1.0035,8.6835,11.055,6.845
9.5901,-0.022405,0.29192,9.638,-0.019624,0.25593,1,1.1038,8.7838,11.055,6.845
9.5705,-0.024821,0.30523,9.6205,-0.021716,0.26818,1,1.2042,8.8842,11.055,6.845
9.5508,-0.027237,0.31853,9.603,-0.023808,0.28042,1,1.3046,8.9846,11.055,6.845
9.528,-0.028333,0.33423,9.5827,-0.02465,0.29499,1,1.4049,9.0849,11.055,6.845
9.5029,-0.02852,0.35158,9.5604,-0.024633,0.31115,1,1.5053,9.1853,11.055,6.845
9.4783,-0.03174,0.36882,9.5384,-0.027326,0.32722,1,1.6056,9.2856,11.055,6.845
9.4537,-0.034985,0.38605,9.5164,-0.030042,0.34328,1,1.706,9.386,11.055,6.845
9.4235,-0.03592,0.40731,9.4897,-0.030557,0.36327,1,1.8063,9.4863,11.055,6.845
9.3922,-0.037673,0.42951,9.462,-0.031743,0.38419,1,1.9067,9.5866,11.055,6.845
9.3615,-0.042025,0.45161,9.4345,-0.035199,0.40504,1,2.007,9.687,11.055,6.845
9.3275,-0.045043,0.47593,9.4044,-0.037395,0.42805,1,2.1073,9.7873,11.055,6.845
9.2879,-0.0459,0.50422,9.3697,-0.037523,0.45489,1,2.2077,9.8877,11.055,6.845
9.2494,-0.051749,0.53226,9.3355,-0.04183,0.48164,1,2.3081,9.9881,11.055,6.845
9.2082,-0.056472,0.56209,9.2992,-0.045109,0.5101,1,2.4084,10.088,11.055,6.845
9.1582,-0.057767,0.59775,9.2563,-0.045226,0.54409,1,2.5088,10.189,11.055,6.845
9.1099,-0.06567,0.63302,9.2138,-0.050464,0.57805,1,2.6091,10.289,11.055,6.845
9.0556,-0.071034,0.67204,9.1671,-0.053581,0.61543,1,2.7095,10.389,11.055,6.845
8.9928,-0.075386,0.71657,9.1142,-0.055414,0.65805,1,2.8098,10.49,11.055,6.845
8.9319,-0.086142,0.76061,9.0617,-0.061614,0.70072,1,2.9102,10.59,11.055,6.845
8.8545,-0.08954,0.81437,8.9987,-0.062607,0.7517,1,3.0105,10.691,11.055,6.845
8.7764,-0.10211,0.86929,8.9339,-0.068486,0.80477,1,3.1108,10.791,11.055,6.845
8.6861,-0.11049,0.93122,8.8614,-0.072098,0.86353,1,3.2112,10.891,11.055,6.845
8.584,-0.12291,0.99986,8.7809,-0.076568,0.92883,1,3.3116,10.992,11.055,6.845
8.4754,-0.13587,1.0723,8.6965,-0.081558,0.99714,1,3.4119,11.092,11.055,6.845
8.3529,-0.14969,1.1517,8.6048,-0.085562,1.071,1,3.5123,11.192,11.055,6.845
8.2151,-0.16313,1.2448,8.5038,-0.089871,1.1564,1,3.6126,11.293,11.055,6.845
8.0474,-0.19262,1.3546,8.3899,-0.096224,1.2583,1,3.713,11.393,11.055,6.845
7.7598,-0.19907,1.4879,8.1996,-0.098725,1.376,1,3.8133,11.493,11.055,6.845
7.6415,-0.22114,1.644,8.0946,-0.10291,1.5107,1,3.9137,11.594,11.055,6.845
7.8289,-0.27995,1.8275,8.1338,-0.10354,1.671,1,4.014,11.694,11.055,6.845
7.237,-0.25179,1.95,7.8072,-0.051903,1.7971,1,4.1143,11.794,11.055,6.845
6.3361,-0.16793,2.0052,7.4143,0.014369,1.885,1,4.2147,11.895,11.055,6.845
5.8854,0.021136,1.8524,7.0892,0.092264,1.8091,1,4.3151,11.995,11.055,6.845
5.9451,0.17749,1.6598,7.0299,0.13637,1.6695,1,4.4154,12.095,11.055,6.845
6.6687,0.32165,1.4496,7.1711,0.16177,1.4719,1,4.5158,12.196,11.055,6.845
6.5268,0.35978,1.3234,7.0001,0.16977,1.3149,1,4.6161,12.296,11.055,6.845
6.2891,0.33942,1.2107,6.7915,0.18563,1.1669,1,4.7165,12.396,11.055,6.845
6.1299,0.3274,1.1277,6.6183,0.192,1.0579,1,4.8168,12.497,11.055,6.845
6.0059,0.3028,1.0447,6.4788,0.20028,0.95718,1,4.9172,12.597,11.055,6.845
5.9465,0.28719,0.96873,6.3882,0.20699,0.87039,1,5.0175,12.698,11.055,6.845
5.8926,0.27664,0.90005,6.3135,0.21154,0.79183,1,5.1178,12.798,11.055,6.845
5.84,0.26658,0.83362,6.2497,0.21907,0.71826,1,5.2182,12.898,11.055,6.845
5.7846,0.26224,0.77802,6.1905,0.22184,0.65338,1,5.3186,12.999,11.055,6.845
5.7257,0.25671,0.72246,6.134,0.22973,0.59063,1,5.4189,13.099,11.055,6.845
5.6691,0.25453,0.67765,6.0839,0.23165,0.5364,1,5.5193,13.199,11.055,6.845
5.6103,0.25237,0.63226,6.0364,0.23878,0.48295,1,5.6196,13.3,11.055,6.845
5.558,0.25136,0.59578,5.9979,0.24015,0.43687,1,5.72,13.4,11.055,6.845
5.5045,0.25123,0.55868,5.9618,0.2463,0.39092,1,5.8203,13.5,11.055,6.845
