"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.5921,0.1157,-0.032046,9.5926,0.11521,-0.032431,6.5507,1,0.31108,10.991,12.25,3.155
9.5905,0.11625,-0.032755,9.591,0.11575,-0.033142,6.5665,1,0.32112,11.001,12.25,3.155
9.5889,0.1168,-0.033464,9.5894,0.1163,-0.033853,6.5823,1,0.33115,11.011,12.25,3.155
9.5873,0.11735,-0.034173,9.5878,0.11684,-0.034564,6.5981,1,0.34119,11.021,12.25,3.155
9.5857,0.1179,-0.034881,9.5862,0.11739,-0.035275,6.6138,1,0.35122,11.031,12.25,3.155
9.5841,0.11846,-0.03559,9.5846,0.11793,-0.035986,6.6296,1,0.36126,11.041,12.25,3.155
9.5824,0.11901,-0.036299,9.583,0.11848,-0.036697,6.6454,1,0.37129,11.051,12.25,3.155
9.5808,0.11956,-0.037008,9.5814,0.11902,-0.037407,6.6612,1,0.38133,11.061,12.25,3.155
9.5792,0.12011,-0.037717,9.5797,0.11957,-0.038118,6.6769,1,0.39137,11.071,12.25,3.155
9.5776,0.12066,-0.038426,9.5781,0.12011,-0.038829,6.6927,1,0.4014,11.081,12.25,3.155
9.576,0.12121,-0.039134,9.5765,0.12066,-0.03954,6.7085,1,0.41144,11.091,12.25,3.155
9.5744,0.12176,-0.039843,9.5749,0.1212,-0.040251,6.7243,1,0.42147,11.101,12.25,3.155
9.5728,0.1223,-0.040554,9.5733,0.12174,-0.040964,6.7401,1,0.4315,11.112,12.25,3.155
9.5712,0.12278,-0.041278,9.5717,0.12221,-0.04169,6.7565,1,0.44154,11.122,12.25,3.155
9.5696,0.12333,-0.041997,9.5701,0.12275,-0.042412,6.773,1,0.45157,11.132,12.25,3.155
9.568,0.12387,-0.042716,9.5685,0.12329,-0.043134,6.7895,1,0.46161,11.142,12.25,3.155
9.5664,0.12442,-0.043436,9.5669,0.12383,-0.043856,6.806,1,0.47164,11.152,12.25,3.155
9.5648,0.12497,-0.044155,9.5653,0.12437,-0.044578,6.8225,1,0.48168,11.162,12.25,3.155
9.5632,0.12551,-0.044875,9.5637,0.1249,-0.0453,6.839,1,0.49171,11.172,12.25,3.155
9.5616,0.12606,-0.045594,9.5621,0.12544,-0.046022,6.8555,1,0.50175,11.182,12.25,3.155
9.56,0.1266,-0.046314,9.5605,0.12598,-0.046744,6.8721,1,0.51178,11.192,12.25,3.155
9.5584,0.12715,-0.047033,9.5589,0.12652,-0.047466,6.8886,1,0.52182,11.202,12.25,3.155
9.5568,0.1277,-0.047753,9.5573,0.12706,-0.048188,6.9051,1,0.53185,11.212,12.25,3.155
9.5552,0.12824,-0.048472,9.5557,0.1276,-0.04891,6.9216,1,0.54189,11.222,12.25,3.155
9.5537,0.12879,-0.049192,9.5541,0.12814,-0.049632,6.9381,1,0.55192,11.232,12.25,3.155
9.5521,0.12932,-0.049913,9.5525,0.12866,-0.050356,6.9547,1,0.56196,11.242,12.25,3.155
9.5504,0.12983,-0.050679,9.5508,0.12916,-0.051124,6.9723,1,0.57199,11.252,12.25,3.155
9.5485,0.13048,-0.051567,9.549,0.12981,-0.052016,6.992,1,0.58203,11.262,12.25,3.155
9.5466,0.13114,-0.052455,9.5471,0.13046,-0.052907,7.0117,1,0.59206,11.272,12.25,3.155
9.5448,0.1318,-0.053344,9.5452,0.13111,-0.053799,7.0313,1,0.6021,11.282,12.25,3.155
9.5429,0.13246,-0.054232,9.5434,0.13176,-0.054691,7.051,1,0.61213,11.292,12.25,3.155
9.541,0.13312,-0.05512,9.5415,0.13241,-0.055582,7.0707,1,0.62217,11.302,12.25,3.155
9.5392,0.13378,-0.056008,9.5396,0.13306,-0.056474,7.0904,1,0.63221,11.312,12.25,3.155
9.5373,0.13444,-0.056897,9.5378,0.1337,-0.057366,7.1101,1,0.64224,11.322,12.25,3.155
9.5354,0.1351,-0.057785,9.5359,0.13435,-0.058257,7.1297,1,0.65228,11.332,12.25,3.155
9.5336,0.13575,-0.058673,9.534,0.135,-0.059149,7.1494,1,0.66231,11.342,12.25,3.155
9.5317,0.13635,-0.05959,9.5321,0.13559,-0.06007,7.1695,1,0.67235,11.352,12.25,3.155
9.5298,0.13706,-0.060562,9.5302,0.13628,-0.061045,7.1882,1,0.68238,11.362,12.25,3.155
9.5279,0.13776,-0.061535,9.5283,0.13698,-0.062021,7.207,1,0.69241,11.372,12.25,3.155
9.526,0.13847,-0.062507,9.5264,0.13768,-0.062997,7.2258,1,0.70245,11.382,12.25,3.155
9.5241,0.13918,-0.063479,9.5245,0.13837,-0.063973,7.2446,1,0.71248,11.392,12.25,3.155
9.5222,0.13988,-0.064451,9.5226,0.13907,-0.064948,7.2634,1,0.72252,11.403,12.25,3.155
9.5203,0.14059,-0.065423,9.5207,0.13977,-0.065924,7.2822,1,0.73255,11.413,12.25,3.155
9.5184,0.1413,-0.066395,9.5188,0.14046,-0.0669,7.301,1,0.74259,11.423,12.25,3.155
9.5165,0.142,-0.067367,9.5169,0.14116,-0.067875,7.3197,1,0.75262,11.433,12.25,3.155
9.5146,0.14271,-0.068339,9.515,0.14185,-0.068851,7.3385,1,0.76266,11.443,12.25,3.155
9.5126,0.14334,-0.069327,9.5131,0.14247,-0.069843,7.3578,1,0.77269,11.453,12.25,3.155
9.5107,0.14409,-0.07038,9.5111,0.14321,-0.0709,7.3768,1,0.78273,11.463,12.25,3.155
9.5088,0.14484,-0.071432,9.5092,0.14395,-0.071957,7.3958,1,0.79276,11.473,12.25,3.155
9.5068,0.1456,-0.072485,9.5072,0.14469,-0.073013,7.4148,1,0.8028,11.483,12.25,3.155
9.5049,0.14635,-0.073537,9.5053,0.14543,-0.07407,7.4338,1,0.81283,11.493,12.25,3.155
9.503,0.1471,-0.07459,9.5033,0.14617,-0.075127,7.4527,1,0.82287,11.503,12.25,3.155
9.501,0.14785,-0.075642,9.5014,0.14691,-0.076184,7.4717,1,0.8329,11.513,12.25,3.155
9.4991,0.1486,-0.076695,9.4994,0.14765,-0.077241,7.4907,1,0.84294,11.523,12.25,3.155
9.4971,0.14936,-0.077747,9.4975,0.14839,-0.078298,7.5097,1,0.85297,11.533,12.25,3.155
9.4952,0.15011,-0.0788,9.4955,0.14913,-0.079355,7.5287,1,0.86301,11.543,12.25,3.155
9.4932,0.15081,-0.079862,9.4936,0.14983,-0.080422,7.548,1,0.87304,11.553,12.25,3.155
9.4912,0.15156,-0.080981,9.4915,0.15056,-0.081546,7.5678,1,0.88308,11.563,12.25,3.155
9.4892,0.15236,-0.082122,9.4895,0.15135,-0.082691,7.5876,1,0.89312,11.573,12.25,3.155
9.4871,0.15317,-0.083262,9.4875,0.15214,-0.083837,7.6075,1,0.90315,11.583,12.25,3.155
9.4851,0.15397,-0.084402,9.4854,0.15293,-0.084983,7.6273,1,0.91319,11.593,12.25,3.155
9.4831,0.15477,-0.085543,9.4834,0.15371,-0.086128,7.6472,1,0.92322,11.603,12.25,3.155
9.481,0.15557,-0.086683,9.4813,0.1545,-0.087274,7.667,1,0.93325,11.613,12.25,3.155
9.479,0.15637,-0.087823,9.4793,0.15529,-0.088419,7.6869,1,0.94329,11.623,12.25,3.155
9.477,0.15718,-0.088964,9.4773,0.15608,-0.089565,7.7068,1,0.95332,11.633,12.25,3.155
9.4749,0.15798,-0.090104,9.4752,0.15687,-0.090711,7.7266,1,0.96336,11.643,12.25,3.155
9.4729,0.15878,-0.091244,9.4732,0.15765,-0.091856,7.7465,1,0.97339,11.653,12.25,3.155
9.4708,0.1595,-0.092422,9.4711,0.15836,-0.09304,7.7672,1,0.98343,11.663,12.25,3.155
9.4686,0.16036,-0.09366,9.4689,0.1592,-0.094284,7.7883,1,0.99346,11.673,12.25,3.155
9.4665,0.16122,-0.094897,9.4667,0.16004,-0.095528,7.8094,1,1.0035,11.684,12.25,3.155
9.4643,0.16207,-0.096135,9.4646,0.16088,-0.096772,7.8305,1,1.0135,11.694,12.25,3.155
9.4622,0.16293,-0.097373,9.4624,0.16172,-0.098017,7.8516,1,1.0236,11.704,12.25,3.155
9.46,0.16379,-0.09861,9.4603,0.16256,-0.099261,7.8727,1,1.0336,11.714,12.25,3.155
9.4579,0.16465,-0.099848,9.4581,0.16341,-0.10051,7.8938,1,1.0436,11.724,12.25,3.155
9.4557,0.16551,-0.10109,9.4559,0.16425,-0.10175,7.9149,1,1.0537,11.734,12.25,3.155
9.4536,0.16636,-0.10232,9.4538,0.16509,-0.10299,7.936,1,1.0637,11.744,12.25,3.155
9.4514,0.16722,-0.10356,9.4516,0.16593,-0.10424,7.9571,1,1.0737,11.754,12.25,3.155
9.4493,0.16804,-0.10481,9.4494,0.16673,-0.10549,7.9785,1,1.0838,11.764,12.25,3.155
9.447,0.16887,-0.10612,9.4472,0.16754,-0.10681,8.0007,1,1.0938,11.774,12.25,3.155
9.4447,0.16979,-0.10746,9.4449,0.16844,-0.10816,8.0232,1,1.1038,11.784,12.25,3.155
9.4424,0.17071,-0.10881,9.4426,0.16934,-0.10951,8.0456,1,1.1139,11.794,12.25,3.155
9.4402,0.17163,-0.11015,9.4403,0.17024,-0.11087,8.0681,1,1.1239,11.804,12.25,3.155
9.4379,0.17255,-0.1115,9.438,0.17114,-0.11222,8.0905,1,1.134,11.814,12.25,3.155
9.4356,0.17347,-0.11284,9.4358,0.17204,-0.11358,8.113,1,1.144,11.824,12.25,3.155
9.4334,0.17439,-0.11419,9.4335,0.17294,-0.11493,8.1355,1,1.154,11.834,12.25,3.155
9.4311,0.17531,-0.11554,9.4312,0.17384,-0.11628,8.1579,1,1.1641,11.844,12.25,3.155
9.4288,0.17623,-0.11688,9.4289,0.17474,-0.11764,8.1804,1,1.1741,11.854,12.25,3.155
9.4265,0.17715,-0.11823,9.4266,0.17564,-0.11899,8.2028,1,1.1841,11.864,12.25,3.155
9.4242,0.17799,-0.11959,9.4243,0.17647,-0.12036,8.2258,1,1.1942,11.874,12.25,3.155
9.4218,0.17893,-0.12103,9.4219,0.17738,-0.12181,8.2496,1,1.2042,11.884,12.25,3.155
9.4194,0.17992,-0.1225,9.4195,0.17834,-0.12329,8.2736,1,1.2142,11.894,12.25,3.155
9.417,0.18091,-0.12396,9.4171,0.17931,-0.12476,8.2975,1,1.2243,11.904,12.25,3.155
9.4146,0.18189,-0.12543,9.4146,0.18027,-0.12624,8.3214,1,1.2343,11.914,12.25,3.155
9.4122,0.18288,-0.12689,9.4122,0.18123,-0.12771,8.3453,1,1.2443,11.924,12.25,3.155
9.4098,0.18387,-0.12836,9.4098,0.1822,-0.12919,8.3692,1,1.2544,11.934,12.25,3.155
9.4074,0.18486,-0.12982,9.4074,0.18316,-0.13066,8.3931,1,1.2644,11.944,12.25,3.155
9.405,0.18585,-0.13129,9.405,0.18413,-0.13214,8.417,1,1.2744,11.954,12.25,3.155
9.4026,0.18683,-0.13275,9.4026,0.18509,-0.13361,8.4409,1,1.2845,11.964,12.25,3.155
9.4002,0.18782,-0.13422,9.4001,0.18606,-0.13509,8.4649,1,1.2945,11.975,12.25,3.155
9.3977,0.18873,-0.1357,9.3977,0.18694,-0.13658,8.4894,1,1.3046,11.985,12.25,3.155
9.3952,0.18974,-0.13728,9.3951,0.18792,-0.13817,8.5148,1,1.3146,11.995,12.25,3.155
9.3927,0.19081,-0.13888,9.3926,0.18896,-0.13978,8.5404,1,1.3246,12.005,12.25,3.155
9.3901,0.19187,-0.14048,9.39,0.19,-0.14139,8.5659,1,1.3347,12.015,12.25,3.155
9.3876,0.19294,-0.14207,9.3875,0.19103,-0.143,8.5914,1,1.3447,12.025,12.25,3.155
9.3851,0.194,-0.14367,9.3849,0.19207,-0.14461,8.6169,1,1.3547,12.035,12.25,3.155
9.3825,0.19506,-0.14527,9.3823,0.1931,-0.14622,8.6424,1,1.3648,12.045,12.25,3.155
9.38,0.19613,-0.14687,9.3798,0.19414,-0.14783,8.668,1,1.3748,12.055,12.25,3.155
9.3774,0.19719,-0.14847,9.3772,0.19518,-0.14944,8.6935,1,1.3848,12.065,12.25,3.155
9.3749,0.19826,-0.15007,9.3747,0.19621,-0.15105,8.719,1,1.3949,12.075,12.25,3.155
9.3723,0.19932,-0.15167,9.3721,0.19725,-0.15266,8.7445,1,1.4049,12.085,12.25,3.155
9.3698,0.20032,-0.15328,9.3695,0.19821,-0.15429,8.7706,1,1.4149,12.095,12.25,3.155
9.3671,0.20138,-0.15498,9.3668,0.19924,-0.15601,8.7978,1,1.425,12.105,12.25,3.155
9.3644,0.20253,-0.15673,9.3641,0.20036,-0.15777,8.8251,1,1.435,12.115,12.25,3.155
9.3617,0.20368,-0.15848,9.3614,0.20148,-0.15953,8.8525,1,1.445,12.125,12.25,3.155
9.359,0.20483,-0.16022,9.3587,0.20259,-0.16129,8.8798,1,1.4551,12.135,12.25,3.155
9.3563,0.20598,-0.16197,9.3559,0.20371,-0.16305,8.9071,1,1.4651,12.145,12.25,3.155
9.3536,0.20713,-0.16372,9.3532,0.20483,-0.16482,8.9345,1,1.4751,12.155,12.25,3.155
9.3509,0.20828,-0.16546,9.3505,0.20594,-0.16658,8.9618,1,1.4852,12.165,12.25,3.155
9.3482,0.20944,-0.16721,9.3478,0.20706,-0.16834,8.9892,1,1.4952,12.175,12.25,3.155
9.3455,0.21059,-0.16896,9.3451,0.20818,-0.1701,9.0165,1,1.5052,12.185,12.25,3.155
9.3428,0.21174,-0.1707,9.3424,0.20929,-0.17186,9.0439,1,1.5153,12.195,12.25,3.155
9.3401,0.21286,-0.17246,9.3396,0.21038,-0.17363,9.0714,1,1.5253,12.205,12.25,3.155
9.3373,0.21393,-0.17428,9.3368,0.21141,-0.17547,9.1004,1,1.5354,12.215,12.25,3.155
9.3344,0.21518,-0.17619,9.3339,0.21262,-0.1774,9.1299,1,1.5454,12.225,12.25,3.155
9.3315,0.21643,-0.1781,9.331,0.21382,-0.17933,9.1593,1,1.5554,12.235,12.25,3.155
9.3287,0.21767,-0.18002,9.3281,0.21503,-0.18126,9.1887,1,1.5655,12.245,12.25,3.155
9.3258,0.21892,-0.18193,9.3252,0.21624,-0.18319,9.2181,1,1.5755,12.255,12.25,3.155
9.323,0.22017,-0.18384,9.3223,0.21744,-0.18512,9.2475,1,1.5855,12.266,12.25,3.155
9.3201,0.22141,-0.18575,9.3194,0.21865,-0.18705,9.277,1,1.5956,12.276,12.25,3.155
9.3172,0.22266,-0.18766,9.3165,0.21985,-0.18899,9.3064,1,1.6056,12.286,12.25,3.155
9.3144,0.22391,-0.18957,9.3137,0.22106,-0.19092,9.3358,1,1.6156,12.296,12.25,3.155
9.3115,0.22516,-0.19148,9.3108,0.22227,-0.19285,9.3652,1,1.6257,12.306,12.25,3.155
9.3086,0.2264,-0.1934,9.3079,0.22347,-0.19478,9.3947,1,1.6357,12.316,12.25,3.155
9.3057,0.22753,-0.19533,9.3049,0.22455,-0.19674,9.4252,1,1.6457,12.326,12.25,3.155
9.3026,0.22884,-0.19741,9.3018,0.22581,-0.19883,9.4569,1,1.6558,12.336,12.25,3.155
9.2996,0.2302,-0.19951,9.2987,0.22712,-0.20095,9.4888,1,1.6658,12.346,12.25,3.155
9.2965,0.23155,-0.2016,9.2957,0.22843,-0.20308,9.5206,1,1.6758,12.356,12.25,3.155
9.2935,0.23291,-0.2037,9.2926,0.22973,-0.2052,9.5524,1,1.6859,12.366,12.25,3.155
9.2905,0.23427,-0.20579,9.2895,0.23104,-0.20732,9.5842,1,1.6959,12.376,12.25,3.155
9.2874,0.23562,-0.20789,9.2864,0.23235,-0.20944,9.616,1,1.7059,12.386,12.25,3.155
9.2844,0.23698,-0.20999,9.2833,0.23365,-0.21156,9.6478,1,1.716,12.396,12.25,3.155
9.2813,0.23834,-0.21208,9.2802,0.23496,-0.21368,9.6796,1,1.726,12.406,12.25,3.155
9.2783,0.23969,-0.21418,9.2772,0.23626,-0.2158,9.7115,1,1.7361,12.416,12.25,3.155
9.2752,0.24105,-0.21628,9.2741,0.23757,-0.21792,9.7433,1,1.7461,12.426,12.25,3.155
9.2722,0.24239,-0.21837,9.271,0.23886,-0.22004,9.7752,1,1.7561,12.436,12.25,3.155
9.2689,0.24362,-0.22055,9.2677,0.24003,-0.22224,9.8091,1,1.7662,12.446,12.25,3.155
9.2657,0.2451,-0.22285,9.2645,0.24145,-0.22457,9.8437,1,1.7762,12.456,12.25,3.155
9.2624,0.24658,-0.22515,9.2612,0.24287,-0.22691,9.8783,1,1.7862,12.466,12.25,3.155
9.2592,0.24806,-0.22746,9.2579,0.24429,-0.22924,9.9129,1,1.7963,12.476,12.25,3.155
9.2559,0.24954,-0.22976,9.2546,0.24571,-0.23158,9.9474,1,1.8063,12.486,12.25,3.155
9.2527,0.25103,-0.23206,9.2513,0.24713,-0.23391,9.982,1,1.8163,12.496,12.25,3.155
9.2494,0.25251,-0.23437,9.248,0.24855,-0.23625,10.017,1,1.8264,12.506,12.25,3.155
9.2462,0.25399,-0.23667,9.2447,0.24997,-0.23858,10.051,1,1.8364,12.516,12.25,3.155
9.2429,0.25547,-0.23898,9.2414,0.25139,-0.24092,10.086,1,1.8464,12.526,12.25,3.155
9.2397,0.25695,-0.24128,9.2381,0.25281,-0.24325,10.12,1,1.8565,12.536,12.25,3.155
9.2364,0.25843,-0.24358,9.2348,0.25423,-0.24559,10.155,1,1.8665,12.547,12.25,3.155
9.2331,0.25986,-0.2459,9.2314,0.25559,-0.24793,10.19,1,1.8765,12.557,12.25,3.155
9.2297,0.26126,-0.24832,9.228,0.25692,-0.25039,10.227,1,1.8866,12.567,12.25,3.155
9.2262,0.26289,-0.25085,9.2244,0.25847,-0.25296,10.265,1,1.8966,12.577,12.25,3.155
9.2227,0.26451,-0.25339,9.2209,0.26002,-0.25554,10.303,1,1.9066,12.587,12.25,3.155
9.2192,0.26613,-0.25593,9.2173,0.26157,-0.25812,10.341,1,1.9167,12.597,12.25,3.155
9.2157,0.26775,-0.25847,9.2138,0.26311,-0.2607,10.379,1,1.9267,12.607,12.25,3.155
9.2122,0.26938,-0.261,9.2103,0.26466,-0.26327,10.416,1,1.9368,12.617,12.25,3.155
9.2088,0.271,-0.26354,9.2067,0.26621,-0.26585,10.454,1,1.9468,12.627,12.25,3.155
9.2053,0.27262,-0.26608,9.2032,0.26775,-0.26843,10.492,1,1.9568,12.637,12.25,3.155
9.2018,0.27425,-0.26862,9.1997,0.2693,-0.27101,10.53,1,1.9669,12.647,12.25,3.155
9.1983,0.27587,-0.27115,9.1961,0.27085,-0.27358,10.568,1,1.9769,12.657,12.25,3.155
9.1948,0.27749,-0.27369,9.1926,0.2724,-0.27616,10.606,1,1.9869,12.667,12.25,3.155
9.1913,0.27906,-0.27624,9.189,0.27388,-0.27875,10.644,1,1.997,12.677,12.25,3.155
9.1876,0.2806,-0.27891,9.1852,0.27533,-0.28146,10.685,1,2.007,12.687,12.25,3.155
9.1839,0.28239,-0.28171,9.1814,0.27703,-0.28431,10.727,1,2.017,12.697,12.25,3.155
9.1801,0.28417,-0.28451,9.1776,0.27872,-0.28717,10.768,1,2.0271,12.707,12.25,3.155
9.1764,0.28596,-0.28731,9.1738,0.28041,-0.29002,10.81,1,2.0371,12.717,12.25,3.155
9.1726,0.28775,-0.29012,9.17,0.2821,-0.29288,10.852,1,2.0471,12.727,12.25,3.155
9.1689,0.28953,-0.29292,9.1662,0.2838,-0.29573,10.893,1,2.0572,12.737,12.25,3.155
9.1652,0.29132,-0.29572,9.1624,0.28549,-0.29858,10.935,1,2.0672,12.747,12.25,3.155
9.1614,0.29311,-0.29852,9.1586,0.28718,-0.30144,10.977,1,2.0772,12.757,12.25,3.155
9.1577,0.29489,-0.30132,9.1548,0.28887,-0.30429,11.018,1,2.0873,12.767,12.25,3.155
9.154,0.29668,-0.30412,9.151,0.29057,-0.30714,11.06,1,2.0973,12.777,12.25,3.155
9.1502,0.29846,-0.30693,9.1472,0.29226,-0.31,11.102,1,2.1073,12.787,12.25,3.155
9.1465,0.30023,-0.30973,9.1433,0.29393,-0.31286,11.144,1,2.1174,12.797,12.25,3.155
9.1425,0.30186,-0.31263,9.1393,0.29544,-0.31581,11.189,1,2.1274,12.807,12.25,3.155
9.1385,0.30383,-0.31574,9.1352,0.2973,-0.31898,11.235,1,2.1375,12.817,12.25,3.155
9.1345,0.30581,-0.31884,9.1311,0.29916,-0.32215,11.281,1,2.1475,12.827,12.25,3.155
9.1304,0.30778,-0.32194,9.127,0.30102,-0.32532,11.328,1,2.1575,12.838,12.25,3.155
9.1264,0.30976,-0.32504,9.1228,0.30288,-0.32849,11.374,1,2.1676,12.848,12.25,3.155
9.1224,0.31174,-0.32815,9.1187,0.30474,-0.33166,11.42,1,2.1776,12.858,12.25,3.155
9.1184,0.31371,-0.33125,9.1146,0.3066,-0.33483,11.466,1,2.1876,12.868,12.25,3.155
9.1143,0.31569,-0.33435,9.1105,0.30846,-0.338,11.513,1,2.1977,12.878,12.25,3.155
9.1103,0.31767,-0.33745,9.1064,0.31032,-0.34117,11.559,1,2.2077,12.888,12.25,3.155
9.1063,0.31964,-0.34056,9.1023,0.31217,-0.34434,11.605,1,2.2177,12.898,12.25,3.155
9.1023,0.32162,-0.34366,9.0982,0.31403,-0.34751,11.651,1,2.2278,12.908,12.25,3.155
9.0983,0.32359,-0.34676,9.094,0.31589,-0.35068,11.698,1,2.2378,12.918,12.25,3.155
9.094,0.32538,-0.3499,9.0898,0.31755,-0.35389,11.747,1,2.2478,12.928,12.25,3.155
9.0897,0.32749,-0.35329,9.0853,0.3195,-0.35736,11.798,1,2.2579,12.938,12.25,3.155
9.0854,0.32969,-0.35674,9.0809,0.32156,-0.36089,11.85,1,2.2679,12.948,12.25,3.155
9.081,0.33189,-0.36019,9.0764,0.32361,-0.36443,11.902,1,2.2779,12.958,12.25,3.155
9.0767,0.33408,-0.36363,9.0719,0.32566,-0.36796,11.954,1,2.288,12.968,12.25,3.155
9.0723,0.33628,-0.36708,9.0675,0.32771,-0.3715,12.006,1,2.298,12.978,12.25,3.155
9.068,0.33848,-0.37052,9.063,0.32976,-0.37503,12.058,1,2.3081,12.988,12.25,3.155
9.0636,0.34068,-0.37397,9.0585,0.33181,-0.37857,12.109,1,2.3181,12.998,12.25,3.155
9.0593,0.34288,-0.37741,9.0541,0.33386,-0.3821,12.161,1,2.3281,13.008,12.25,3.155
9.0549,0.34507,-0.38086,9.0496,0.33591,-0.38564,12.213,1,2.3382,13.018,12.25,3.155
9.0506,0.34727,-0.3843,9.0451,0.33797,-0.38917,12.265,1,2.3482,13.028,12.25,3.155
9.0462,0.34947,-0.38775,9.0406,0.34002,-0.39271,12.317,1,2.3582,13.038,12.25,3.155
9.0418,0.35162,-0.39121,9.0361,0.34201,-0.39625,12.37,1,2.3683,13.048,12.25,3.155
9.0372,0.35367,-0.39479,9.0314,0.34388,-0.39993,12.427,1,2.3783,13.058,12.25,3.155
9.0325,0.35613,-0.39863,9.0265,0.34615,-0.40389,12.486,1,2.3883,13.068,12.25,3.155
9.0278,0.35859,-0.40247,9.0216,0.34843,-0.40784,12.544,1,2.3984,13.078,12.25,3.155
9.023,0.36105,-0.40631,9.0168,0.3507,-0.4118,12.603,1,2.4084,13.088,12.25,3.155
9.0183,0.36351,-0.41015,9.0119,0.35298,-0.41576,12.662,1,2.4184,13.098,12.25,3.155
9.0136,0.36597,-0.41399,9.007,0.35525,-0.41972,12.72,1,2.4285,13.108,12.25,3.155
9.0089,0.36843,-0.41783,9.0021,0.35753,-0.42368,12.779,1,2.4385,13.119,12.25,3.155
9.0042,0.37089,-0.42167,8.9973,0.3598,-0.42763,12.838,1,2.4485,13.129,12.25,3.155
8.9995,0.37335,-0.42551,8.9924,0.36208,-0.43159,12.896,1,2.4586,13.139,12.25,3.155
8.9948,0.37581,-0.42935,8.9875,0.36435,-0.43555,12.955,1,2.4686,13.149,12.25,3.155
8.9901,0.37827,-0.43319,8.9826,0.36663,-0.43951,13.014,1,2.4786,13.159,12.25,3.155
8.9853,0.38073,-0.43703,8.9778,0.3689,-0.44347,13.073,1,2.4887,13.169,12.25,3.155
8.9805,0.38306,-0.44089,8.9728,0.37102,-0.44745,13.134,1,2.4987,13.179,12.25,3.155
