"Q","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.012392,9.752,0.06671,0.18586,9.7521,0.06683,0.18545,4.203,1,0,10.68,12.25,6.845
-0.012524,9.7509,0.067037,0.18651,9.751,0.067159,0.1861,4.2131,1,0.010035,10.69,12.25,6.845
-0.012657,9.7499,0.067365,0.18717,9.75,0.067489,0.18675,4.2232,1,0.02007,10.7,12.25,6.845
-0.012789,9.7488,0.067692,0.18782,9.7489,0.067819,0.1874,4.2333,1,0.030105,10.71,12.25,6.845
-0.012922,9.7478,0.06802,0.18848,9.7479,0.068149,0.18806,4.2434,1,0.04014,10.72,12.25,6.845
-0.013054,9.7468,0.068347,0.18914,9.7469,0.068479,0.18871,4.2535,1,0.050175,10.73,12.25,6.845
-0.013187,9.7457,0.068675,0.18979,9.7458,0.068808,0.18936,4.2637,1,0.060209,10.74,12.25,6.845
-0.013319,9.7447,0.069002,0.19045,9.7448,0.069138,0.19002,4.2738,1,0.070245,10.75,12.25,6.845
-0.013452,9.7437,0.06933,0.1911,9.7437,0.069468,0.19067,4.2839,1,0.080279,10.76,12.25,6.845
-0.013584,9.7426,0.069658,0.19176,9.7427,0.069798,0.19132,4.294,1,0.090315,10.77,12.25,6.845
-0.013717,9.7416,0.069985,0.19241,9.7416,0.070128,0.19197,4.3041,1,0.10035,10.78,12.25,6.845
-0.013849,9.7405,0.070313,0.19307,9.7406,0.070457,0.19263,4.3142,1,0.11038,10.79,12.25,6.845
-0.013982,9.7395,0.07064,0.19372,9.7396,0.070787,0.19328,4.3243,1,0.12042,10.8,12.25,6.845
-0.014114,9.7385,0.070968,0.19438,9.7385,0.071117,0.19393,4.3344,1,0.13046,10.81,12.25,6.845
-0.014247,9.7374,0.071295,0.19503,9.7375,0.071447,0.19458,4.3445,1,0.14049,10.82,12.25,6.845
-0.014382,9.7364,0.071587,0.1957,9.7364,0.071741,0.19524,4.3548,1,0.15053,10.831,12.25,6.845
-0.014533,9.7353,0.07191,0.19639,9.7353,0.072066,0.19593,4.3654,1,0.16056,10.841,12.25,6.845
-0.014696,9.7341,0.072267,0.1971,9.7342,0.072426,0.19664,4.3763,1,0.1706,10.851,12.25,6.845
-0.014858,9.733,0.072624,0.19781,9.7331,0.072786,0.19735,4.3872,1,0.18063,10.861,12.25,6.845
-0.015021,9.7319,0.072982,0.19852,9.732,0.073146,0.19806,4.398,1,0.19066,10.871,12.25,6.845
-0.015184,9.7308,0.073339,0.19923,9.7309,0.073507,0.19876,4.4089,1,0.2007,10.881,12.25,6.845
-0.015347,9.7297,0.073696,0.19994,9.7297,0.073867,0.19947,4.4198,1,0.21073,10.891,12.25,6.845
-0.015509,9.7286,0.074054,0.20065,9.7286,0.074227,0.20018,4.4307,1,0.22077,10.901,12.25,6.845
-0.015672,9.7275,0.074411,0.20137,9.7275,0.074588,0.20089,4.4416,1,0.2308,10.911,12.25,6.845
-0.015835,9.7264,0.074768,0.20208,9.7264,0.074948,0.20159,4.4524,1,0.24084,10.921,12.25,6.845
-0.015998,9.7252,0.075126,0.20279,9.7253,0.075308,0.2023,4.4633,1,0.25087,10.931,12.25,6.845
-0.01616,9.7241,0.075483,0.2035,9.7242,0.075668,0.20301,4.4742,1,0.26091,10.941,12.25,6.845
-0.016323,9.723,0.07584,0.20421,9.7231,0.076029,0.20372,4.4851,1,0.27094,10.951,12.25,6.845
-0.016486,9.7219,0.076198,0.20492,9.7219,0.076389,0.20442,4.496,1,0.28098,10.961,12.25,6.845
-0.016649,9.7208,0.076555,0.20563,9.7208,0.076749,0.20513,4.5068,1,0.29101,10.971,12.25,6.845
-0.016816,9.7196,0.07686,0.20635,9.7197,0.077056,0.20585,4.5179,1,0.30105,10.981,12.25,6.845
-0.016973,9.7184,0.077239,0.20712,9.7185,0.077439,0.20661,4.5295,1,0.31108,10.991,12.25,6.845
-0.01713,9.7172,0.077627,0.20789,9.7173,0.077831,0.20738,4.5412,1,0.32112,11.001,12.25,6.845
-0.017287,9.716,0.078016,0.20866,9.7161,0.078223,0.20814,4.5529,1,0.33115,11.011,12.25,6.845
-0.017443,9.7148,0.078404,0.20943,9.7149,0.078615,0.20891,4.5645,1,0.34119,11.021,12.25,6.845
-0.0176,9.7136,0.078792,0.21019,9.7137,0.079007,0.20967,4.5762,1,0.35122,11.031,12.25,6.845
-0.017756,9.7124,0.07918,0.21096,9.7125,0.079399,0.21044,4.5879,1,0.36126,11.041,12.25,6.845
-0.017913,9.7112,0.079569,0.21173,9.7112,0.079791,0.2112,4.5996,1,0.37129,11.051,12.25,6.845
-0.018069,9.71,0.079957,0.2125,9.71,0.080183,0.21197,4.6112,1,0.38133,11.061,12.25,6.845
-0.018226,9.7088,0.080345,0.21327,9.7088,0.080575,0.21273,4.6229,1,0.39137,11.071,12.25,6.845
-0.018382,9.7076,0.080734,0.21404,9.7076,0.080967,0.2135,4.6346,1,0.4014,11.081,12.25,6.845
-0.018539,9.7064,0.081122,0.21481,9.7064,0.081359,0.21426,4.6462,1,0.41144,11.091,12.25,6.845
-0.018695,9.7052,0.08151,0.21558,9.7052,0.081751,0.21503,4.6579,1,0.42147,11.101,12.25,6.845
-0.018853,9.704,0.08189,0.21635,9.704,0.082135,0.21579,4.6696,1,0.4315,11.112,12.25,6.845
-0.019016,9.7028,0.082227,0.21713,9.7028,0.082475,0.21657,4.6816,1,0.44154,11.122,12.25,6.845
-0.019197,9.7016,0.082611,0.21789,9.7016,0.082864,0.21733,4.6939,1,0.45157,11.132,12.25,6.845
-0.019378,9.7004,0.082996,0.21865,9.7004,0.083253,0.21808,4.7061,1,0.46161,11.142,12.25,6.845
-0.019559,9.6992,0.08338,0.21941,9.6992,0.083641,0.21884,4.7184,1,0.47164,11.152,12.25,6.845
-0.019739,9.698,0.083765,0.22017,9.698,0.08403,0.21959,4.7307,1,0.48168,11.162,12.25,6.845
-0.01992,9.6968,0.084149,0.22092,9.6968,0.084419,0.22035,4.743,1,0.49171,11.172,12.25,6.845
-0.020101,9.6956,0.084534,0.22168,9.6956,0.084808,0.2211,4.7553,1,0.50175,11.182,12.25,6.845
-0.020282,9.6944,0.084918,0.22244,9.6944,0.085197,0.22186,4.7676,1,0.51178,11.192,12.25,6.845
-0.020463,9.6932,0.085303,0.2232,9.6932,0.085586,0.22261,4.7798,1,0.52182,11.202,12.25,6.845
-0.020644,9.692,0.085687,0.22396,9.692,0.085975,0.22337,4.7921,1,0.53185,11.212,12.25,6.845
-0.020824,9.6908,0.086072,0.22472,9.6908,0.086364,0.22412,4.8044,1,0.54189,11.222,12.25,6.845
-0.021005,9.6896,0.086456,0.22548,9.6896,0.086753,0.22488,4.8167,1,0.55192,11.232,12.25,6.845
-0.021187,9.6884,0.086832,0.22624,9.6884,0.087133,0.22563,4.829,1,0.56196,11.242,12.25,6.845
-0.021403,9.6872,0.087186,0.22704,9.6871,0.087491,0.22643,4.842,1,0.57199,11.252,12.25,6.845
-0.021744,9.6858,0.08765,0.22796,9.6857,0.087961,0.22734,4.8567,1,0.58203,11.262,12.25,6.845
-0.022085,9.6843,0.088114,0.22887,9.6843,0.088431,0.22825,4.8714,1,0.59206,11.272,12.25,6.845
-0.022426,9.6829,0.088578,0.22979,9.6829,0.088902,0.22915,4.8861,1,0.6021,11.282,12.25,6.845
-0.022768,9.6815,0.089043,0.2307,9.6815,0.089372,0.23006,4.9008,1,0.61213,11.292,12.25,6.845
-0.023109,9.6801,0.089507,0.23161,9.6801,0.089842,0.23097,4.9155,1,0.62217,11.302,12.25,6.845
-0.02345,9.6787,0.089971,0.23253,9.6787,0.090312,0.23188,4.9302,1,0.63221,11.312,12.25,6.845
-0.023791,9.6773,0.090435,0.23344,9.6773,0.090782,0.23279,4.9449,1,0.64224,11.322,12.25,6.845
-0.024132,9.6759,0.0909,0.23436,9.6759,0.091252,0.2337,4.9596,1,0.65228,11.332,12.25,6.845
-0.024473,9.6745,0.091364,0.23527,9.6744,0.091723,0.2346,4.9743,1,0.66231,11.342,12.25,6.845
-0.024817,9.6731,0.091783,0.23621,9.673,0.092147,0.23554,4.9891,1,0.67235,11.352,12.25,6.845
-0.025141,9.6716,0.092282,0.23719,9.6716,0.092652,0.23651,5.0031,1,0.68238,11.362,12.25,6.845
-0.025465,9.6702,0.092781,0.23817,9.6701,0.093158,0.23748,5.0172,1,0.69241,11.372,12.25,6.845
-0.025789,9.6688,0.093281,0.23915,9.6687,0.093664,0.23846,5.0313,1,0.70245,11.382,12.25,6.845
-0.026114,9.6673,0.09378,0.24013,9.6672,0.09417,0.23943,5.0453,1,0.71248,11.392,12.25,6.845
-0.026438,9.6659,0.094279,0.24111,9.6658,0.094676,0.2404,5.0594,1,0.72252,11.403,12.25,6.845
-0.026762,9.6645,0.094779,0.24209,9.6644,0.095181,0.24138,5.0735,1,0.73255,11.413,12.25,6.845
-0.027086,9.6631,0.095278,0.24307,9.6629,0.095687,0.24235,5.0876,1,0.74259,11.423,12.25,6.845
-0.027411,9.6616,0.095777,0.24405,9.6615,0.096193,0.24332,5.1016,1,0.75262,11.433,12.25,6.845
-0.027735,9.6602,0.096277,0.24503,9.6601,0.096699,0.2443,5.1157,1,0.76266,11.443,12.25,6.845
-0.028064,9.6587,0.09672,0.24602,9.6586,0.097147,0.24528,5.13,1,0.77269,11.453,12.25,6.845
-0.028363,9.6573,0.097252,0.24706,9.6571,0.097687,0.24632,5.1442,1,0.78273,11.463,12.25,6.845
-0.028662,9.6558,0.097784,0.2481,9.6556,0.098226,0.24735,5.1585,1,0.79276,11.473,12.25,6.845
-0.028961,9.6543,0.098315,0.24914,9.6542,0.098765,0.24839,5.1727,1,0.8028,11.483,12.25,6.845
-0.02926,9.6529,0.098847,0.25019,9.6527,0.099304,0.24942,5.187,1,0.81283,11.493,12.25,6.845
-0.029559,9.6514,0.099379,0.25123,9.6512,0.099844,0.25045,5.2012,1,0.82287,11.503,12.25,6.845
-0.029858,9.6499,0.099911,0.25227,9.6498,0.10038,0.25149,5.2155,1,0.8329,11.513,12.25,6.845
-0.030157,9.6485,0.10044,0.25331,9.6483,0.10092,0.25252,5.2297,1,0.84294,11.523,12.25,6.845
-0.030456,9.647,0.10097,0.25435,9.6468,0.10146,0.25356,5.244,1,0.85297,11.533,12.25,6.845
-0.030755,9.6455,0.10151,0.25539,9.6453,0.102,0.25459,5.2582,1,0.86301,11.543,12.25,6.845
-0.031057,9.644,0.102,0.25644,9.6438,0.1025,0.25563,5.2726,1,0.87304,11.553,12.25,6.845
-0.03141,9.6425,0.10253,0.25753,9.6423,0.10304,0.25672,5.2874,1,0.88308,11.563,12.25,6.845
-0.031785,9.641,0.1031,0.25864,9.6407,0.10362,0.25782,5.3023,1,0.89312,11.573,12.25,6.845
-0.03216,9.6394,0.10367,0.25975,9.6392,0.10419,0.25892,5.3173,1,0.90315,11.583,12.25,6.845
-0.032535,9.6379,0.10423,0.26086,9.6376,0.10477,0.26002,5.3322,1,0.91319,11.593,12.25,6.845
-0.03291,9.6363,0.1048,0.26197,9.6361,0.10535,0.26112,5.3472,1,0.92322,11.603,12.25,6.845
-0.033285,9.6348,0.10537,0.26308,9.6345,0.10592,0.26222,5.3621,1,0.93325,11.613,12.25,6.845
-0.03366,9.6333,0.10593,0.26419,9.633,0.1065,0.26332,5.3771,1,0.94329,11.623,12.25,6.845
-0.034035,9.6317,0.1065,0.26529,9.6314,0.10707,0.26442,5.3921,1,0.95332,11.633,12.25,6.845
-0.03441,9.6302,0.10707,0.2664,9.6299,0.10765,0.26552,5.407,1,0.96336,11.643,12.25,6.845
-0.034785,9.6286,0.10763,0.26751,9.6283,0.10822,0.26662,5.422,1,0.97339,11.653,12.25,6.845
-0.03518,9.627,0.10814,0.26865,9.6267,0.10874,0.26776,5.4373,1,0.98343,11.663,12.25,6.845
-0.035616,9.6254,0.10875,0.26983,9.6251,0.10936,0.26893,5.4532,1,0.99346,11.673,12.25,6.845
-0.036052,9.6238,0.10935,0.27102,9.6235,0.10997,0.2701,5.4692,1,1.0035,11.684,12.25,6.845
-0.036488,9.6221,0.10996,0.2722,9.6218,0.11059,0.27128,5.4851,1,1.0135,11.694,12.25,6.845
-0.036924,9.6205,0.11056,0.27339,9.6202,0.11121,0.27245,5.5011,1,1.0236,11.704,12.25,6.845
-0.03736,9.6189,0.11117,0.27457,9.6185,0.11182,0.27363,5.517,1,1.0336,11.714,12.25,6.845
-0.037796,9.6172,0.11177,0.27575,9.6169,0.11244,0.2748,5.5329,1,1.0436,11.724,12.25,6.845
-0.038232,9.6156,0.11238,0.27694,9.6152,0.11305,0.27597,5.5489,1,1.0537,11.734,12.25,6.845
-0.038668,9.614,0.11299,0.27812,9.6136,0.11367,0.27715,5.5648,1,1.0637,11.744,12.25,6.845
-0.039104,9.6123,0.11359,0.2793,9.6119,0.11429,0.27832,5.5808,1,1.0737,11.754,12.25,6.845
-0.039544,9.6107,0.11417,0.28049,9.6103,0.11487,0.2795,5.5968,1,1.0838,11.764,12.25,6.845
-0.040018,9.609,0.11475,0.28173,9.6086,0.11547,0.28073,5.6134,1,1.0938,11.774,12.25,6.845
