"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.664,0.10713,0.24827,9.6835,0.10249,0.23151,1,0,10.68,12.445,6.845
9.6502,0.11225,0.25685,9.6705,0.10747,0.2397,1,0.10035,10.78,12.445,6.845
9.636,0.11759,0.26575,9.657,0.11267,0.24819,1,0.2007,10.881,12.445,6.845
9.6212,0.1231,0.27505,9.643,0.11803,0.25709,1,0.30105,10.981,12.445,6.845
9.6053,0.12915,0.28506,9.6279,0.12394,0.26667,1,0.4014,11.081,12.445,6.845
9.5894,0.13517,0.29499,9.6129,0.12982,0.27618,1,0.50175,11.182,12.445,6.845
9.5727,0.14155,0.30549,9.597,0.13605,0.28626,1,0.6021,11.282,12.445,6.845
9.554,0.14893,0.31762,9.5793,0.14329,0.2979,1,0.70245,11.382,12.445,6.845
9.535,0.15683,0.33055,9.5613,0.15104,0.31032,1,0.8028,11.483,12.445,6.845
9.5153,0.16523,0.34424,9.5426,0.15928,0.32349,1,0.90315,11.583,12.445,6.845
9.4947,0.17416,0.35876,9.5231,0.16806,0.33746,1,1.0035,11.684,12.445,6.845
9.4729,0.18367,0.37417,9.5025,0.17742,0.35231,1,1.1038,11.784,12.445,6.845
9.4499,0.19377,0.39056,9.4807,0.18738,0.36811,1,1.2042,11.884,12.445,6.845
9.4256,0.20448,0.40805,9.4577,0.19795,0.38498,1,1.3046,11.985,12.445,6.845
9.3999,0.21607,0.42676,9.4335,0.20943,0.40305,1,1.4049,12.085,12.445,6.845
9.3728,0.22847,0.44676,9.408,0.22171,0.42235,1,1.5052,12.185,12.445,6.845
9.3442,0.24175,0.46813,9.381,0.23489,0.44299,1,1.6056,12.286,12.445,6.845
9.3139,0.25597,0.49101,9.3526,0.24902,0.46509,1,1.7059,12.386,12.445,6.845
9.2819,0.27121,0.51552,9.3226,0.2642,0.48876,1,1.8063,12.486,12.445,6.845
9.248,0.28755,0.54179,9.2909,0.28049,0.51413,1,1.9066,12.587,12.445,6.845
9.2119,0.30492,0.57003,9.2572,0.29786,0.54137,1,2.007,12.687,12.445,6.845
9.1731,0.32395,0.60087,9.2212,0.3169,0.5711,1,2.1073,12.787,12.445,6.845
9.1318,0.34465,0.63425,9.183,0.33762,0.60323,1,2.2077,12.888,12.445,6.845
9.0878,0.36701,0.67033,9.1425,0.36001,0.6379,1,2.3081,12.988,12.445,6.845
9.0408,0.39119,0.70936,9.0995,0.38423,0.67533,1,2.4084,13.088,12.445,6.845
8.9904,0.41712,0.75164,9.0536,0.41022,0.71578,1,2.5087,13.189,12.445,6.845
8.9351,0.44601,0.79883,9.0036,0.43916,0.76075,1,2.6091,13.289,12.445,6.845
8.8754,0.47804,0.85067,8.9502,0.47108,0.80995,1,2.7094,13.389,12.445,6.845
8.811,0.51315,0.90742,8.893,0.50593,0.86355,1,2.8098,13.49,12.445,6.845
8.7416,0.55163,0.96948,8.8319,0.54391,0.9219,1,2.9101,13.59,12.445,6.845
8.6628,0.59474,1.0403,8.7636,0.58626,0.98793,1,3.0105,13.691,12.445,6.845
8.5764,0.64467,1.1201,8.6896,0.63443,1.0617,1,3.1108,13.791,12.445,6.845
8.4819,0.70081,1.209,8.6096,0.68779,1.1433,1,3.2112,13.891,12.445,6.845
8.3758,0.76246,1.3082,8.5212,0.74582,1.2334,1,3.3116,13.992,12.445,6.845
8.2529,0.84054,1.4282,8.4206,0.8164,1.3407,1,3.4119,14.092,12.445,6.845
8.1156,0.93207,1.5656,8.3096,0.89662,1.4621,1,3.5122,14.192,12.445,6.845
7.9647,1.0383,1.7216,8.1884,0.98728,1.5983,1,3.6126,14.293,12.445,6.845
7.7804,1.1733,1.9159,8.0414,1.0963,1.7643,1,3.7129,14.393,12.445,6.845
7.6017,1.3457,2.1505,7.889,1.2306,1.9618,1,3.8133,14.493,12.445,6.845
7.4176,1.5427,2.4124,7.7268,1.384,2.1819,1,3.9136,14.594,12.445,6.845
7.1729,1.7669,2.7002,7.5191,1.5659,2.4289,1,4.014,14.694,12.445,6.845
6.7178,1.9213,2.8671,7.183,1.7309,2.6096,1,4.1143,14.794,12.445,6.845
6.1491,1.9971,2.9161,6.772,1.8581,2.7159,1,4.2147,14.895,12.445,6.845
5.6134,1.8436,2.6073,6.3173,1.8394,2.5722,1,4.3151,14.995,12.445,6.845
5.3626,1.6122,2.2025,6.0147,1.7186,2.3077,1,4.4154,15.095,12.445,6.845
