"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.6552,0.09108,0.25122,9.6749,0.087242,0.23437,1,0,10.68,12.25,6.845
9.6408,0.095494,0.25999,9.6613,0.091545,0.24274,1,0.10035,10.78,12.25,6.845
9.626,0.10001,0.2691,9.6473,0.095954,0.25145,1,0.2007,10.881,12.25,6.845
9.6107,0.10475,0.27862,9.6327,0.10059,0.26055,1,0.30105,10.981,12.25,6.845
9.5941,0.10996,0.28886,9.6169,0.10569,0.27036,1,0.4014,11.081,12.25,6.845
9.5776,0.11507,0.29904,9.6012,0.1107,0.28012,1,0.50175,11.182,12.25,6.845
9.5601,0.12051,0.30982,9.5846,0.11604,0.29046,1,0.6021,11.282,12.25,6.845
9.5406,0.12682,0.32225,9.5661,0.12226,0.3024,1,0.70245,11.382,12.25,6.845
9.5206,0.13357,0.33552,9.5471,0.12891,0.31515,1,0.8028,11.483,12.25,6.845
9.5001,0.14075,0.34957,9.5276,0.136,0.32868,1,0.90315,11.583,12.25,6.845
9.4784,0.14837,0.36448,9.507,0.14354,0.34304,1,1.0035,11.684,12.25,6.845
9.4555,0.15647,0.38031,9.4852,0.15157,0.3583,1,1.1038,11.784,12.25,6.845
9.4314,0.16509,0.39714,9.4623,0.16014,0.37453,1,1.2042,11.884,12.25,6.845
9.4059,0.17431,0.41507,9.4381,0.16933,0.39184,1,1.3046,11.985,12.25,6.845
9.3789,0.18426,0.43429,9.4126,0.17927,0.41039,1,1.4049,12.085,12.25,6.845
9.3503,0.19479,0.45483,9.3855,0.18983,0.43024,1,1.5052,12.185,12.25,6.845
9.32,0.20604,0.47681,9.3568,0.20114,0.45148,1,1.6056,12.286,12.25,6.845
9.2879,0.21805,0.50033,9.3265,0.21326,0.47421,1,1.7059,12.386,12.25,6.845
9.2539,0.23089,0.52552,9.2945,0.22627,0.49856,1,1.8063,12.486,12.25,6.845
9.2179,0.24461,0.55253,9.2605,0.24022,0.52465,1,1.9066,12.587,12.25,6.845
9.1796,0.25927,0.58148,9.2246,0.25518,0.5526,1,2.007,12.687,12.25,6.845
9.1385,0.27546,0.61305,9.1861,0.27175,0.58306,1,2.1073,12.787,12.25,6.845
9.0942,0.29266,0.64729,9.1448,0.28946,0.61605,1,2.2077,12.888,12.25,6.845
9.0469,0.31112,0.68427,9.1009,0.30857,0.65162,1,2.3081,12.988,12.25,6.845
8.9963,0.33095,0.72423,9.0541,0.32919,0.68997,1,2.4084,13.088,12.25,6.845
8.9421,0.35222,0.76739,9.0042,0.35141,0.73131,1,2.5087,13.189,12.25,6.845
8.8825,0.37619,0.81545,8.9499,0.37646,0.77714,1,2.6091,13.289,12.25,6.845
8.8174,0.40184,0.86825,8.891,0.40349,0.82728,1,2.7094,13.389,12.25,6.845
8.7466,0.42963,0.92594,8.8275,0.43288,0.88179,1,2.8098,13.49,12.25,6.845
8.6697,0.4597,0.98888,8.7592,0.46477,0.94095,1,2.9101,13.59,12.25,6.845
8.5834,0.4944,1.0603,8.6839,0.50128,1.0075,1,3.0105,13.691,12.25,6.845
8.4858,0.53245,1.1407,8.5999,0.54142,1.0817,1,3.1108,13.791,12.25,6.845
8.3772,0.57452,1.2299,8.5081,0.58555,1.1632,1,3.2112,13.891,12.25,6.845
8.2566,0.62126,1.3287,8.4078,0.63414,1.2527,1,3.3116,13.992,12.25,6.845
8.1105,0.67984,1.448,8.2903,0.69249,1.3585,1,3.4119,14.092,12.25,6.845
7.9414,0.74618,1.5833,8.1574,0.75701,1.4768,1,3.5122,14.192,12.25,6.845
7.7491,0.82229,1.7358,8.0092,0.82872,1.6082,1,3.6126,14.293,12.25,6.845
7.519,0.92578,1.924,7.8342,0.91714,1.7665,1,3.7129,14.393,12.25,6.845
7.277,1.0522,2.1463,7.6401,1.0197,1.9502,1,3.8133,14.493,12.25,6.845
7.011,1.1958,2.3886,7.4257,1.135,2.1506,1,3.9136,14.594,12.25,6.845
6.6639,1.3718,2.6482,7.1627,1.2788,2.3732,1,4.014,14.694,12.25,6.845
5.9668,1.4947,2.7732,6.7097,1.4105,2.5227,1,4.1143,14.794,12.25,6.845
5.1187,1.5779,2.7776,6.1619,1.5209,2.5984,1,4.2147,14.895,12.25,6.845
4.4355,1.5027,2.4514,5.6049,1.5237,2.4436,1,4.3151,14.995,12.25,6.845
