"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
14.231,0.044177,0.093973,14.268,0.042693,0.079052,1,0,9.48,11.445,5
14.231,0.044172,0.10099,14.268,0.042696,0.085794,1,0.03375,9.48,11.445,5.0338
14.231,0.044168,0.10801,14.268,0.042699,0.092537,1,0.0675,9.48,11.445,5.0675
14.231,0.04418,0.11503,14.268,0.042675,0.099267,1,0.10125,9.48,11.445,5.1013
14.232,0.044216,0.12204,14.269,0.042633,0.10599,1,0.135,9.48,11.445,5.135
14.233,0.044269,0.12904,14.269,0.042608,0.11273,1,0.16875,9.48,11.445,5.1687
14.233,0.044322,0.13604,14.27,0.042584,0.11948,1,0.2025,9.48,11.445,5.2025
14.234,0.044375,0.14304,14.271,0.04256,0.12622,1,0.23625,9.48,11.445,5.2362
14.235,0.044428,0.15004,14.272,0.042536,0.13296,1,0.27,9.48,11.445,5.27
14.236,0.044482,0.15704,14.273,0.042512,0.13971,1,0.30375,9.48,11.445,5.3038
14.237,0.044533,0.16402,14.273,0.042475,0.14643,1,0.3375,9.48,11.445,5.3375
14.239,0.044574,0.17088,14.275,0.04237,0.15303,1,0.37125,9.48,11.445,5.3713
14.241,0.044667,0.17774,14.277,0.042317,0.15966,1,0.405,9.48,11.445,5.405
14.243,0.044759,0.1846,14.279,0.042264,0.16629,1,0.43875,9.48,11.445,5.4387
14.245,0.044852,0.19146,14.281,0.042211,0.17292,1,0.4725,9.48,11.445,5.4725
14.247,0.044945,0.19832,14.283,0.042158,0.17955,1,0.50625,9.48,11.445,5.5062
14.249,0.045037,0.20518,14.285,0.042105,0.18618,1,0.54,9.48,11.445,5.54
14.251,0.04513,0.21204,14.287,0.042052,0.19281,1,0.57375,9.48,11.445,5.5738
14.254,0.045161,0.21867,14.289,0.041908,0.19921,1,0.6075,9.48,11.445,5.6075
14.257,0.045233,0.22525,14.292,0.041798,0.20559,1,0.64125,9.48,11.445,5.6413
14.26,0.045333,0.23184,14.295,0.041713,0.21197,1,0.675,9.48,11.445,5.675
14.263,0.045433,0.23843,14.298,0.041629,0.21836,1,0.70875,9.48,11.445,5.7087
14.266,0.045532,0.24503,14.301,0.041545,0.22474,1,0.7425,9.48,11.445,5.7425
14.269,0.045632,0.25162,14.304,0.041461,0.23113,1,0.77625,9.48,11.445,5.7762
14.272,0.045732,0.25821,14.307,0.041377,0.23751,1,0.81,9.48,11.445,5.81
14.276,0.04576,0.26458,14.311,0.041223,0.24369,1,0.84375,9.48,11.445,5.8438
14.28,0.04575,0.27072,14.315,0.041031,0.24965,1,0.8775,9.48,11.445,5.8775
14.284,0.045816,0.27689,14.319,0.040914,0.25563,1,0.91125,9.48,11.445,5.9113
14.288,0.045883,0.28307,14.323,0.040796,0.26162,1,0.945,9.48,11.445,5.945
14.292,0.045949,0.28924,14.327,0.040679,0.2676,1,0.97875,9.48,11.445,5.9788
14.297,0.046016,0.29541,14.331,0.040561,0.27359,1,1.0125,9.48,11.445,6.0125
14.301,0.046083,0.30159,14.335,0.040444,0.27957,1,1.0462,9.48,11.445,6.0462
14.305,0.046117,0.30766,14.339,0.040299,0.28547,1,1.08,9.48,11.445,6.08
14.31,0.045966,0.31319,14.345,0.04,0.29084,1,1.1137,9.48,11.445,6.1137
14.316,0.045964,0.31878,14.35,0.039847,0.29626,1,1.1475,9.48,11.445,6.1475
14.321,0.045962,0.32437,14.355,0.039694,0.30167,1,1.1813,9.48,11.445,6.1813
14.326,0.045961,0.32996,14.36,0.039541,0.30708,1,1.215,9.48,11.445,6.215
14.331,0.045959,0.33556,14.365,0.039388,0.31249,1,1.2488,9.48,11.445,6.2488
14.336,0.045958,0.34115,14.37,0.039235,0.31791,1,1.2825,9.48,11.445,6.2825
14.342,0.045956,0.34674,14.375,0.039082,0.32332,1,1.3162,9.48,11.445,6.3162
14.348,0.045729,0.35165,14.381,0.038749,0.32809,1,1.35,9.48,11.445,6.35
14.354,0.045576,0.35647,14.387,0.0385,0.33274,1,1.3837,9.48,11.445,6.3837
14.36,0.045484,0.36131,14.393,0.03831,0.3374,1,1.4175,9.48,11.445,6.4175
14.366,0.045392,0.36614,14.399,0.038121,0.34206,1,1.4513,9.48,11.445,6.4513
14.372,0.0453,0.37098,14.405,0.037932,0.34673,1,1.485,9.48,11.445,6.485
14.378,0.045208,0.37582,14.411,0.037743,0.35139,1,1.5188,9.48,11.445,6.5188
14.385,0.045116,0.38066,14.417,0.037553,0.35605,1,1.5525,9.48,11.445,6.5525
14.391,0.044871,0.38502,14.424,0.037241,0.36025,1,1.5862,9.48,11.445,6.5862
14.398,0.044537,0.38889,14.43,0.036871,0.36398,1,1.62,9.48,11.445,6.62
14.405,0.044349,0.39282,14.437,0.036647,0.36773,1,1.6537,9.48,11.445,6.6537
14.412,0.04416,0.39674,14.444,0.036423,0.37148,1,1.6875,9.48,11.445,6.6875
14.419,0.043972,0.40067,14.451,0.036198,0.37523,1,1.7213,9.48,11.445,6.7213
14.426,0.043783,0.40459,14.458,0.035974,0.37898,1,1.755,9.48,11.445,6.755
14.433,0.043595,0.40851,14.464,0.035749,0.38273,1,1.7888,9.48,11.445,6.7888
14.44,0.043356,0.41228,14.471,0.035483,0.38632,1,1.8225,9.48,11.445,6.8225
14.447,0.042831,0.4151,14.479,0.034977,0.38901,1,1.8562,9.48,11.445,6.8562
14.455,0.042555,0.41799,14.486,0.034721,0.39172,1,1.89,9.48,11.445,6.89
14.462,0.042279,0.42088,14.493,0.034466,0.39444,1,1.9237,9.48,11.445,6.9237
14.469,0.042003,0.42377,14.501,0.03421,0.39716,1,1.9575,9.48,11.445,6.9575
14.477,0.041727,0.42666,14.508,0.033955,0.39987,1,1.9913,9.48,11.445,6.9913
14.484,0.04145,0.42955,14.515,0.033699,0.40259,1,2.025,9.48,11.445,7.025
14.492,0.041174,0.43244,14.522,0.033444,0.40531,1,2.0588,9.48,11.445,7.0588
14.499,0.04062,0.4344,14.53,0.032943,0.40713,1,2.0925,9.48,11.445,7.0925
14.507,0.040187,0.43619,14.537,0.032573,0.40875,1,2.1262,9.48,11.445,7.1262
14.515,0.039844,0.43799,14.545,0.032293,0.41039,1,2.16,9.48,11.445,7.16
