"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
8.5258,-0.047639,0.79626,8.7311,-0.029814,0.77297,1,0,13.53,11.055,5
8.5736,0.070365,0.82411,8.777,0.091914,0.80039,1,0.03375,13.53,11.055,5.0338
8.5967,0.17343,0.85037,8.798,0.19795,0.82623,1,0.0675,13.53,11.055,5.0675
8.5397,0.26096,0.85757,8.7362,0.28741,0.833,1,0.10125,13.53,11.055,5.1013
8.4126,0.34152,0.84532,8.6015,0.36926,0.82026,1,0.135,13.53,11.055,5.135
8.2854,0.42209,0.83308,8.4669,0.45112,0.80752,1,0.16875,13.53,11.055,5.1687
8.1583,0.50266,0.82083,8.3322,0.53297,0.79478,1,0.2025,13.53,11.055,5.2025
8.0311,0.58323,0.80858,8.1976,0.61483,0.78204,1,0.23625,13.53,11.055,5.2362
7.904,0.6638,0.79633,8.063,0.69669,0.7693,1,0.27,13.53,11.055,5.27
7.804,0.73872,0.78081,7.9572,0.77275,0.75286,1,0.30375,13.53,11.055,5.3038
7.7634,0.79235,0.75665,7.9153,0.82691,0.72676,1,0.3375,13.53,11.055,5.3375
7.6799,0.80335,0.72896,7.831,0.83717,0.69738,1,0.37125,13.53,11.055,5.3713
7.5963,0.81435,0.70127,7.7466,0.84744,0.66799,1,0.405,13.53,11.055,5.405
7.5128,0.82536,0.67358,7.6623,0.8577,0.63861,1,0.43875,13.53,11.055,5.4387
7.4293,0.83636,0.64589,7.5779,0.86796,0.60923,1,0.4725,13.53,11.055,5.4725
7.3457,0.84736,0.6182,7.4936,0.87822,0.57984,1,0.50625,13.53,11.055,5.5062
7.2622,0.85836,0.59051,7.4092,0.88849,0.55046,1,0.54,13.53,11.055,5.54
7.2209,0.87012,0.55565,7.3698,0.89953,0.51237,1,0.57375,13.53,11.055,5.5738
7.1551,0.85343,0.54139,7.3052,0.88189,0.49566,1,0.6075,13.53,11.055,5.6075
7.0833,0.83026,0.53188,7.2343,0.85773,0.4839,1,0.64125,13.53,11.055,5.6413
7.0115,0.8071,0.52237,7.1634,0.83358,0.47213,1,0.675,13.53,11.055,5.675
6.9397,0.78394,0.51287,7.0926,0.80942,0.46037,1,0.70875,13.53,11.055,5.7087
6.8679,0.76077,0.50336,7.0217,0.78526,0.44861,1,0.7425,13.53,11.055,5.7425
6.7961,0.73761,0.49385,6.9508,0.7611,0.43685,1,0.77625,13.53,11.055,5.7762
6.7292,0.72088,0.47796,6.8853,0.74348,0.41785,1,0.81,13.53,11.055,5.81
