"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
8.7447,-0.059803,0.094041,8.8552,-0.056445,0.068581,1,0,10.38,11.055,5
8.7442,-0.059553,0.10431,8.855,-0.056413,0.078093,1,0.03375,10.38,11.055,5.0338
8.7437,-0.059191,0.11475,8.8548,-0.05636,0.087664,1,0.0675,10.38,11.055,5.0675
8.7436,-0.059034,0.12539,8.8548,-0.056361,0.097331,1,0.10125,10.38,11.055,5.1013
8.744,-0.059169,0.13614,8.855,-0.056438,0.10706,1,0.135,10.38,11.055,5.135
8.7444,-0.059305,0.1469,8.8553,-0.056514,0.11679,1,0.16875,10.38,11.055,5.1687
8.7447,-0.059441,0.15766,8.8556,-0.05659,0.12652,1,0.2025,10.38,11.055,5.2025
8.7451,-0.059576,0.16841,8.8559,-0.056666,0.13625,1,0.23625,10.38,11.055,5.2362
8.7455,-0.059712,0.17917,8.8562,-0.056742,0.14598,1,0.27,10.38,11.055,5.27
8.7459,-0.059816,0.19,8.8565,-0.056831,0.15574,1,0.30375,10.38,11.055,5.3038
8.7465,-0.059903,0.20105,8.857,-0.056953,0.16561,1,0.3375,10.38,11.055,5.3375
8.7482,-0.060327,0.21233,8.8583,-0.057095,0.17581,1,0.37125,10.38,11.055,5.3713
8.75,-0.06075,0.22362,8.8596,-0.057236,0.186,1,0.405,10.38,11.055,5.405
8.7517,-0.061174,0.2349,8.861,-0.057378,0.1962,1,0.43875,10.38,11.055,5.4387
8.7534,-0.061597,0.24619,8.8623,-0.05752,0.20639,1,0.4725,10.38,11.055,5.4725
8.7551,-0.062021,0.25747,8.8636,-0.057661,0.21659,1,0.50625,10.38,11.055,5.5062
8.7569,-0.062445,0.26876,8.8649,-0.057803,0.22679,1,0.54,10.38,11.055,5.54
8.7588,-0.062821,0.2802,8.8664,-0.058033,0.23703,1,0.57375,10.38,11.055,5.5738
8.7618,-0.063344,0.29182,8.8688,-0.058217,0.24759,1,0.6075,10.38,11.055,5.6075
8.7651,-0.063902,0.30347,8.8714,-0.058389,0.25822,1,0.64125,10.38,11.055,5.6413
8.7684,-0.064459,0.31513,8.874,-0.058561,0.26885,1,0.675,10.38,11.055,5.675
8.7717,-0.065017,0.32678,8.8766,-0.058733,0.27949,1,0.70875,10.38,11.055,5.7087
8.775,-0.065574,0.33843,8.8792,-0.058905,0.29012,1,0.7425,10.38,11.055,5.7425
8.7782,-0.066132,0.35009,8.8818,-0.059077,0.30075,1,0.77625,10.38,11.055,5.7762
8.7817,-0.066689,0.36178,8.8845,-0.059325,0.31139,1,0.81,10.38,11.055,5.81
8.7861,-0.067234,0.37354,8.8881,-0.059557,0.3222,1,0.84375,10.38,11.055,5.8438
8.7913,-0.067768,0.38538,8.8925,-0.05972,0.3332,1,0.8775,10.38,11.055,5.8775
8.7966,-0.068302,0.39721,8.897,-0.059884,0.34419,1,0.91125,10.38,11.055,5.9113
8.8019,-0.068837,0.40905,8.9014,-0.060048,0.35519,1,0.945,10.38,11.055,5.945
8.8072,-0.069371,0.42088,8.9059,-0.060212,0.36618,1,0.97875,10.38,11.055,5.9788
8.8124,-0.069905,0.43272,8.9103,-0.060376,0.37717,1,1.0125,10.38,11.055,6.0125
8.8178,-0.070446,0.44454,8.9148,-0.060573,0.38816,1,1.0462,10.38,11.055,6.0462
