"Q","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.021155,9.6794,0.12887,0.24282,9.6807,0.12854,0.24189,5.208,1,0,10.68,12.725,6.845
-0.021372,9.6782,0.12949,0.24364,9.6794,0.12916,0.2427,5.2196,1,0.010035,10.69,12.725,6.845
-0.02159,9.6769,0.13011,0.24446,9.6781,0.12978,0.24352,5.2312,1,0.02007,10.7,12.725,6.845
-0.021807,9.6756,0.13074,0.24527,9.6769,0.1304,0.24434,5.2429,1,0.030105,10.71,12.725,6.845
-0.022025,9.6744,0.13136,0.24609,9.6756,0.13102,0.24515,5.2545,1,0.04014,10.72,12.725,6.845
-0.022242,9.6731,0.13198,0.24691,9.6743,0.13164,0.24597,5.2661,1,0.050175,10.73,12.725,6.845
-0.02246,9.6718,0.13261,0.24772,9.6731,0.13226,0.24679,5.2778,1,0.060209,10.74,12.725,6.845
-0.022677,9.6705,0.13323,0.24854,9.6718,0.13288,0.24761,5.2894,1,0.070245,10.75,12.725,6.845
-0.022895,9.6693,0.13385,0.24936,9.6706,0.13351,0.24842,5.301,1,0.080279,10.76,12.725,6.845
-0.023112,9.668,0.13448,0.25017,9.6693,0.13413,0.24924,5.3126,1,0.090315,10.77,12.725,6.845
-0.02333,9.6667,0.1351,0.25099,9.668,0.13475,0.25006,5.3243,1,0.10035,10.78,12.725,6.845
-0.023547,9.6655,0.13572,0.2518,9.6668,0.13537,0.25088,5.3359,1,0.11038,10.79,12.725,6.845
-0.02377,9.6642,0.13631,0.25263,9.6655,0.13595,0.25171,5.3479,1,0.12042,10.8,12.725,6.845
-0.023997,9.6628,0.13688,0.25347,9.6641,0.13652,0.25254,5.3602,1,0.13046,10.81,12.725,6.845
-0.024224,9.6615,0.13745,0.25431,9.6628,0.13709,0.25338,5.3724,1,0.14049,10.82,12.725,6.845
-0.024452,9.6602,0.13802,0.25515,9.6615,0.13765,0.25422,5.3847,1,0.15053,10.831,12.725,6.845
-0.0247,9.6588,0.13865,0.25601,9.6602,0.13828,0.25508,5.3969,1,0.16056,10.841,12.725,6.845
-0.024965,9.6575,0.13933,0.25689,9.6588,0.13896,0.25597,5.4093,1,0.1706,10.851,12.725,6.845
-0.02523,9.6561,0.14001,0.25777,9.6575,0.13963,0.25685,5.4216,1,0.18063,10.861,12.725,6.845
-0.025495,9.6548,0.14069,0.25865,9.6561,0.14031,0.25773,5.4339,1,0.19066,10.871,12.725,6.845
