"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.6366,0.10082,-0.013112,9.6371,0.10048,-0.013441,6.1181,1,0,10.68,12.25,3.155
9.6352,0.10129,-0.013672,9.6357,0.10094,-0.014002,6.1319,1,0.010035,10.69,12.25,3.155
9.6337,0.10176,-0.014233,9.6343,0.10141,-0.014565,6.1457,1,0.02007,10.7,12.25,3.155
9.6323,0.10222,-0.014794,9.6329,0.10187,-0.015127,6.1595,1,0.030105,10.71,12.25,3.155
9.6309,0.10269,-0.015354,9.6315,0.10233,-0.015689,6.1734,1,0.04014,10.72,12.25,3.155
9.6295,0.10316,-0.015915,9.6301,0.1028,-0.016251,6.1872,1,0.050175,10.73,12.25,3.155
9.6281,0.10363,-0.016476,9.6287,0.10326,-0.016813,6.201,1,0.060209,10.74,12.25,3.155
9.6267,0.10409,-0.017037,9.6273,0.10372,-0.017375,6.2149,1,0.070245,10.75,12.25,3.155
9.6253,0.10456,-0.017597,9.6259,0.10418,-0.017937,6.2287,1,0.080279,10.76,12.25,3.155
9.6239,0.10503,-0.018158,9.6245,0.10465,-0.018499,6.2425,1,0.090315,10.77,12.25,3.155
9.6225,0.10549,-0.018719,9.6231,0.10511,-0.019061,6.2564,1,0.10035,10.78,12.25,3.155
9.6211,0.10596,-0.019279,9.6217,0.10557,-0.019623,6.2702,1,0.11038,10.79,12.25,3.155
9.6197,0.10643,-0.01984,9.6203,0.10604,-0.020185,6.284,1,0.12042,10.8,12.25,3.155
9.6183,0.1069,-0.020401,9.6189,0.1065,-0.020747,6.2979,1,0.13046,10.81,12.25,3.155
9.6169,0.10736,-0.020961,9.6175,0.10696,-0.021309,6.3117,1,0.14049,10.82,12.25,3.155
9.6155,0.10778,-0.021531,9.616,0.10738,-0.021879,6.3258,1,0.15053,10.831,12.25,3.155
9.614,0.10824,-0.022137,9.6146,0.10783,-0.022487,6.3404,1,0.16056,10.841,12.25,3.155
9.6125,0.10875,-0.022769,9.6131,0.10833,-0.023121,6.3552,1,0.1706,10.851,12.25,3.155
9.611,0.10926,-0.023402,9.6116,0.10884,-0.023756,6.37,1,0.18063,10.861,12.25,3.155
9.6095,0.10977,-0.024035,9.6101,0.10934,-0.02439,6.3848,1,0.19066,10.871,12.25,3.155
9.6081,0.11028,-0.024667,9.6086,0.10985,-0.025024,6.3996,1,0.2007,10.881,12.25,3.155
9.6066,0.11078,-0.0253,9.6071,0.11035,-0.025658,6.4144,1,0.21073,10.891,12.25,3.155
9.6051,0.11129,-0.025932,9.6056,0.11085,-0.026293,6.4292,1,0.22077,10.901,12.25,3.155
9.6036,0.1118,-0.026565,9.6041,0.11136,-0.026927,6.444,1,0.2308,10.911,12.25,3.155
9.6021,0.11231,-0.027197,9.6026,0.11186,-0.027561,6.4588,1,0.24084,10.921,12.25,3.155
9.6006,0.11282,-0.02783,9.6011,0.11236,-0.028195,6.4736,1,0.25087,10.931,12.25,3.155
9.5991,0.11333,-0.028463,9.5996,0.11287,-0.028829,6.4884,1,0.26091,10.941,12.25,3.155
9.5976,0.11384,-0.029095,9.5981,0.11337,-0.029464,6.5032,1,0.27094,10.951,12.25,3.155
9.5961,0.11435,-0.029728,9.5966,0.11387,-0.030098,6.518,1,0.28098,10.961,12.25,3.155
9.5946,0.11485,-0.03036,9.5951,0.11438,-0.030732,6.5328,1,0.29101,10.971,12.25,3.155
9.5931,0.11529,-0.031006,9.5936,0.11481,-0.03138,6.548,1,0.30105,10.981,12.25,3.155
9.5915,0.11583,-0.031707,9.592,0.11534,-0.032083,6.5638,1,0.31108,10.991,12.25,3.155
9.5899,0.11638,-0.032415,9.5904,0.11589,-0.032793,6.5796,1,0.32112,11.001,12.25,3.155
9.5882,0.11693,-0.033123,9.5887,0.11643,-0.033503,6.5954,1,0.33115,11.011,12.25,3.155
9.5866,0.11748,-0.03383,9.5871,0.11698,-0.034213,6.6111,1,0.34119,11.021,12.25,3.155
9.585,0.11804,-0.034538,9.5855,0.11752,-0.034923,6.6269,1,0.35122,11.031,12.25,3.155
9.5834,0.11859,-0.035246,9.5839,0.11807,-0.035632,6.6427,1,0.36126,11.041,12.25,3.155
9.5818,0.11914,-0.035954,9.5823,0.11861,-0.036342,6.6585,1,0.37129,11.051,12.25,3.155
9.5802,0.11969,-0.036661,9.5807,0.11916,-0.037052,6.6743,1,0.38133,11.061,12.25,3.155
9.5786,0.12024,-0.037369,9.5791,0.1197,-0.037762,6.6901,1,0.39137,11.071,12.25,3.155
9.577,0.1208,-0.038077,9.5775,0.12025,-0.038472,6.7059,1,0.4014,11.081,12.25,3.155
9.5754,0.12135,-0.038785,9.5759,0.1208,-0.039182,6.7217,1,0.41144,11.091,12.25,3.155
9.5738,0.1219,-0.039492,9.5743,0.12134,-0.039892,6.7375,1,0.42147,11.101,12.25,3.155
9.5722,0.12244,-0.040202,9.5726,0.12188,-0.040604,6.7534,1,0.4315,11.112,12.25,3.155
