"Q","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.25611,8.9273,0.35839,0.15095,8.9299,0.35964,0.15317,12.352,1,0,12.48,12.445,5
-0.25615,8.9273,0.35837,0.15185,8.9299,0.35963,0.15407,12.353,1,0.0033751,12.48,12.445,5.0034
-0.25619,8.9272,0.35835,0.15276,8.9299,0.35962,0.15496,12.353,1,0.0067501,12.48,12.445,5.0068
-0.25624,8.9272,0.35833,0.15366,8.9299,0.35961,0.15585,12.354,1,0.010125,12.48,12.445,5.0101
-0.25628,8.9272,0.35831,0.15456,8.9299,0.3596,0.15674,12.355,1,0.0135,12.48,12.445,5.0135
-0.25633,8.9271,0.35829,0.15547,8.9298,0.35959,0.15763,12.355,1,0.016875,12.48,12.445,5.0169
-0.25637,8.9271,0.35827,0.15637,8.9298,0.35958,0.15853,12.356,1,0.02025,12.48,12.445,5.0202
-0.25642,8.927,0.35825,0.15727,8.9298,0.35957,0.15942,12.357,1,0.023625,12.48,12.445,5.0236
-0.25646,8.927,0.35823,0.15818,8.9298,0.35956,0.16031,12.357,1,0.027,12.48,12.445,5.027
-0.2565,8.927,0.35821,0.15908,8.9298,0.35955,0.1612,12.358,1,0.030375,12.48,12.445,5.0304
-0.25655,8.9269,0.35819,0.15998,8.9297,0.35954,0.1621,12.359,1,0.03375,12.48,12.445,5.0338
-0.25659,8.9269,0.35817,0.16088,8.9297,0.35952,0.16299,12.359,1,0.037125,12.48,12.445,5.0371
-0.25664,8.9268,0.35815,0.16179,8.9297,0.35951,0.16388,12.36,1,0.0405,12.48,12.445,5.0405
-0.25668,8.9268,0.35813,0.16269,8.9297,0.3595,0.16477,12.361,1,0.043875,12.48,12.445,5.0439
-0.25672,8.9268,0.35811,0.16359,8.9297,0.35949,0.16567,12.361,1,0.04725,12.48,12.445,5.0472
-0.25677,8.9267,0.35809,0.1645,8.9296,0.35948,0.16656,12.362,1,0.050625,12.48,12.445,5.0506
-0.25681,8.9267,0.35807,0.1654,8.9296,0.35947,0.16745,12.363,1,0.054,12.48,12.445,5.054
-0.25686,8.9266,0.35805,0.1663,8.9296,0.35946,0.16834,12.363,1,0.057375,12.48,12.445,5.0574
-0.2569,8.9266,0.35803,0.16721,8.9296,0.35945,0.16923,12.364,1,0.06075,12.48,12.445,5.0608
-0.25695,8.9265,0.35801,0.16811,8.9296,0.35944,0.17013,12.365,1,0.064125,12.48,12.445,5.0641
-0.25699,8.9265,0.35799,0.16901,8.9295,0.35943,0.17102,12.365,1,0.0675,12.48,12.445,5.0675
-0.25703,8.9265,0.35797,0.16992,8.9295,0.35942,0.17191,12.366,1,0.070875,12.48,12.445,5.0709
-0.25708,8.9264,0.35795,0.17082,8.9295,0.35941,0.1728,12.367,1,0.07425,12.48,12.445,5.0743
-0.25712,8.9264,0.35793,0.17172,8.9295,0.3594,0.1737,12.367,1,0.077625,12.48,12.445,5.0776
-0.25717,8.9263,0.35791,0.17262,8.9295,0.35939,0.17459,12.368,1,0.081,12.48,12.445,5.081
-0.25721,8.9263,0.35789,0.17353,8.9294,0.35938,0.17548,12.369,1,0.084375,12.48,12.445,5.0844
-0.25723,8.9264,0.35785,0.17443,8.9295,0.35935,0.17636,12.369,1,0.08775,12.48,12.445,5.0877
-0.25725,8.9265,0.35781,0.17532,8.9296,0.35932,0.17724,12.369,1,0.091125,12.48,12.445,5.0911
-0.25727,8.9266,0.35777,0.17622,8.9298,0.35929,0.17812,12.369,1,0.0945,12.48,12.445,5.0945
