"Q","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.019757,14.69,0.068141,0.23554,14.69,0.068288,0.23525,8.6509,1,0,10.68,12.055,6.845
-0.019972,14.688,0.068497,0.23639,14.688,0.068646,0.23609,8.6702,1,0.010035,10.69,12.055,6.845
-0.020187,14.687,0.068852,0.23724,14.687,0.069004,0.23693,8.6896,1,0.02007,10.7,12.055,6.845
-0.020402,14.686,0.069208,0.23808,14.686,0.069362,0.23778,8.709,1,0.030105,10.71,12.055,6.845
-0.020617,14.685,0.069563,0.23893,14.684,0.069721,0.23862,8.7284,1,0.04014,10.72,12.055,6.845
-0.020832,14.683,0.069918,0.23978,14.683,0.070079,0.23946,8.7477,1,0.050175,10.73,12.055,6.845
-0.021047,14.682,0.070274,0.24063,14.682,0.070437,0.24031,8.7671,1,0.060209,10.74,12.055,6.845
-0.021262,14.681,0.070629,0.24147,14.68,0.070795,0.24115,8.7865,1,0.070245,10.75,12.055,6.845
-0.021477,14.679,0.070985,0.24232,14.679,0.071153,0.24199,8.8059,1,0.080279,10.76,12.055,6.845
-0.021692,14.678,0.07134,0.24317,14.678,0.071512,0.24284,8.8252,1,0.090315,10.77,12.055,6.845
-0.021907,14.677,0.071695,0.24402,14.676,0.07187,0.24368,8.8446,1,0.10035,10.78,12.055,6.845
-0.022122,14.675,0.072051,0.24486,14.675,0.072228,0.24452,8.864,1,0.11038,10.79,12.055,6.845
-0.022338,14.674,0.072397,0.24571,14.674,0.072576,0.24537,8.8834,1,0.12042,10.8,12.055,6.845
-0.022558,14.673,0.072686,0.24657,14.672,0.072868,0.24623,8.9031,1,0.13046,10.81,12.055,6.845
-0.022778,14.671,0.072976,0.24743,14.671,0.073159,0.24708,8.9228,1,0.14049,10.82,12.055,6.845
-0.022998,14.67,0.073266,0.24829,14.67,0.073451,0.24794,8.9425,1,0.15053,10.831,12.055,6.845
