"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
8.7949,0.061339,0.098844,8.9009,0.05247,0.070981,1,0,10.38,11.445,5
8.7944,0.061505,0.10805,8.9004,0.052448,0.079329,1,0.03375,10.38,11.445,5.0338
8.794,0.061671,0.11726,8.9,0.052425,0.087677,1,0.0675,10.38,11.445,5.0675
8.7938,0.061847,0.12663,8.8998,0.052534,0.096607,1,0.10125,10.38,11.445,5.1013
8.794,0.062034,0.13619,8.9,0.052785,0.10616,1,0.135,10.38,11.445,5.135
8.7941,0.06222,0.14575,8.9001,0.053036,0.11572,1,0.16875,10.38,11.445,5.1687
8.7943,0.062407,0.15532,8.9003,0.053287,0.12527,1,0.2025,10.38,11.445,5.2025
8.7945,0.062594,0.16488,8.9004,0.053538,0.13483,1,0.23625,10.38,11.445,5.2362
8.7946,0.062781,0.17444,8.9005,0.053789,0.14438,1,0.27,10.38,11.445,5.27
8.7948,0.062968,0.184,8.9007,0.054039,0.15394,1,0.30375,10.38,11.445,5.3038
8.7949,0.063154,0.19356,8.9008,0.05429,0.1635,1,0.3375,10.38,11.445,5.3375
8.7951,0.063337,0.20312,8.9009,0.054539,0.17305,1,0.37125,10.38,11.445,5.3713
8.7951,0.062982,0.21279,8.9009,0.054537,0.18252,1,0.405,10.38,11.445,5.405
8.7951,0.062626,0.22246,8.9008,0.054535,0.19198,1,0.43875,10.38,11.445,5.4387
8.7952,0.062271,0.23213,8.9007,0.054533,0.20145,1,0.4725,10.38,11.445,5.4725
8.7952,0.061916,0.2418,8.9007,0.054531,0.21092,1,0.50625,10.38,11.445,5.5062
8.7952,0.06156,0.25147,8.9006,0.054529,0.22039,1,0.54,10.38,11.445,5.54
8.7953,0.061205,0.26114,8.9005,0.054527,0.22985,1,0.57375,10.38,11.445,5.5738
8.7978,0.061232,0.27155,8.9036,0.054714,0.24,1,0.6075,10.38,11.445,5.6075
8.801,0.061346,0.28212,8.9074,0.054945,0.2503,1,0.64125,10.38,11.445,5.6413
8.8041,0.06146,0.2927,8.9112,0.055176,0.26061,1,0.675,10.38,11.445,5.675
8.8073,0.061574,0.30328,8.915,0.055407,0.27091,1,0.70875,10.38,11.445,5.7087
8.8104,0.061688,0.31386,8.9187,0.055638,0.28121,1,0.7425,10.38,11.445,5.7425
8.8136,0.061802,0.32444,8.9225,0.055869,0.29152,1,0.77625,10.38,11.445,5.7762
8.8168,0.061916,0.33501,8.9263,0.0561,0.30182,1,0.81,10.38,11.445,5.81
8.8199,0.06203,0.34559,8.9301,0.056331,0.31212,1,0.84375,10.38,11.445,5.8438
8.823,0.062036,0.35617,8.9338,0.056518,0.32244,1,0.8775,10.38,11.445,5.8775
8.8259,0.061831,0.36675,8.9373,0.056619,0.33277,1,0.91125,10.38,11.445,5.9113
8.8288,0.061626,0.37733,8.9409,0.05672,0.3431,1,0.945,10.38,11.445,5.945
8.8317,0.061421,0.38791,8.9444,0.056821,0.35343,1,0.97875,10.38,11.445,5.9788
8.8346,0.061216,0.39849,8.948,0.056922,0.36376,1,1.0125,10.38,11.445,6.0125
8.8375,0.061011,0.40907,8.9515,0.057024,0.37409,1,1.0462,10.38,11.445,6.0462
