"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.5562,0.11917,0.31597,9.5567,0.11933,0.31481,6.6585,1,0.33115,11.011,12.25,6.845
9.5544,0.11975,0.31711,9.5549,0.11991,0.31594,6.6761,1,0.34119,11.021,12.25,6.845
9.5525,0.12033,0.31825,9.553,0.1205,0.31708,6.6937,1,0.35122,11.031,12.25,6.845
9.5507,0.12091,0.31939,9.5512,0.12108,0.31821,6.7113,1,0.36126,11.041,12.25,6.845
9.5488,0.12149,0.32054,9.5493,0.12167,0.31935,6.7288,1,0.37129,11.051,12.25,6.845
9.547,0.12208,0.32168,9.5475,0.12225,0.32049,6.7464,1,0.38133,11.061,12.25,6.845
9.5451,0.12266,0.32282,9.5456,0.12284,0.32162,6.764,1,0.39137,11.071,12.25,6.845
9.5433,0.12324,0.32396,9.5438,0.12342,0.32276,6.7816,1,0.4014,11.081,12.25,6.845
9.5415,0.12382,0.3251,9.542,0.12401,0.32389,6.7992,1,0.41144,11.091,12.25,6.845
9.5396,0.1244,0.32624,9.5401,0.1246,0.32503,6.8168,1,0.42147,11.101,12.25,6.845
9.5378,0.12497,0.32739,9.5383,0.12517,0.32617,6.8344,1,0.4315,11.112,12.25,6.845
9.5359,0.12548,0.32854,9.5364,0.12568,0.32732,6.8524,1,0.44154,11.122,12.25,6.845
9.534,0.12605,0.32967,9.5345,0.12626,0.32844,6.8709,1,0.45157,11.132,12.25,6.845
9.5322,0.12663,0.33079,9.5327,0.12684,0.32956,6.8893,1,0.46161,11.142,12.25,6.845
9.5304,0.1272,0.33192,9.5309,0.12742,0.33067,6.9077,1,0.47164,11.152,12.25,6.845
9.5285,0.12778,0.33305,9.529,0.128,0.33179,6.9261,1,0.48168,11.162,12.25,6.845
9.5267,0.12835,0.33417,9.5272,0.12858,0.33291,6.9446,1,0.49171,11.172,12.25,6.845
9.5249,0.12893,0.3353,9.5254,0.12916,0.33403,6.963,1,0.50175,11.182,12.25,6.845
9.5231,0.1295,0.33642,9.5235,0.12974,0.33515,6.9814,1,0.51178,11.192,12.25,6.845
9.5212,0.13008,0.33755,9.5217,0.13032,0.33627,6.9999,1,0.52182,11.202,12.25,6.845
9.5194,0.13065,0.33867,9.5199,0.1309,0.33739,7.0183,1,0.53185,11.212,12.25,6.845
9.5176,0.13123,0.3398,9.518,0.13148,0.33851,7.0367,1,0.54189,11.222,12.25,6.845
9.5157,0.1318,0.34092,9.5162,0.13206,0.33963,7.0552,1,0.55192,11.232,12.25,6.845
9.5139,0.13236,0.34205,9.5144,0.13262,0.34075,7.0737,1,0.56196,11.242,12.25,6.845
9.512,0.13289,0.34323,9.5124,0.13316,0.34193,7.0931,1,0.57199,11.252,12.25,6.845
9.5098,0.13359,0.34459,9.5103,0.13386,0.34327,7.1151,1,0.58203,11.262,12.25,6.845
9.5077,0.13428,0.34594,9.5081,0.13456,0.34461,7.1371,1,0.59206,11.272,12.25,6.845
9.5055,0.13497,0.34729,9.5059,0.13526,0.34596,7.1591,1,0.6021,11.282,12.25,6.845
9.5034,0.13567,0.34864,9.5038,0.13596,0.3473,7.1811,1,0.61213,11.292,12.25,6.845
9.5012,0.13636,0.34999,9.5016,0.13666,0.34864,7.203,1,0.62217,11.302,12.25,6.845
9.4991,0.13705,0.35134,9.4995,0.13736,0.34999,7.225,1,0.63221,11.312,12.25,6.845
9.4969,0.13775,0.35269,9.4973,0.13806,0.35133,7.247,1,0.64224,11.322,12.25,6.845
9.4948,0.13844,0.35405,9.4952,0.13876,0.35267,7.269,1,0.65228,11.332,12.25,6.845
9.4926,0.13914,0.3554,9.493,0.13946,0.35402,7.291,1,0.66231,11.342,12.25,6.845
9.4904,0.13976,0.35678,9.4908,0.14009,0.35539,7.3131,1,0.67235,11.352,12.25,6.845
9.4882,0.14051,0.35823,9.4886,0.14084,0.35683,7.3341,1,0.68238,11.362,12.25,6.845
9.486,0.14125,0.35967,9.4864,0.14159,0.35827,7.355,1,0.69241,11.372,12.25,6.845
9.4838,0.142,0.36112,9.4842,0.14234,0.3597,7.376,1,0.70245,11.382,12.25,6.845
9.4816,0.14274,0.36257,9.482,0.1431,0.36114,7.397,1,0.71248,11.392,12.25,6.845
9.4794,0.14349,0.36401,9.4798,0.14385,0.36258,7.4179,1,0.72252,11.403,12.25,6.845
9.4773,0.14423,0.36546,9.4776,0.1446,0.36401,7.4389,1,0.73255,11.413,12.25,6.845
9.4751,0.14498,0.3669,9.4754,0.14535,0.36545,7.4598,1,0.74259,11.423,12.25,6.845
9.4729,0.14572,0.36835,9.4732,0.1461,0.36689,7.4808,1,0.75262,11.433,12.25,6.845
9.4707,0.14647,0.3698,9.471,0.14686,0.36833,7.5018,1,0.76266,11.443,12.25,6.845
9.4684,0.14713,0.37126,9.4688,0.14752,0.36978,7.523,1,0.77269,11.453,12.25,6.845
9.4662,0.14792,0.3728,9.4665,0.14832,0.37131,7.5442,1,0.78273,11.463,12.25,6.845
9.464,0.14871,0.37433,9.4643,0.14913,0.37283,7.5653,1,0.79276,11.473,12.25,6.845
9.4617,0.1495,0.37586,9.462,0.14993,0.37435,7.5865,1,0.8028,11.483,12.25,6.845
9.4595,0.1503,0.3774,9.4598,0.15073,0.37588,7.6076,1,0.81283,11.493,12.25,6.845
9.4572,0.15109,0.37893,9.4575,0.15153,0.3774,7.6287,1,0.82287,11.503,12.25,6.845
9.455,0.15188,0.38046,9.4553,0.15233,0.37893,7.6499,1,0.8329,11.513,12.25,6.845
9.4527,0.15267,0.382,9.453,0.15313,0.38045,7.671,1,0.84294,11.523,12.25,6.845
9.4505,0.15347,0.38353,9.4508,0.15393,0.38197,7.6921,1,0.85297,11.533,12.25,6.845
9.4483,0.15426,0.38507,9.4485,0.15473,0.3835,7.7133,1,0.86301,11.543,12.25,6.845
9.446,0.155,0.38661,9.4463,0.15548,0.38503,7.7346,1,0.87304,11.553,12.25,6.845
9.4436,0.15579,0.38822,9.4439,0.15628,0.38663,7.7565,1,0.88308,11.563,12.25,6.845
9.4413,0.15663,0.38985,9.4415,0.15713,0.38825,7.7786,1,0.89312,11.573,12.25,6.845
9.4389,0.15748,0.39148,9.4392,0.15799,0.38987,7.8007,1,0.90315,11.583,12.25,6.845
9.4366,0.15832,0.39311,9.4368,0.15884,0.39149,7.8228,1,0.91319,11.593,12.25,6.845
9.4342,0.15916,0.39474,9.4345,0.15969,0.39311,7.8449,1,0.92322,11.603,12.25,6.845
9.4319,0.16001,0.39637,9.4321,0.16055,0.39473,7.867,1,0.93325,11.613,12.25,6.845
9.4295,0.16085,0.398,9.4297,0.1614,0.39634,7.889,1,0.94329,11.623,12.25,6.845
9.4272,0.16169,0.39963,9.4274,0.16226,0.39796,7.9111,1,0.95332,11.633,12.25,6.845
9.4248,0.16254,0.40126,9.425,0.16311,0.39958,7.9332,1,0.96336,11.643,12.25,6.845
9.4224,0.16338,0.40289,9.4226,0.16396,0.4012,7.9553,1,0.97339,11.653,12.25,6.845
9.42,0.16414,0.40456,9.4202,0.16473,0.40286,7.978,1,0.98343,11.663,12.25,6.845
9.4175,0.16504,0.4063,9.4177,0.16564,0.40459,8.0014,1,0.99346,11.673,12.25,6.845
9.415,0.16594,0.40804,9.4152,0.16656,0.40631,8.0249,1,1.0035,11.684,12.25,6.845
9.4125,0.16684,0.40977,9.4127,0.16747,0.40803,8.0483,1,1.0135,11.694,12.25,6.845
9.41,0.16774,0.41151,9.4101,0.16838,0.40976,8.0718,1,1.0236,11.704,12.25,6.845
9.4075,0.16864,0.41325,9.4076,0.16929,0.41148,8.0952,1,1.0336,11.714,12.25,6.845
9.405,0.16954,0.41498,9.4051,0.17021,0.41321,8.1187,1,1.0436,11.724,12.25,6.845
9.4025,0.17044,0.41672,9.4026,0.17112,0.41493,8.1421,1,1.0537,11.734,12.25,6.845
9.4,0.17134,0.41846,9.4001,0.17203,0.41665,8.1656,1,1.0637,11.744,12.25,6.845
9.3975,0.17224,0.42019,9.3976,0.17295,0.41838,8.189,1,1.0737,11.754,12.25,6.845
9.395,0.1731,0.42194,9.3951,0.17381,0.42011,8.2126,1,1.0838,11.764,12.25,6.845
9.3924,0.17397,0.42376,9.3925,0.1747,0.42192,8.2371,1,1.0938,11.774,12.25,6.845
9.3898,0.17493,0.42561,9.3898,0.17568,0.42376,8.262,1,1.1038,11.784,12.25,6.845
9.3871,0.17589,0.42747,9.3871,0.17665,0.4256,8.2869,1,1.1139,11.794,12.25,6.845
9.3845,0.17686,0.42932,9.3845,0.17763,0.42744,8.3118,1,1.1239,11.804,12.25,6.845
9.3818,0.17782,0.43118,9.3818,0.17861,0.42928,8.3368,1,1.134,11.814,12.25,6.845
9.3792,0.17878,0.43303,9.3792,0.17959,0.43112,8.3617,1,1.144,11.824,12.25,6.845
9.3766,0.17975,0.43489,9.3765,0.18057,0.43296,8.3866,1,1.154,11.834,12.25,6.845
9.3739,0.18071,0.43674,9.3739,0.18154,0.4348,8.4116,1,1.1641,11.844,12.25,6.845
9.3713,0.18167,0.4386,9.3712,0.18252,0.43664,8.4365,1,1.1741,11.854,12.25,6.845
9.3686,0.18263,0.44045,9.3686,0.1835,0.43848,8.4614,1,1.1841,11.864,12.25,6.845
9.366,0.18352,0.44233,9.3659,0.1844,0.44034,8.4866,1,1.1942,11.874,12.25,6.845
9.3632,0.18449,0.44429,9.3631,0.18539,0.44228,8.5127,1,1.2042,11.884,12.25,6.845
9.3604,0.18552,0.44627,9.3603,0.18644,0.44425,8.5392,1,1.2142,11.894,12.25,6.845
9.3576,0.18656,0.44826,9.3574,0.18749,0.44622,8.5657,1,1.2243,11.904,12.25,6.845
9.3548,0.18759,0.45025,9.3546,0.18854,0.44819,8.5922,1,1.2343,11.914,12.25,6.845
9.352,0.18862,0.45223,9.3518,0.18959,0.45016,8.6187,1,1.2443,11.924,12.25,6.845
9.3492,0.18965,0.45422,9.349,0.19064,0.45213,8.6452,1,1.2544,11.934,12.25,6.845
9.3464,0.19068,0.45621,9.3462,0.19169,0.4541,8.6717,1,1.2644,11.944,12.25,6.845
9.3436,0.19171,0.45819,9.3434,0.19274,0.45607,8.6981,1,1.2744,11.954,12.25,6.845
9.3408,0.19274,0.46018,9.3406,0.19379,0.45804,8.7246,1,1.2845,11.964,12.25,6.845
9.338,0.19377,0.46216,9.3378,0.19484,0.46001,8.7511,1,1.2945,11.975,12.25,6.845
9.3352,0.19472,0.46417,9.3349,0.1958,0.462,8.7778,1,1.3046,11.985,12.25,6.845
9.3323,0.19577,0.46628,9.3319,0.19688,0.46408,8.8057,1,1.3146,11.995,12.25,6.845
9.3293,0.19688,0.46841,9.329,0.19801,0.4662,8.8339,1,1.3246,12.005,12.25,6.845
9.3263,0.19798,0.47054,9.326,0.19914,0.46831,8.8621,1,1.3347,12.015,12.25,6.845
9.3234,0.19909,0.47267,9.323,0.20027,0.47042,8.8903,1,1.3447,12.025,12.25,6.845
9.3204,0.2002,0.47481,9.32,0.2014,0.47254,8.9185,1,1.3547,12.035,12.25,6.845
9.3175,0.2013,0.47694,9.317,0.20253,0.47465,8.9467,1,1.3648,12.045,12.25,6.845
9.3145,0.20241,0.47907,9.3141,0.20366,0.47676,8.9749,1,1.3748,12.055,12.25,6.845
9.3116,0.20352,0.4812,9.3111,0.20478,0.47887,9.0031,1,1.3848,12.065,12.25,6.845
9.3086,0.20462,0.48333,9.3081,0.20591,0.48099,9.0312,1,1.3949,12.075,12.25,6.845
9.3056,0.20573,0.48547,9.3051,0.20704,0.4831,9.0594,1,1.4049,12.085,12.25,6.845
9.3026,0.20676,0.48762,9.3021,0.2081,0.48523,9.0878,1,1.4149,12.095,12.25,6.845
9.2995,0.20786,0.48986,9.2989,0.20922,0.48746,9.1173,1,1.425,12.105,12.25,6.845
9.2964,0.20905,0.49216,9.2958,0.21044,0.48973,9.1474,1,1.435,12.115,12.25,6.845
9.2932,0.21024,0.49445,9.2926,0.21166,0.492,9.1775,1,1.445,12.125,12.25,6.845
9.2901,0.21143,0.49675,9.2894,0.21288,0.49427,9.2077,1,1.4551,12.135,12.25,6.845
9.287,0.21262,0.49904,9.2863,0.2141,0.49654,9.2378,1,1.4651,12.145,12.25,6.845
9.2838,0.21381,0.50134,9.2831,0.21531,0.49882,9.2679,1,1.4751,12.155,12.25,6.845
9.2807,0.215,0.50363,9.2799,0.21653,0.50109,9.298,1,1.4852,12.165,12.25,6.845
9.2776,0.21619,0.50593,9.2768,0.21775,0.50336,9.3281,1,1.4952,12.175,12.25,6.845
9.2744,0.21738,0.50822,9.2736,0.21897,0.50563,9.3582,1,1.5052,12.185,12.25,6.845
9.2713,0.21857,0.51052,9.2704,0.22019,0.5079,9.3883,1,1.5153,12.195,12.25,6.845
9.2681,0.21973,0.51282,9.2673,0.22138,0.51018,9.4185,1,1.5253,12.205,12.25,6.845
9.2648,0.22083,0.5152,9.2639,0.22251,0.51254,9.4495,1,1.5354,12.215,12.25,6.845
9.2615,0.22212,0.51767,9.2606,0.22382,0.51499,9.4818,1,1.5454,12.225,12.25,6.845
9.2582,0.2234,0.52015,9.2572,0.22514,0.51744,9.514,1,1.5554,12.235,12.25,6.845
9.2548,0.22468,0.52263,9.2538,0.22646,0.51989,9.5463,1,1.5655,12.245,12.25,6.845
9.2515,0.22596,0.5251,9.2504,0.22778,0.52234,9.5786,1,1.5755,12.255,12.25,6.845
9.2482,0.22725,0.52758,9.2471,0.2291,0.52479,9.6109,1,1.5855,12.266,12.25,6.845
9.2448,0.22853,0.53006,9.2437,0.23042,0.52724,9.6431,1,1.5956,12.276,12.25,6.845
9.2415,0.22981,0.53253,9.2403,0.23173,0.52969,9.6754,1,1.6056,12.286,12.25,6.845
9.2381,0.23109,0.53501,9.237,0.23305,0.53215,9.7077,1,1.6156,12.296,12.25,6.845
9.2348,0.23238,0.53749,9.2336,0.23437,0.5346,9.74,1,1.6257,12.306,12.25,6.845
9.2315,0.23366,0.53996,9.2302,0.23569,0.53705,9.7723,1,1.6357,12.316,12.25,6.845
9.228,0.23481,0.54247,9.2267,0.23687,0.53953,9.8047,1,1.6457,12.326,12.25,6.845
9.2245,0.23615,0.54513,9.2232,0.23825,0.54216,9.8391,1,1.6558,12.336,12.25,6.845
9.221,0.23753,0.54781,9.2196,0.23968,0.54481,9.8738,1,1.6658,12.346,12.25,6.845
9.2174,0.23892,0.55049,9.216,0.24111,0.54746,9.9086,1,1.6758,12.356,12.25,6.845
9.2138,0.2403,0.55317,9.2124,0.24254,0.55011,9.9433,1,1.6859,12.366,12.25,6.845
9.2103,0.24169,0.55585,9.2088,0.24397,0.55276,9.9781,1,1.6959,12.376,12.25,6.845
9.2067,0.24307,0.55853,9.2052,0.2454,0.55541,10.013,1,1.7059,12.386,12.25,6.845
9.2032,0.24446,0.56121,9.2016,0.24683,0.55806,10.048,1,1.716,12.396,12.25,6.845
9.1996,0.24584,0.56389,9.198,0.24826,0.56071,10.082,1,1.726,12.406,12.25,6.845
9.1961,0.24723,0.56657,9.1944,0.24969,0.56336,10.117,1,1.7361,12.416,12.25,6.845
9.1925,0.24861,0.56926,9.1908,0.25112,0.56601,10.152,1,1.7461,12.426,12.25,6.845
9.189,0.24998,0.57194,9.1872,0.25253,0.56866,10.186,1,1.7561,12.436,12.25,6.845
9.1852,0.25122,0.5747,9.1834,0.25381,0.5714,10.222,1,1.7662,12.446,12.25,6.845
9.1814,0.25272,0.57761,9.1795,0.25537,0.57427,10.259,1,1.7762,12.456,12.25,6.845
9.1776,0.25422,0.58053,9.1757,0.25692,0.57715,10.297,1,1.7862,12.466,12.25,6.845
9.1739,0.25572,0.58344,9.1718,0.25848,0.58002,10.335,1,1.7963,12.476,12.25,6.845
9.1701,0.25722,0.58635,9.168,0.26003,0.5829,10.372,1,1.8063,12.486,12.25,6.845
9.1663,0.25872,0.58926,9.1641,0.26159,0.58577,10.41,1,1.8163,12.496,12.25,6.845
9.1625,0.26022,0.59217,9.1603,0.26314,0.58865,10.447,1,1.8264,12.506,12.25,6.845
9.1587,0.26172,0.59508,9.1564,0.2647,0.59153,10.485,1,1.8364,12.516,12.25,6.845
9.1549,0.26321,0.598,9.1526,0.26625,0.5944,10.522,1,1.8464,12.526,12.25,6.845
9.1511,0.26471,0.60091,9.1487,0.26781,0.59728,10.56,1,1.8565,12.536,12.25,6.845
9.1473,0.26621,0.60382,9.1449,0.26936,0.60015,10.597,1,1.8665,12.547,12.25,6.845
9.1435,0.26765,0.60674,9.141,0.27086,0.60304,10.635,1,1.8765,12.557,12.25,6.845
9.1395,0.26906,0.60978,9.1369,0.27232,0.60604,10.674,1,1.8866,12.567,12.25,6.845
9.1354,0.27068,0.61295,9.1328,0.27401,0.60917,10.715,1,1.8966,12.577,12.25,6.845
9.1313,0.27231,0.61612,9.1286,0.27571,0.6123,10.755,1,1.9066,12.587,12.25,6.845
9.1273,0.27394,0.6193,9.1245,0.2774,0.61544,10.796,1,1.9167,12.597,12.25,6.845
9.1232,0.27556,0.62247,9.1204,0.2791,0.61857,10.837,1,1.9267,12.607,12.25,6.845
9.1192,0.27719,0.62564,9.1162,0.2808,0.6217,10.878,1,1.9368,12.617,12.25,6.845
9.1151,0.27881,0.62882,9.1121,0.28249,0.62483,10.919,1,1.9468,12.627,12.25,6.845
9.111,0.28044,0.63199,9.108,0.28419,0.62796,10.96,1,1.9568,12.637,12.25,6.845
9.107,0.28206,0.63516,9.1038,0.28589,0.63109,11,1,1.9669,12.647,12.25,6.845
9.1029,0.28369,0.63834,9.0997,0.28758,0.63422,11.041,1,1.9769,12.657,12.25,6.845
9.0989,0.28531,0.64151,9.0956,0.28928,0.63735,11.082,1,1.9869,12.667,12.25,6.845
9.0948,0.28688,0.64469,9.0914,0.29091,0.64049,11.123,1,1.997,12.677,12.25,6.845
9.0905,0.2884,0.648,9.087,0.2925,0.64376,11.165,1,2.007,12.687,12.25,6.845
9.0861,0.29017,0.65147,9.0826,0.29436,0.64719,11.21,1,2.017,12.697,12.25,6.845
9.0818,0.29193,0.65495,9.0781,0.29622,0.65061,11.254,1,2.0271,12.707,12.25,6.845
9.0774,0.2937,0.65842,9.0737,0.29807,0.65403,11.299,1,2.0371,12.717,12.25,6.845
9.0731,0.29547,0.66189,9.0692,0.29993,0.65745,11.343,1,2.0471,12.727,12.25,6.845
9.0687,0.29724,0.66536,9.0648,0.30179,0.66087,11.388,1,2.0572,12.737,12.25,6.845
9.0643,0.299,0.66883,9.0603,0.30364,0.66429,11.433,1,2.0672,12.747,12.25,6.845
9.06,0.30077,0.6723,9.0559,0.3055,0.66771,11.477,1,2.0772,12.757,12.25,6.845
9.0556,0.30254,0.67577,9.0514,0.30736,0.67113,11.522,1,2.0873,12.767,12.25,6.845
9.0513,0.30431,0.67924,9.047,0.30922,0.67455,11.567,1,2.0973,12.777,12.25,6.845
9.0469,0.30607,0.68271,9.0425,0.31107,0.67797,11.611,1,2.1073,12.787,12.25,6.845
9.0425,0.30782,0.68618,9.0381,0.31291,0.6814,11.656,1,2.1174,12.797,12.25,6.845
9.038,0.30939,0.68975,9.0334,0.31456,0.68492,11.701,1,2.1274,12.807,12.25,6.845
9.0333,0.31132,0.69356,9.0286,0.31661,0.68867,11.75,1,2.1375,12.817,12.25,6.845
9.0286,0.31325,0.69738,9.0237,0.31865,0.69243,11.799,1,2.1475,12.827,12.25,6.845
9.0239,0.31517,0.70119,9.0189,0.32069,0.69618,11.848,1,2.1575,12.838,12.25,6.845
9.0192,0.3171,0.705,9.0141,0.32273,0.69993,11.897,1,2.1676,12.848,12.25,6.845
9.0145,0.31902,0.70881,9.0093,0.32477,0.70369,11.947,1,2.1776,12.858,12.25,6.845
9.0098,0.32095,0.71262,9.0045,0.32681,0.70744,11.996,1,2.1876,12.868,12.25,6.845
9.0052,0.32288,0.71643,8.9997,0.32885,0.71119,12.045,1,2.1977,12.878,12.25,6.845
9.0005,0.3248,0.72024,8.9949,0.3309,0.71494,12.094,1,2.2077,12.888,12.25,6.845
8.9958,0.32673,0.72406,8.9901,0.33294,0.7187,12.143,1,2.2177,12.898,12.25,6.845
8.9911,0.32866,0.72787,8.9853,0.33498,0.72245,12.192,1,2.2278,12.908,12.25,6.845
8.9864,0.33058,0.73168,8.9805,0.33702,0.7262,12.241,1,2.2378,12.918,12.25,6.845
8.9816,0.3323,0.73552,8.9755,0.33883,0.72999,12.29,1,2.2478,12.928,12.25,6.845
8.9766,0.33431,0.73966,8.9703,0.34099,0.73406,12.343,1,2.2579,12.938,12.25,6.845
8.9715,0.33641,0.74386,8.9651,0.34324,0.7382,12.398,1,2.2679,12.948,12.25,6.845
8.9664,0.33852,0.74806,8.9599,0.34549,0.74233,12.452,1,2.2779,12.958,12.25,6.845
8.9614,0.34062,0.75227,8.9546,0.34775,0.74647,12.507,1,2.288,12.968,12.25,6.845
8.9563,0.34273,0.75647,8.9494,0.35,0.7506,12.561,1,2.298,12.978,12.25,6.845
8.9513,0.34483,0.76068,8.9442,0.35225,0.75474,12.616,1,2.3081,12.988,12.25,6.845
8.9462,0.34694,0.76488,8.939,0.3545,0.75887,12.67,1,2.3181,12.998,12.25,6.845
8.9411,0.34904,0.76909,8.9338,0.35676,0.76301,12.725,1,2.3281,13.008,12.25,6.845
8.9361,0.35115,0.77329,8.9286,0.35901,0.76714,12.78,1,2.3382,13.018,12.25,6.845
8.931,0.35325,0.7775,8.9233,0.36126,0.77128,12.834,1,2.3482,13.028,12.25,6.845
8.926,0.35536,0.7817,8.9181,0.36352,0.77542,12.889,1,2.3582,13.038,12.25,6.845
8.9209,0.3574,0.78591,8.9129,0.36571,0.77956,12.943,1,2.3683,13.048,12.25,6.845
8.9155,0.35931,0.79026,8.9073,0.36776,0.78384,12.998,1,2.3783,13.058,12.25,6.845
8.9101,0.36162,0.79492,8.9016,0.37026,0.78842,13.059,1,2.3883,13.068,12.25,6.845
8.9046,0.36392,0.79958,8.8959,0.37276,0.793,13.12,1,2.3984,13.078,12.25,6.845
8.8991,0.36623,0.80424,8.8903,0.37526,0.79758,13.181,1,2.4084,13.088,12.25,6.845
8.8936,0.36853,0.8089,8.8846,0.37776,0.80216,13.242,1,2.4184,13.098,12.25,6.845
8.8881,0.37084,0.81356,8.8789,0.38025,0.80674,13.303,1,2.4285,13.108,12.25,6.845
8.8827,0.37314,0.81822,8.8732,0.38275,0.81132,13.364,1,2.4385,13.119,12.25,6.845
8.8772,0.37545,0.82288,8.8675,0.38525,0.8159,13.425,1,2.4485,13.129,12.25,6.845
8.8717,0.37775,0.82754,8.8618,0.38775,0.82047,13.487,1,2.4586,13.139,12.25,6.845
8.8662,0.38006,0.8322,8.8561,0.39025,0.82505,13.548,1,2.4686,13.149,12.25,6.845
8.8607,0.38237,0.83686,8.8504,0.39275,0.82963,13.609,1,2.4786,13.159,12.25,6.845
8.8553,0.38467,0.84152,8.8447,0.39525,0.83421,13.67,1,2.4887,13.169,12.25,6.845
8.8497,0.38682,0.84619,8.8389,0.39758,0.83881,13.73,1,2.4987,13.179,12.25,6.845
8.8438,0.38905,0.85113,8.8328,0.40002,0.84367,13.794,1,2.5087,13.189,12.25,6.845
8.8379,0.39159,0.85632,8.8266,0.40281,0.84877,13.863,1,2.5188,13.199,12.25,6.845
8.8319,0.39412,0.86152,8.8203,0.40559,0.85387,13.932,1,2.5288,13.209,12.25,6.845
8.826,0.39665,0.86671,8.8141,0.40838,0.85897,14.001,1,2.5389,13.219,12.25,6.845
8.82,0.39919,0.87191,8.8079,0.41117,0.86407,14.07,1,2.5489,13.229,12.25,6.845
8.814,0.40172,0.8771,8.8016,0.41396,0.86917,14.139,1,2.5589,13.239,12.25,6.845
8.8081,0.40425,0.8823,8.7954,0.41674,0.87427,14.208,1,2.569,13.249,12.25,6.845
8.8021,0.40679,0.88749,8.7892,0.41953,0.87936,14.277,1,2.579,13.259,12.25,6.845
8.7962,0.40932,0.89269,8.7829,0.42232,0.88446,14.346,1,2.589,13.269,12.25,6.845
8.7902,0.41185,0.89788,8.7767,0.42511,0.88956,14.415,1,2.5991,13.279,12.25,6.845
