"Q","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.029948,9.5983,0.084366,0.28835,9.5987,0.084478,0.28735,6.2852,1,0,10.68,12.055,6.845
-0.03026,9.5966,0.084787,0.28935,9.5971,0.084901,0.28835,6.3011,1,0.010035,10.69,12.055,6.845
-0.030572,9.595,0.085209,0.29035,9.5954,0.085324,0.28935,6.3169,1,0.02007,10.7,12.055,6.845
-0.030884,9.5933,0.08563,0.29136,9.5938,0.085748,0.29035,6.3328,1,0.030105,10.71,12.055,6.845
-0.031196,9.5917,0.086051,0.29236,9.5921,0.086171,0.29134,6.3486,1,0.04014,10.72,12.055,6.845
-0.031508,9.59,0.086472,0.29337,9.5904,0.086594,0.29234,6.3645,1,0.050175,10.73,12.055,6.845
-0.031821,9.5883,0.086894,0.29437,9.5888,0.087017,0.29334,6.3803,1,0.060209,10.74,12.055,6.845
-0.032133,9.5867,0.087315,0.29537,9.5871,0.087441,0.29434,6.3961,1,0.070245,10.75,12.055,6.845
-0.032445,9.585,0.087736,0.29638,9.5855,0.087864,0.29534,6.412,1,0.080279,10.76,12.055,6.845
-0.032757,9.5834,0.088157,0.29738,9.5838,0.088287,0.29634,6.4278,1,0.090315,10.77,12.055,6.845
-0.033069,9.5817,0.088579,0.29838,9.5821,0.08871,0.29734,6.4437,1,0.10035,10.78,12.055,6.845
-0.033381,9.58,0.089,0.29939,9.5805,0.089134,0.29834,6.4595,1,0.11038,10.79,12.055,6.845
-0.033695,9.5784,0.089409,0.30039,9.5788,0.089545,0.29934,6.4754,1,0.12042,10.8,12.055,6.845
-0.034013,9.5767,0.089752,0.30141,9.5771,0.089889,0.30035,6.4915,1,0.13046,10.81,12.055,6.845
-0.034332,9.575,0.090094,0.30242,9.5754,0.090233,0.30136,6.5076,1,0.14049,10.82,12.055,6.845
-0.03465,9.5733,0.090437,0.30344,9.5737,0.090576,0.30238,6.5237,1,0.15053,10.831,12.055,6.845
-0.035005,9.5715,0.090845,0.30449,9.572,0.090986,0.30343,6.5403,1,0.16056,10.841,12.055,6.845
-0.035389,9.5698,0.091304,0.30558,9.5702,0.091448,0.30451,6.5573,1,0.1706,10.851,12.055,6.845
-0.035772,9.568,0.091763,0.30667,9.5684,0.09191,0.30559,6.5742,1,0.18063,10.861,12.055,6.845
-0.036155,9.5662,0.092222,0.30775,9.5666,0.092372,0.30667,6.5912,1,0.19066,10.871,12.055,6.845
-0.036538,9.5644,0.092681,0.30884,9.5649,0.092833,0.30775,6.6082,1,0.2007,10.881,12.055,6.845
-0.036922,9.5627,0.09314,0.30993,9.5631,0.093295,0.30883,6.6252,1,0.21073,10.891,12.055,6.845
-0.037305,9.5609,0.0936,0.31101,9.5613,0.093757,0.30991,6.6422,1,0.22077,10.901,12.055,6.845
-0.037688,9.5591,0.094059,0.3121,9.5595,0.094219,0.31099,6.6591,1,0.2308,10.911,12.055,6.845
-0.038071,9.5573,0.094518,0.31318,9.5578,0.09468,0.31208,6.6761,1,0.24084,10.921,12.055,6.845
-0.038455,9.5556,0.094977,0.31427,9.556,0.095142,0.31316,6.6931,1,0.25087,10.931,12.055,6.845
-0.038838,9.5538,0.095436,0.31536,9.5542,0.095604,0.31424,6.7101,1,0.26091,10.941,12.055,6.845
-0.039223,9.552,0.095873,0.31645,9.5524,0.096043,0.31532,6.7271,1,0.27094,10.951,12.055,6.845
-0.039615,9.5502,0.096246,0.31755,9.5506,0.096418,0.31642,6.7444,1,0.28098,10.961,12.055,6.845
-0.040007,9.5484,0.09662,0.31865,9.5488,0.096793,0.31751,6.7616,1,0.29101,10.971,12.055,6.845
-0.040399,9.5465,0.096993,0.31975,9.5469,0.097168,0.31861,6.7789,1,0.30105,10.981,12.055,6.845
-0.040768,9.5446,0.097479,0.32091,9.545,0.097657,0.31977,6.7969,1,0.31108,10.991,12.055,6.845
-0.041135,9.5427,0.097977,0.32208,9.5431,0.098158,0.32094,6.815,1,0.32112,11.001,12.055,6.845
-0.041502,9.5408,0.098476,0.32326,9.5412,0.09866,0.3221,6.8332,1,0.33115,11.011,12.055,6.845
-0.041868,9.5389,0.098974,0.32443,9.5393,0.099162,0.32327,6.8513,1,0.34119,11.021,12.055,6.845
