"nut","k","p","omega","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.016434,0.21126,-16.604,11.529,2.7764,-0.061814,1.3854,3.5187,0.017849,1.3138,1,4.7165,9.3965,11.445,6.845
0.015663,0.20051,-17.159,11.363,2.7746,-0.056061,1.2796,3.5262,0.024568,1.198,1,4.8168,9.4968,11.445,6.845
0.014892,0.18977,-17.714,11.197,2.7728,-0.050308,1.1739,3.5336,0.031287,1.0822,1,4.9172,9.5971,11.445,6.845
0.014121,0.17902,-18.269,11.031,2.771,-0.044556,1.0681,3.5411,0.038007,0.96643,1,5.0175,9.6975,11.445,6.845
0.013351,0.16828,-18.824,10.865,2.7692,-0.038803,0.96237,3.5485,0.044726,0.85063,1,5.1178,9.7978,11.445,6.845
0.01258,0.15753,-19.379,10.699,2.7674,-0.03305,0.85661,3.556,0.051445,0.73483,1,5.2182,9.8982,11.445,6.845
0.011809,0.14679,-19.934,10.533,2.7656,-0.027297,0.75086,3.5635,0.058164,0.61903,1,5.3186,9.9986,11.445,6.845
0.011164,0.1379,-20.238,10.399,2.74,-0.020797,0.65983,3.5537,0.065492,0.51745,1,5.4189,10.099,11.445,6.845
0.011107,0.1377,-19.369,10.413,2.6032,-0.010805,0.63759,3.4632,0.075668,0.48231,1,5.5193,10.199,11.445,6.845
0.01105,0.1375,-18.501,10.427,2.4664,-0.00081399,0.61535,3.3728,0.085844,0.44717,1,5.6196,10.3,11.445,6.845
0.010993,0.13729,-17.632,10.442,2.3296,0.0091776,0.59311,3.2823,0.09602,0.41203,1,5.72,10.4,11.445,6.845
0.010935,0.13709,-16.764,10.456,2.1929,0.019169,0.57087,3.1919,0.1062,0.37689,1,5.8203,10.5,11.445,6.845
0.010878,0.13689,-15.895,10.471,2.0561,0.029161,0.54864,3.1014,0.11637,0.34175,1,5.9207,10.601,11.445,6.845
0.010821,0.13669,-15.027,10.485,1.9193,0.039152,0.5264,3.011,0.12655,0.3066,1,6.021,10.701,11.445,6.845
0.010644,0.13459,-14.645,10.466,1.8597,0.048031,0.49618,2.9978,0.13449,0.26559,1,6.1213,10.801,11.445,6.845
0.010343,0.13053,-14.763,10.412,1.8791,0.055772,0.45777,3.0639,0.14014,0.21856,1,6.2217,10.902,11.445,6.845
0.010043,0.12648,-14.88,10.358,1.8985,0.063512,0.41937,3.1299,0.14579,0.17154,1,6.3221,11.002,11.445,6.845
0.0097425,0.12243,-14.997,10.305,1.9179,0.071252,0.38097,3.196,0.15144,0.12451,1,6.4224,11.102,11.445,6.845
0.0094421,0.11838,-15.115,10.251,1.9374,0.078993,0.34257,3.262,0.15709,0.077482,1,6.5228,11.203,11.445,6.845
0.0091417,0.11433,-15.232,10.198,1.9568,0.086733,0.30417,3.328,0.16274,0.030455,1,6.6231,11.303,11.445,6.845
0.0088183,0.11079,-15.147,10.164,1.9486,0.094726,0.27567,3.3758,0.16652,-0.0077419,1,6.7235,11.403,11.445,6.845
0.0084641,0.10796,-14.788,10.157,1.9032,0.10306,0.26049,3.3991,0.16777,-0.034046,1,6.8238,11.504,11.445,6.845
0.0081099,0.10512,-14.429,10.151,1.8579,0.1114,0.24531,3.4223,0.16901,-0.06035,1,6.9241,11.604,11.445,6.845
0.0077556,0.10228,-14.07,10.144,1.8125,0.11973,0.23013,3.4455,0.17026,-0.086654,1,7.0245,11.705,11.445,6.845
0.0074014,0.099444,-13.712,10.138,1.7671,0.12806,0.21495,3.4688,0.1715,-0.11296,1,7.1248,11.805,11.445,6.845
0.0070472,0.096607,-13.353,10.131,1.7217,0.1364,0.19977,3.492,0.17275,-0.13926,1,7.2252,11.905,11.445,6.845
0.0068503,0.094746,-13.197,10.092,1.7367,0.14732,0.19101,3.5571,0.17214,-0.16333,1,7.3256,12.006,11.445,6.845
0.0066677,0.092974,-13.061,10.049,1.7573,0.15847,0.18283,3.6261,0.17136,-0.1872,1,7.4259,12.106,11.445,6.845
0.0064852,0.091202,-12.924,10.006,1.7778,0.16963,0.17465,3.695,0.17058,-0.21106,1,7.5263,12.206,11.445,6.845
0.0063027,0.08943,-12.787,9.9634,1.7983,0.18078,0.16647,3.764,0.16979,-0.23493,1,7.6266,12.307,11.445,6.845
0.0061202,0.087659,-12.651,9.9207,1.8189,0.19194,0.15829,3.8329,0.16901,-0.25879,1,7.727,12.407,11.445,6.845
0.0060909,0.08672,-12.448,9.8596,1.8229,0.20152,0.1697,3.9008,0.16487,-0.27903,1,7.8273,12.507,11.445,6.845
0.0060764,0.085862,-12.238,9.7968,1.8253,0.21095,0.18298,3.9685,0.1604,-0.29892,1,7.9276,12.608,11.445,6.845
0.0060618,0.085003,-12.029,9.7339,1.8277,0.22038,0.19626,4.0363,0.15594,-0.31881,1,8.028,12.708,11.445,6.845
0.0060472,0.084144,-11.82,9.6711,1.8301,0.2298,0.20954,4.104,0.15147,-0.3387,1,8.1283,12.808,11.445,6.845
0.0060043,0.082936,-11.638,9.6093,1.8396,0.24076,0.2313,4.1758,0.14637,-0.35841,1,8.2287,12.909,11.445,6.845
0.0059131,0.081131,-11.504,9.5492,1.8612,0.25432,0.26753,4.2547,0.1402,-0.37784,1,8.3291,13.009,11.445,6.845
0.005822,0.079326,-11.37,9.4891,1.8829,0.26789,0.30375,4.3335,0.13402,-0.39727,1,8.4294,13.109,11.445,6.845
0.0057308,0.077521,-11.236,9.429,1.9045,0.28145,0.33998,4.4123,0.12784,-0.4167,1,8.5298,13.21,11.445,6.845
0.0056237,0.075649,-11.11,9.3811,1.9259,0.29542,0.38048,4.4922,0.12118,-0.43668,1,8.6301,13.31,11.445,6.845
0.0054672,0.073567,-11.008,9.3712,1.947,0.31064,0.43421,4.5755,0.11304,-0.4584,1,8.7304,13.41,11.445,6.845
0.0053108,0.071485,-10.907,9.3612,1.9681,0.32586,0.48795,4.6588,0.1049,-0.48013,1,8.8308,13.511,11.445,6.845
0.0051543,0.069403,-10.805,9.3513,1.9892,0.34108,0.54168,4.7422,0.096756,-0.50185,1,8.9312,13.611,11.445,6.845
0.0050231,0.067683,-10.742,9.3699,2.0157,0.35565,0.59475,4.8271,0.087782,-0.52556,1,9.0315,13.712,11.445,6.845
0.0049172,0.066329,-10.718,9.4173,2.0479,0.36957,0.64716,4.9138,0.077968,-0.55127,1,9.1318,13.812,11.445,6.845
0.0048114,0.064975,-10.694,9.4648,2.08,0.38348,0.69956,5.0005,0.068154,-0.57698,1,9.2322,13.912,11.445,6.845
0.004715,0.063735,-10.68,9.5164,2.1139,0.39647,0.74849,5.0872,0.058214,-0.60307,1,9.3326,14.013,11.445,6.845
0.0047078,0.063578,-10.756,9.6076,2.1643,0.40068,0.76469,5.1748,0.047081,-0.63271,1,9.4329,14.113,11.445,6.845
0.0047007,0.06342,-10.832,9.6988,2.2147,0.40489,0.7809,5.2624,0.035949,-0.66236,1,9.5333,14.213,11.445,6.845
0.0046959,0.063284,-10.909,9.7904,2.2653,0.40896,0.79662,5.35,0.024815,-0.69201,1,9.6336,14.314,11.445,6.845
0.0050424,0.066417,-11.073,9.9373,2.3454,0.39294,0.74314,5.439,0.013329,-0.72264,1,9.7339,14.414,11.445,6.845
0.0053888,0.06955,-11.236,10.084,2.4256,0.37693,0.68967,5.5281,0.0018436,-0.75328,1,9.8343,14.514,11.445,6.845
0.0057475,0.072864,-11.407,10.233,2.5067,0.35832,0.62869,5.614,-0.0091073,-0.78244,1,9.9347,14.615,11.445,6.845
0.0061546,0.076892,-11.606,10.388,2.5914,0.32945,0.53808,5.6879,-0.017944,-0.80571,1,10.035,14.715,11.445,6.845
