"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.051,0.32118,0.13671,9.0917,0.312,0.11911,1,0,12.48,12.445,5
9.051,0.3212,0.14477,9.0915,0.31192,0.12693,1,0.03375,12.48,12.445,5.0338
9.051,0.32123,0.15283,9.0913,0.31183,0.13475,1,0.0675,12.48,12.445,5.0675
9.0516,0.32114,0.16079,9.0917,0.31165,0.14252,1,0.10125,12.48,12.445,5.1013
9.0529,0.32099,0.16876,9.0926,0.3114,0.15035,1,0.135,12.48,12.445,5.135
9.0541,0.32085,0.17675,9.0936,0.31115,0.15818,1,0.16875,12.48,12.445,5.1687
9.0553,0.32071,0.18474,9.0946,0.3109,0.16602,1,0.2025,12.48,12.445,5.2025
9.0565,0.32057,0.19273,9.0956,0.31065,0.17386,1,0.23625,12.48,12.445,5.2362
9.0577,0.32043,0.20071,9.0965,0.3104,0.1817,1,0.27,12.48,12.445,5.27
9.059,0.32029,0.2087,9.0975,0.31016,0.18954,1,0.30375,12.48,12.445,5.3038
9.0604,0.32011,0.21664,9.0987,0.30987,0.19734,1,0.3375,12.48,12.445,5.3375
9.0627,0.31973,0.22439,9.1008,0.3094,0.20502,1,0.37125,12.48,12.445,5.3713
9.0651,0.31941,0.2322,9.103,0.30898,0.21275,1,0.405,12.48,12.445,5.405
9.0675,0.31909,0.24002,9.1052,0.30855,0.22049,1,0.43875,12.48,12.445,5.4387
9.0698,0.31876,0.24783,9.1073,0.30812,0.22822,1,0.4725,12.48,12.445,5.4725
9.0722,0.31844,0.25565,9.1095,0.3077,0.23596,1,0.50625,12.48,12.445,5.5062
9.0746,0.31811,0.26346,9.1117,0.30727,0.24369,1,0.54,12.48,12.445,5.54
9.077,0.31779,0.27128,9.1139,0.30684,0.25143,1,0.57375,12.48,12.445,5.5738
9.0803,0.3172,0.27877,9.117,0.30617,0.25887,1,0.6075,12.48,12.445,5.6075
9.0837,0.31667,0.28631,9.1203,0.30555,0.26637,1,0.64125,12.48,12.445,5.6413
9.0872,0.31613,0.29385,9.1237,0.30492,0.27386,1,0.675,12.48,12.445,5.675
9.0907,0.31559,0.30139,9.1271,0.30429,0.28136,1,0.70875,12.48,12.445,5.7087
9.0942,0.31505,0.30893,9.1304,0.30366,0.28885,1,0.7425,12.48,12.445,5.7425
9.0977,0.31451,0.31647,9.1338,0.30303,0.29635,1,0.77625,12.48,12.445,5.7762
9.1012,0.31397,0.32401,9.1372,0.3024,0.30384,1,0.81,12.48,12.445,5.81
9.1053,0.31323,0.33127,9.1411,0.30158,0.31106,1,0.84375,12.48,12.445,5.8438
9.1099,0.31243,0.33839,9.1456,0.30071,0.31814,1,0.8775,12.48,12.445,5.8775
9.1145,0.31164,0.34553,9.1501,0.29985,0.32523,1,0.91125,12.48,12.445,5.9113
9.1191,0.31085,0.35267,9.1547,0.29899,0.33233,1,0.945,12.48,12.445,5.945
9.1237,0.31007,0.35981,9.1592,0.29813,0.33942,1,0.97875,12.48,12.445,5.9788
9.1283,0.30928,0.36696,9.1638,0.29727,0.34652,1,1.0125,12.48,12.445,6.0125
9.1329,0.30849,0.3741,9.1683,0.29641,0.35361,1,1.0462,12.48,12.445,6.0462
9.1377,0.30763,0.38113,9.173,0.29548,0.3606,1,1.08,12.48,12.445,6.08
9.1434,0.30648,0.38763,9.1786,0.29428,0.36702,1,1.1137,12.48,12.445,6.1137
9.149,0.30541,0.39423,9.1843,0.29317,0.37354,1,1.1475,12.48,12.445,6.1475
9.1547,0.30434,0.40082,9.19,0.29205,0.38005,1,1.1813,12.48,12.445,6.1813
9.1604,0.30328,0.40742,9.1956,0.29093,0.38657,1,1.215,12.48,12.445,6.215
9.1661,0.30221,0.41402,9.2013,0.28982,0.39308,1,1.2488,12.48,12.445,6.2488
9.1718,0.30114,0.42061,9.207,0.2887,0.39959,1,1.2825,12.48,12.445,6.2825
9.1775,0.30008,0.42721,9.2126,0.28759,0.40611,1,1.3162,12.48,12.445,6.3162
9.1839,0.29863,0.43309,9.219,0.28612,0.41188,1,1.35,12.48,12.445,6.35
9.1906,0.29727,0.43896,9.2257,0.28473,0.41762,1,1.3837,12.48,12.445,6.3837
9.1973,0.29591,0.44484,9.2324,0.28334,0.42336,1,1.4175,12.48,12.445,6.4175
9.204,0.29454,0.45071,9.2391,0.28195,0.4291,1,1.4513,12.48,12.445,6.4513
