"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
8.424,0.4301,0.15766,8.4809,0.42269,0.12454,1,0,13.38,12.25,5
8.425,0.43068,0.17132,8.4805,0.42254,0.13766,1,0.03375,13.38,12.25,5.0338
8.4261,0.43125,0.18497,8.4801,0.42238,0.15077,1,0.0675,13.38,12.25,5.0675
8.4277,0.43201,0.19825,8.4804,0.42236,0.16387,1,0.10125,13.38,12.25,5.1013
8.4302,0.43287,0.21138,8.4815,0.42248,0.17716,1,0.135,13.38,12.25,5.135
8.4327,0.43374,0.22451,8.4826,0.42259,0.19045,1,0.16875,13.38,12.25,5.1687
8.4352,0.4346,0.23765,8.4837,0.42271,0.20374,1,0.2025,13.38,12.25,5.2025
8.4378,0.43547,0.25078,8.4848,0.42283,0.21703,1,0.23625,13.38,12.25,5.2362
8.4403,0.43633,0.26391,8.4859,0.42295,0.23032,1,0.27,13.38,12.25,5.27
8.4428,0.43719,0.27704,8.487,0.42307,0.24361,1,0.30375,13.38,12.25,5.3038
8.4452,0.43813,0.29006,8.4883,0.42323,0.25685,1,0.3375,13.38,12.25,5.3375
8.449,0.43909,0.30294,8.4911,0.42352,0.2704,1,0.37125,13.38,12.25,5.3713
8.4527,0.44005,0.31582,8.4939,0.4238,0.28394,1,0.405,13.38,12.25,5.405
8.4564,0.44101,0.3287,8.4967,0.42409,0.29749,1,0.43875,13.38,12.25,5.4387
8.4601,0.44197,0.34158,8.4995,0.42437,0.31104,1,0.4725,13.38,12.25,5.4725
8.4639,0.44293,0.35446,8.5023,0.42466,0.32459,1,0.50625,13.38,12.25,5.5062
8.4676,0.44389,0.36733,8.5052,0.42494,0.33814,1,0.54,13.38,12.25,5.54
8.4711,0.44489,0.38021,8.5078,0.42525,0.35165,1,0.57375,13.38,12.25,5.5738
8.4758,0.44577,0.39319,8.5123,0.42556,0.36538,1,0.6075,13.38,12.25,5.6075
8.4809,0.4466,0.40618,8.5171,0.42586,0.37917,1,0.64125,13.38,12.25,5.6413
8.4861,0.44743,0.41917,8.522,0.42616,0.39296,1,0.675,13.38,12.25,5.675
8.4912,0.44825,0.43217,8.5268,0.42645,0.40675,1,0.70875,13.38,12.25,5.7087
8.4963,0.44908,0.44516,8.5317,0.42675,0.42054,1,0.7425,13.38,12.25,5.7425
8.5014,0.44991,0.45816,8.5365,0.42705,0.43432,1,0.77625,13.38,12.25,5.7762
8.5065,0.45074,0.47115,8.5414,0.42735,0.44811,1,0.81,13.38,12.25,5.81
8.5122,0.45147,0.48433,8.5472,0.42761,0.46193,1,0.84375,13.38,12.25,5.8438
8.5192,0.45191,0.49753,8.5545,0.4277,0.47572,1,0.8775,13.38,12.25,5.8775
8.5262,0.45236,0.51073,8.5618,0.42778,0.48952,1,0.91125,13.38,12.25,5.9113
8.5332,0.4528,0.52392,8.569,0.42787,0.50331,1,0.945,13.38,12.25,5.945
8.5402,0.45324,0.53712,8.5763,0.42796,0.51711,1,0.97875,13.38,12.25,5.9788
8.5472,0.45368,0.55032,8.5836,0.42805,0.53091,1,1.0125,13.38,12.25,6.0125
8.5542,0.45412,0.56352,8.5909,0.42813,0.5447,1,1.0462,13.38,12.25,6.0462
8.5613,0.45459,0.57688,8.5984,0.42826,0.55853,1,1.08,13.38,12.25,6.08
8.5707,0.45439,0.58997,8.6085,0.42788,0.57185,1,1.1137,13.38,12.25,6.1137
8.5802,0.45419,0.60307,8.6186,0.42751,0.58516,1,1.1475,13.38,12.25,6.1475
8.5897,0.45399,0.61616,8.6287,0.42713,0.59847,1,1.1813,13.38,12.25,6.1813
8.5992,0.45379,0.62925,8.6388,0.42675,0.61178,1,1.215,13.38,12.25,6.215
8.6087,0.45359,0.64235,8.6489,0.42637,0.62509,1,1.2488,13.38,12.25,6.2488
8.6182,0.45338,0.65544,8.659,0.42599,0.6384,1,1.2825,13.38,12.25,6.2825
8.6275,0.45329,0.66871,8.6689,0.42572,0.65185,1,1.3162,13.38,12.25,6.3162
8.6393,0.45243,0.68124,8.6814,0.42481,0.66423,1,1.35,13.38,12.25,6.35
8.6516,0.45135,0.69352,8.6944,0.42372,0.67632,1,1.3837,13.38,12.25,6.3837
8.664,0.45026,0.70581,8.7075,0.42262,0.6884,1,1.4175,13.38,12.25,6.4175
8.6764,0.44918,0.7181,8.7205,0.42152,0.70049,1,1.4513,13.38,12.25,6.4513
8.6887,0.4481,0.73038,8.7336,0.42042,0.71258,1,1.485,13.38,12.25,6.485
8.7011,0.44701,0.74267,8.7466,0.41932,0.72467,1,1.5188,13.38,12.25,6.5188
8.7135,0.44594,0.75497,8.7597,0.41823,0.73677,1,1.5525,13.38,12.25,6.5525
8.7271,0.44456,0.76672,8.7739,0.41691,0.74811,1,1.5862,13.38,12.25,6.5862
8.7423,0.44242,0.77723,8.7897,0.41489,0.75808,1,1.62,13.38,12.25,6.62
8.7576,0.44028,0.78774,8.8055,0.41287,0.76805,1,1.6537,13.38,12.25,6.6537
8.7729,0.43814,0.79824,8.8213,0.41085,0.77803,1,1.6875,13.38,12.25,6.6875
8.7881,0.436,0.80875,8.8371,0.40883,0.788,1,1.7213,13.38,12.25,6.7213
8.8034,0.43386,0.81925,8.8528,0.40682,0.79798,1,1.755,13.38,12.25,6.755
8.8186,0.43171,0.82976,8.8686,0.4048,0.80795,1,1.7888,13.38,12.25,6.7888
8.8342,0.42969,0.84024,8.8847,0.40293,0.81782,1,1.8225,13.38,12.25,6.8225
8.8518,0.42645,0.84797,8.9025,0.39992,0.82484,1,1.8562,13.38,12.25,6.8562
8.8693,0.4232,0.85571,8.9203,0.3969,0.83186,1,1.89,13.38,12.25,6.89
8.8869,0.41995,0.86344,8.9381,0.39388,0.83887,1,1.9237,13.38,12.25,6.9237
8.9045,0.4167,0.87117,8.956,0.39086,0.84589,1,1.9575,13.38,12.25,6.9575
8.922,0.41345,0.87891,8.9738,0.38785,0.85291,1,1.9913,13.38,12.25,6.9913
8.9396,0.4102,0.88664,8.9916,0.38483,0.85992,1,2.025,13.38,12.25,7.025
8.9573,0.40717,0.89462,9.0095,0.38205,0.86716,1,2.0588,13.38,12.25,7.0588
8.9758,0.40327,0.89969,9.028,0.37845,0.87149,1,2.0925,13.38,12.25,7.0925
8.9945,0.39907,0.904,9.0467,0.37456,0.87507,1,2.1262,13.38,12.25,7.1262
