"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
4.5152,0.24256,-0.59036,4.6045,0.24856,-0.60425,1,0,16.53,12.445,5
4.5299,0.26117,-0.58689,4.6165,0.26856,-0.6005,1,0.03375,16.53,12.445,5.0338
4.5445,0.27977,-0.58342,4.6285,0.28857,-0.59676,1,0.0675,16.53,12.445,5.0675
4.5491,0.29649,-0.57647,4.6306,0.30644,-0.58989,1,0.10125,16.53,12.445,5.1013
4.5412,0.31562,-0.56443,4.6204,0.3267,-0.57818,1,0.135,16.53,12.445,5.135
4.5331,0.33533,-0.55222,4.61,0.34757,-0.56629,1,0.16875,16.53,12.445,5.1687
4.525,0.35504,-0.54001,4.5996,0.36844,-0.5544,1,0.2025,16.53,12.445,5.2025
4.517,0.37475,-0.5278,4.5892,0.38931,-0.5425,1,0.23625,16.53,12.445,5.2362
4.5089,0.39446,-0.51559,4.5788,0.41018,-0.53061,1,0.27,16.53,12.445,5.27
4.5008,0.41417,-0.50337,4.5684,0.43105,-0.51871,1,0.30375,16.53,12.445,5.3038
4.4895,0.43254,-0.49059,4.5551,0.45048,-0.50634,1,0.3375,16.53,12.445,5.3375
4.4566,0.44472,-0.4725,4.521,0.46329,-0.48903,1,0.37125,16.53,12.445,5.3713
4.4206,0.45816,-0.45278,4.484,0.47743,-0.46998,1,0.405,16.53,12.445,5.405
4.3847,0.47159,-0.43305,4.447,0.49157,-0.45093,1,0.43875,16.53,12.445,5.4387
4.3488,0.48503,-0.41333,4.4099,0.50571,-0.43188,1,0.4725,16.53,12.445,5.4725
4.3129,0.49846,-0.39361,4.3729,0.51985,-0.41282,1,0.50625,16.53,12.445,5.5062
4.277,0.5119,-0.37389,4.3359,0.53399,-0.39377,1,0.54,16.53,12.445,5.54
4.2411,0.52534,-0.35417,4.2989,0.54813,-0.37472,1,0.57375,16.53,12.445,5.5738
4.1927,0.53284,-0.33567,4.2512,0.55577,-0.35708,1,0.6075,16.53,12.445,5.6075
4.1323,0.53888,-0.31523,4.192,0.56194,-0.33732,1,0.64125,16.53,12.445,5.6413
4.072,0.54493,-0.29479,4.1329,0.56811,-0.31756,1,0.675,16.53,12.445,5.675
