z/D-0.56_X,z/D-0.56_Y,z/D-0.36_X,z/D-0.36_Y,z/D0.34_X,z/D0.34_Y,z/D1.04_X,z/D1.04_Y
0.954687361,0.899058748,0.925809055,0.900284755,0.269558097,0.8994572,0.146874193,0.900563525
0.954687361,0.851140843,0.919965088,0.851097057,0.242880766,0.850243231,0.179223266,0.850162957
0.958101207,0.800703786,0.907175207,0.800639567,0.254396476,0.799816391,0.215044567,0.799766767
0.955729467,0.751520468,0.892071967,0.751440193,0.292534055,0.750684156,0.242764004,0.74936036
0.944096995,0.701064437,0.903586217,0.699752317,0.338770578,0.699040066,0.285531219,0.700233963
0.940566386,0.650618623,0.901214477,0.650568999,0.352604025,0.651138216,0.314408065,0.649829016
0.94629651,0.601445521,0.884952368,0.60010713,0.359490098,0.600705538,0.328241512,0.601927166
0.94392331,0.551001166,0.875634714,0.549654018,0.339755762,0.55023929,0.361746535,0.550267021
