"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.2115,0.0006019,0.091133,9.2892,0.00030064,0.067904,1,0,9.48,11.25,5
9.2113,0.00060817,0.097828,9.289,0.00030131,0.074156,1,0.03375,9.48,11.25,5.0338
9.211,0.00061444,0.10452,9.2887,0.00030197,0.080409,1,0.0675,9.48,11.25,5.0675
9.2112,0.00060149,0.11125,9.2889,0.00030095,0.086671,1,0.10125,9.48,11.25,5.1013
9.2119,0.00056785,0.11801,9.2896,0.00029809,0.092944,1,0.135,9.48,11.25,5.135
9.2125,0.00053422,0.12477,9.2902,0.00029524,0.099216,1,0.16875,9.48,11.25,5.1687
9.2132,0.00050058,0.13154,9.2909,0.00029239,0.10549,1,0.2025,9.48,11.25,5.2025
9.2139,0.00046694,0.1383,9.2915,0.00028953,0.11176,1,0.23625,9.48,11.25,5.2362
9.2146,0.00043331,0.14506,9.2922,0.00028668,0.11803,1,0.27,9.48,11.25,5.27
9.2152,0.00039967,0.15182,9.2928,0.00028383,0.12431,1,0.30375,9.48,11.25,5.3038
9.2161,0.00036129,0.15858,9.2936,0.00028066,0.13057,1,0.3375,9.48,11.25,5.3375
9.2177,0.00029569,0.16532,9.2952,0.00027569,0.13679,1,0.37125,9.48,11.25,5.3713
9.2194,0.00023009,0.17207,9.2968,0.00027072,0.14302,1,0.405,9.48,11.25,5.405
9.2211,0.00016449,0.17881,9.2984,0.00026575,0.14924,1,0.43875,9.48,11.25,5.4387
9.2228,9.889e-05,0.18555,9.3,0.00026078,0.15546,1,0.4725,9.48,11.25,5.4725
9.2244,3.3288e-05,0.19229,9.3016,0.00025582,0.16168,1,0.50625,9.48,11.25,5.5062
9.2261,-3.2313e-05,0.19904,9.3031,0.00025085,0.16791,1,0.54,9.48,11.25,5.54
9.2278,-9.7915e-05,0.20578,9.3047,0.00024588,0.17413,1,0.57375,9.48,11.25,5.5738
9.2303,-0.00017804,0.21242,9.3071,0.00024015,0.18024,1,0.6075,9.48,11.25,5.6075
9.233,-0.00026147,0.21903,9.3097,0.00023425,0.18631,1,0.64125,9.48,11.25,5.6413
9.2357,-0.0003449,0.22564,9.3122,0.00022836,0.19239,1,0.675,9.48,11.25,5.675
9.2384,-0.00042833,0.23225,9.3148,0.00022246,0.19847,1,0.70875,9.48,11.25,5.7087
9.2412,-0.00051176,0.23886,9.3173,0.00021656,0.20455,1,0.7425,9.48,11.25,5.7425
9.2439,-0.00059519,0.24547,9.3199,0.00021066,0.21063,1,0.77625,9.48,11.25,5.7762
9.2466,-0.00067862,0.25209,9.3224,0.00020477,0.21671,1,0.81,9.48,11.25,5.81
9.2498,-0.00076312,0.25856,9.3255,0.0001987,0.22266,1,0.84375,9.48,11.25,5.8438
9.2536,-0.00084877,0.2649,9.329,0.00019244,0.22847,1,0.8775,9.48,11.25,5.8775
9.2574,-0.00093442,0.27123,9.3326,0.00018618,0.23428,1,0.91125,9.48,11.25,5.9113
9.2612,-0.0010201,0.27756,9.3361,0.00017992,0.24008,1,0.945,9.48,11.25,5.945
9.265,-0.0011057,0.28389,9.3397,0.00017367,0.24589,1,0.97875,9.48,11.25,5.9788
9.2688,-0.0011914,0.29022,9.3432,0.00016741,0.2517,1,1.0125,9.48,11.25,6.0125
9.2726,-0.001277,0.29655,9.3468,0.00016115,0.25751,1,1.0462,9.48,11.25,6.0462
9.2765,-0.0013609,0.30282,9.3505,0.00015496,0.26326,1,1.08,9.48,11.25,6.08
9.2814,-0.0014346,0.30869,9.355,0.00014918,0.26864,1,1.1137,9.48,11.25,6.1137
9.2863,-0.0015084,0.31457,9.3596,0.00014339,0.27402,1,1.1475,9.48,11.25,6.1475
9.2911,-0.0015821,0.32044,9.3641,0.0001376,0.2794,1,1.1813,9.48,11.25,6.1813
9.296,-0.0016559,0.32631,9.3687,0.00013181,0.28478,1,1.215,9.48,11.25,6.215
9.3009,-0.0017296,0.33218,9.3732,0.00012603,0.29016,1,1.2488,9.48,11.25,6.2488
9.3057,-0.0018034,0.33806,9.3778,0.00012024,0.29554,1,1.2825,9.48,11.25,6.2825
9.3106,-0.0018771,0.34393,9.3824,0.00011445,0.30092,1,1.3162,9.48,11.25,6.3162
9.3163,-0.0019326,0.34927,9.3877,0.00010953,0.30579,1,1.35,9.48,11.25,6.35
9.3222,-0.001984,0.35449,9.3932,0.00010481,0.31056,1,1.3837,9.48,11.25,6.3837
9.328,-0.0020353,0.3597,9.3987,0.00010008,0.31533,1,1.4175,9.48,11.25,6.4175
9.3339,-0.0020867,0.36492,9.4042,9.5357e-05,0.32009,1,1.4513,9.48,11.25,6.4513
9.3398,-0.002138,0.37014,9.4097,9.0633e-05,0.32486,1,1.485,9.48,11.25,6.485
9.3456,-0.0021894,0.37536,9.4152,8.591e-05,0.32962,1,1.5188,9.48,11.25,6.5188
9.3515,-0.0022407,0.38057,9.4208,8.1186e-05,0.33439,1,1.5525,9.48,11.25,6.5525
9.3578,-0.0022792,0.38538,9.4267,7.7117e-05,0.33877,1,1.5862,9.48,11.25,6.5862
9.3646,-0.0023038,0.38975,9.433,7.3755e-05,0.34273,1,1.62,9.48,11.25,6.62
9.3713,-0.0023284,0.39412,9.4394,7.0392e-05,0.3467,1,1.6537,9.48,11.25,6.6537
9.3781,-0.0023529,0.39849,9.4457,6.7029e-05,0.35066,1,1.6875,9.48,11.25,6.6875
9.3848,-0.0023775,0.40286,9.4521,6.3667e-05,0.35463,1,1.7213,9.48,11.25,6.7213
9.3916,-0.0024021,0.40723,9.4584,6.0304e-05,0.35859,1,1.755,9.48,11.25,6.755
9.3983,-0.0024267,0.4116,9.4648,5.6941e-05,0.36255,1,1.7888,9.48,11.25,6.7888
9.4052,-0.0024475,0.41582,9.4712,5.3789e-05,0.36638,1,1.8225,9.48,11.25,6.8225
9.4126,-0.0024464,0.41918,9.4782,5.1847e-05,0.36938,1,1.8562,9.48,11.25,6.8562
9.42,-0.0024454,0.42254,9.4852,4.9904e-05,0.37239,1,1.89,9.48,11.25,6.89
9.4274,-0.0024444,0.42591,9.4922,4.7961e-05,0.37539,1,1.9237,9.48,11.25,6.9237
9.4348,-0.0024433,0.42927,9.4992,4.6019e-05,0.3784,1,1.9575,9.48,11.25,6.9575
9.4422,-0.0024423,0.43263,9.5062,4.4076e-05,0.3814,1,1.9913,9.48,11.25,6.9913
9.4497,-0.0024412,0.436,9.5131,4.2133e-05,0.38441,1,2.025,9.48,11.25,7.025
9.4571,-0.0024402,0.43936,9.5201,4.0191e-05,0.38741,1,2.0588,9.48,11.25,7.0588
9.4648,-0.0024225,0.44183,9.5274,3.9283e-05,0.38955,1,2.0925,9.48,11.25,7.0925
9.4726,-0.0024011,0.44409,9.5348,3.861e-05,0.3915,1,2.1262,9.48,11.25,7.1262
9.4805,-0.0023797,0.44635,9.5422,3.7937e-05,0.39345,1,2.16,9.48,11.25,7.16
9.4883,-0.0023583,0.44862,9.5495,3.7264e-05,0.3954,1,2.1937,9.48,11.25,7.1937
9.4961,-0.0023368,0.45088,9.5569,3.6591e-05,0.39735,1,2.2275,9.48,11.25,7.2275
9.5039,-0.0023154,0.45314,9.5643,3.5919e-05,0.3993,1,2.2613,9.48,11.25,7.2613
9.5117,-0.002294,0.45541,9.5716,3.5246e-05,0.40125,1,2.295,9.48,11.25,7.295
9.5196,-0.0022661,0.45714,9.579,3.5051e-05,0.40268,1,2.3288,9.48,11.25,7.3288
9.5275,-0.0022313,0.4583,9.5865,3.5371e-05,0.40357,1,2.3625,9.48,11.25,7.3625
9.5354,-0.0021966,0.45945,9.5939,3.5691e-05,0.40445,1,2.3962,9.48,11.25,7.3962
9.5433,-0.0021618,0.46061,9.6013,3.6011e-05,0.40534,1,2.43,9.48,11.25,7.43
9.5512,-0.002127,0.46177,9.6088,3.6331e-05,0.40622,1,2.4637,9.48,11.25,7.4637
9.5592,-0.0020923,0.46292,9.6162,3.6651e-05,0.4071,1,2.4975,9.48,11.25,7.4975
9.5671,-0.0020575,0.46408,9.6237,3.6971e-05,0.40799,1,2.5312,9.48,11.25,7.5312
9.575,-0.0020217,0.46509,9.6311,3.7388e-05,0.40873,1,2.565,9.48,11.25,7.565
9.5827,-0.0019804,0.46522,9.6383,3.8367e-05,0.40863,1,2.5988,9.48,11.25,7.5988
9.5904,-0.0019391,0.46535,9.6456,3.9346e-05,0.40853,1,2.6325,9.48,11.25,7.6325
9.5982,-0.0018978,0.46548,9.6528,4.0325e-05,0.40843,1,2.6663,9.48,11.25,7.6663
9.6059,-0.0018565,0.46561,9.66,4.1304e-05,0.40833,1,2.7,9.48,11.25,7.7
9.6137,-0.0018152,0.46574,9.6673,4.2283e-05,0.40823,1,2.7337,9.48,11.25,7.7337
9.6214,-0.0017739,0.46587,9.6745,4.3262e-05,0.40813,1,2.7675,9.48,11.25,7.7675
9.6291,-0.0017326,0.466,9.6818,4.4241e-05,0.40803,1,2.8012,9.48,11.25,7.8012
9.6365,-0.0016908,0.46541,9.6887,4.5484e-05,0.40724,1,2.835,9.48,11.25,7.835
9.6439,-0.0016489,0.46465,9.6955,4.6787e-05,0.40631,1,2.8688,9.48,11.25,7.8688
9.6512,-0.001607,0.4639,9.7023,4.8089e-05,0.40537,1,2.9025,9.48,11.25,7.9025
9.6586,-0.0015651,0.46314,9.7091,4.9392e-05,0.40443,1,2.9363,9.48,11.25,7.9363
9.6659,-0.0015232,0.46239,9.716,5.0694e-05,0.40349,1,2.97,9.48,11.25,7.97
9.6733,-0.0014813,0.46164,9.7228,5.1997e-05,0.40256,1,3.0037,9.48,11.25,8.0037
9.6806,-0.0014394,0.46088,9.7296,5.3299e-05,0.40162,1,3.0375,9.48,11.25,8.0375
9.6877,-0.001399,0.45979,9.7362,5.4633e-05,0.40036,1,3.0712,9.48,11.25,8.0712
9.6945,-0.0013603,0.45832,9.7424,5.6001e-05,0.39876,1,3.105,9.48,11.25,8.105
9.7013,-0.0013215,0.45686,9.7487,5.7369e-05,0.39717,1,3.1388,9.48,11.25,8.1388
9.708,-0.0012827,0.45539,9.7549,5.8737e-05,0.39557,1,3.1725,9.48,11.25,8.1725
9.7148,-0.0012439,0.45393,9.7612,6.0105e-05,0.39397,1,3.2063,9.48,11.25,8.2063
9.7216,-0.0012051,0.45247,9.7674,6.1473e-05,0.39237,1,3.24,9.48,11.25,8.24
9.7284,-0.0011663,0.451,9.7737,6.284e-05,0.39078,1,3.2738,9.48,11.25,8.2738
9.7351,-0.0011282,0.44946,9.7798,6.4193e-05,0.38911,1,3.3075,9.48,11.25,8.3075
9.7413,-0.0010943,0.44746,9.7854,6.5455e-05,0.38703,1,3.3413,9.48,11.25,8.3413
9.7474,-0.0010605,0.44547,9.7911,6.6718e-05,0.38495,1,3.375,9.48,11.25,8.375
