"Q","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.022713,9.6592,0.098438,0.24953,9.6605,0.098259,0.24856,5.4176,1,0,10.68,12.335,6.845
-0.022949,9.6578,0.098948,0.25039,9.6591,0.098767,0.24942,5.4305,1,0.010035,10.69,12.335,6.845
-0.023184,9.6564,0.099458,0.25124,9.6578,0.099275,0.25027,5.4433,1,0.02007,10.7,12.335,6.845
-0.02342,9.6551,0.099968,0.2521,9.6564,0.099783,0.25113,5.4561,1,0.030105,10.71,12.335,6.845
-0.023656,9.6537,0.10048,0.25296,9.655,0.10029,0.25199,5.469,1,0.04014,10.72,12.335,6.845
-0.023892,9.6523,0.10099,0.25381,9.6536,0.1008,0.25285,5.4818,1,0.050175,10.73,12.335,6.845
-0.024128,9.6509,0.1015,0.25467,9.6523,0.10131,0.2537,5.4946,1,0.060209,10.74,12.335,6.845
-0.024367,9.6495,0.10198,0.25554,9.6509,0.10179,0.25457,5.5077,1,0.070245,10.75,12.335,6.845
-0.024611,9.6481,0.10242,0.25641,9.6494,0.10223,0.25544,5.5211,1,0.080279,10.76,12.335,6.845
-0.024854,9.6466,0.10287,0.25728,9.648,0.10267,0.25632,5.5345,1,0.090315,10.77,12.335,6.845
-0.025098,9.6452,0.10331,0.25816,9.6466,0.10312,0.25719,5.5479,1,0.10035,10.78,12.335,6.845
-0.025341,9.6438,0.10376,0.25903,9.6452,0.10356,0.25806,5.5612,1,0.11038,10.79,12.335,6.845
-0.025585,9.6424,0.10421,0.2599,9.6438,0.10401,0.25894,5.5746,1,0.12042,10.8,12.335,6.845
-0.025828,9.6409,0.10465,0.26078,9.6423,0.10445,0.25981,5.588,1,0.13046,10.81,12.335,6.845
-0.026072,9.6395,0.1051,0.26165,9.6409,0.1049,0.26069,5.6013,1,0.14049,10.82,12.335,6.845
-0.026315,9.6381,0.10554,0.26253,9.6395,0.10534,0.26156,5.6147,1,0.15053,10.831,12.335,6.845
-0.026584,9.6366,0.10605,0.26343,9.638,0.10585,0.26246,5.6283,1,0.16056,10.841,12.335,6.845
-0.026874,9.6351,0.10661,0.26436,9.6366,0.1064,0.26339,5.6419,1,0.1706,10.851,12.335,6.845
-0.027163,9.6336,0.10716,0.26528,9.6351,0.10696,0.26432,5.6556,1,0.18063,10.861,12.335,6.845
