"Q","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.20612,9.0491,0.32049,0.1316,9.0515,0.32159,0.13383,11.09,1,0,12.48,12.445,5
-0.20616,9.0491,0.32047,0.13241,9.0515,0.32158,0.13463,11.091,1,0.0033751,12.48,12.445,5.0034
-0.20619,9.0491,0.32046,0.13322,9.0514,0.32157,0.13543,11.091,1,0.0067501,12.48,12.445,5.0068
-0.20623,9.049,0.32044,0.13404,9.0514,0.32156,0.13623,11.092,1,0.010125,12.48,12.445,5.0101
-0.20626,9.049,0.32042,0.13485,9.0514,0.32155,0.13703,11.093,1,0.0135,12.48,12.445,5.0135
-0.2063,9.0489,0.3204,0.13566,9.0514,0.32154,0.13783,11.093,1,0.016875,12.48,12.445,5.0169
-0.20633,9.0489,0.32038,0.13647,9.0514,0.32153,0.13864,11.094,1,0.02025,12.48,12.445,5.0202
-0.20637,9.0489,0.32036,0.13728,9.0513,0.32152,0.13944,11.094,1,0.023625,12.48,12.445,5.0236
-0.2064,9.0488,0.32035,0.13809,9.0513,0.32152,0.14024,11.095,1,0.027,12.48,12.445,5.027
-0.20644,9.0488,0.32033,0.1389,9.0513,0.32151,0.14104,11.096,1,0.030375,12.48,12.445,5.0304
-0.20647,9.0487,0.32031,0.13971,9.0513,0.3215,0.14184,11.096,1,0.03375,12.48,12.445,5.0338
-0.20651,9.0487,0.32029,0.14052,9.0513,0.32149,0.14264,11.097,1,0.037125,12.48,12.445,5.0371
-0.20655,9.0487,0.32027,0.14134,9.0512,0.32148,0.14344,11.098,1,0.0405,12.48,12.445,5.0405
-0.20658,9.0486,0.32026,0.14215,9.0512,0.32147,0.14425,11.098,1,0.043875,12.48,12.445,5.0439
-0.20662,9.0486,0.32024,0.14296,9.0512,0.32146,0.14505,11.099,1,0.04725,12.48,12.445,5.0472
-0.20665,9.0486,0.32022,0.14377,9.0512,0.32145,0.14585,11.1,1,0.050625,12.48,12.445,5.0506
-0.20669,9.0485,0.3202,0.14458,9.0512,0.32144,0.14665,11.1,1,0.054,12.48,12.445,5.054
-0.20672,9.0485,0.32018,0.14539,9.0512,0.32144,0.14745,11.101,1,0.057375,12.48,12.445,5.0574
-0.20676,9.0484,0.32017,0.1462,9.0511,0.32143,0.14825,11.101,1,0.06075,12.48,12.445,5.0608
-0.20679,9.0484,0.32015,0.14701,9.0511,0.32142,0.14905,11.102,1,0.064125,12.48,12.445,5.0641
-0.20683,9.0484,0.32013,0.14783,9.0511,0.32141,0.14986,11.103,1,0.0675,12.48,12.445,5.0675
-0.20686,9.0483,0.32011,0.14864,9.0511,0.3214,0.15066,11.103,1,0.070875,12.48,12.445,5.0709
-0.2069,9.0483,0.32009,0.14945,9.0511,0.32139,0.15146,11.104,1,0.07425,12.48,12.445,5.0743
-0.20693,9.0482,0.32008,0.15026,9.051,0.32138,0.15226,11.105,1,0.077625,12.48,12.445,5.0776
-0.20697,9.0482,0.32006,0.15107,9.051,0.32137,0.15306,11.105,1,0.081,12.48,12.445,5.081
-0.207,9.0482,0.32004,0.15188,9.051,0.32136,0.15386,11.106,1,0.084375,12.48,12.445,5.0844
-0.20702,9.0482,0.32001,0.15269,9.0511,0.32134,0.15466,11.106,1,0.08775,12.48,12.445,5.0877
-0.20704,9.0483,0.31997,0.1535,9.0512,0.32131,0.15545,11.106,1,0.091125,12.48,12.445,5.0911
-0.20706,9.0484,0.31993,0.1543,9.0513,0.32128,0.15624,11.106,1,0.0945,12.48,12.445,5.0945
-0.20707,9.0485,0.3199,0.15511,9.0514,0.32125,0.15703,11.106,1,0.097875,12.48,12.445,5.0979
-0.20709,9.0486,0.31986,0.15592,9.0515,0.32122,0.15782,11.107,1,0.10125,12.48,12.445,5.1013
-0.20711,9.0486,0.31982,0.15672,9.0516,0.32119,0.15861,11.107,1,0.10463,12.48,12.445,5.1046
-0.20712,9.0487,0.31979,0.15754,9.0517,0.32116,0.15941,11.107,1,0.108,12.48,12.445,5.108
-0.20714,9.0488,0.31975,0.15836,9.0518,0.32114,0.16021,11.107,1,0.11137,12.48,12.445,5.1114
