"Q","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.2101,4.5065,0.24991,-0.54044,4.5203,0.24283,-0.5622,-10.879,1,0,16.53,12.445,5
-1.2105,4.5076,0.25188,-0.54014,4.5216,0.24475,-0.56182,-10.883,1,0.0033751,16.53,12.445,5.0034
-1.211,4.5088,0.25385,-0.53984,4.5229,0.24667,-0.56145,-10.887,1,0.0067501,16.53,12.445,5.0068
-1.2114,4.5099,0.25582,-0.53953,4.5241,0.2486,-0.56108,-10.891,1,0.010125,16.53,12.445,5.0101
-1.2119,4.511,0.25779,-0.53923,4.5254,0.25052,-0.5607,-10.896,1,0.0135,16.53,12.445,5.0135
-1.2123,4.5121,0.25976,-0.53893,4.5266,0.25244,-0.56033,-10.9,1,0.016875,16.53,12.445,5.0169
-1.2127,4.5132,0.26173,-0.53863,4.5279,0.25436,-0.55996,-10.904,1,0.02025,16.53,12.445,5.0202
-1.2132,4.5143,0.2637,-0.53832,4.5292,0.25628,-0.55959,-10.908,1,0.023625,16.53,12.445,5.0236
-1.2136,4.5154,0.26567,-0.53802,4.5304,0.2582,-0.55921,-10.912,1,0.027,16.53,12.445,5.027
-1.214,4.5165,0.26764,-0.53772,4.5317,0.26012,-0.55884,-10.916,1,0.030375,16.53,12.445,5.0304
-1.2145,4.5177,0.26962,-0.53742,4.533,0.26204,-0.55847,-10.92,1,0.03375,16.53,12.445,5.0338
-1.2149,4.5188,0.27159,-0.53711,4.5342,0.26396,-0.55809,-10.925,1,0.037125,16.53,12.445,5.0371
-1.2153,4.5199,0.27356,-0.53681,4.5355,0.26588,-0.55772,-10.929,1,0.0405,16.53,12.445,5.0405
-1.2158,4.521,0.27553,-0.53651,4.5368,0.2678,-0.55735,-10.933,1,0.043875,16.53,12.445,5.0439
-1.2162,4.5221,0.2775,-0.5362,4.538,0.26972,-0.55698,-10.937,1,0.04725,16.53,12.445,5.0472
-1.2166,4.5232,0.27947,-0.5359,4.5393,0.27164,-0.5566,-10.941,1,0.050625,16.53,12.445,5.0506
-1.2171,4.5243,0.28144,-0.5356,4.5406,0.27356,-0.55623,-10.945,1,0.054,16.53,12.445,5.054
-1.2175,4.5254,0.28341,-0.5353,4.5418,0.27549,-0.55586,-10.95,1,0.057375,16.53,12.445,5.0574
-1.2179,4.5266,0.28538,-0.53499,4.5431,0.27741,-0.55548,-10.954,1,0.06075,16.53,12.445,5.0608
-1.2184,4.5277,0.28735,-0.53469,4.5443,0.27933,-0.55511,-10.958,1,0.064125,16.53,12.445,5.0641
-1.2188,4.5288,0.28932,-0.53439,4.5456,0.28125,-0.55474,-10.962,1,0.0675,16.53,12.445,5.0675
-1.2193,4.5299,0.29129,-0.53409,4.5469,0.28317,-0.55437,-10.966,1,0.070875,16.53,12.445,5.0709
-1.2197,4.531,0.29326,-0.53378,4.5481,0.28509,-0.55399,-10.97,1,0.07425,16.53,12.445,5.0743
