"Q","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.20837,9.018,0.27201,0.13283,9.02,0.273,0.13449,11.427,1,0,12.48,12.25,5
-0.2084,9.018,0.27199,0.13365,9.02,0.27299,0.1353,11.427,1,0.0033751,12.48,12.25,5.0034
-0.20843,9.018,0.27198,0.13447,9.0199,0.27299,0.13611,11.428,1,0.0067501,12.48,12.25,5.0068
-0.20847,9.0179,0.27196,0.13529,9.0199,0.27298,0.13693,11.428,1,0.010125,12.48,12.25,5.0101
-0.2085,9.0179,0.27194,0.13611,9.0199,0.27297,0.13774,11.429,1,0.0135,12.48,12.25,5.0135
-0.20853,9.0179,0.27192,0.13693,9.0199,0.27296,0.13855,11.429,1,0.016875,12.48,12.25,5.0169
-0.20856,9.0178,0.2719,0.13775,9.0199,0.27295,0.13936,11.43,1,0.02025,12.48,12.25,5.0202
-0.20859,9.0178,0.27188,0.13857,9.0198,0.27295,0.14017,11.43,1,0.023625,12.48,12.25,5.0236
-0.20863,9.0178,0.27187,0.13939,9.0198,0.27294,0.14098,11.431,1,0.027,12.48,12.25,5.027
-0.20866,9.0177,0.27185,0.14021,9.0198,0.27293,0.14179,11.431,1,0.030375,12.48,12.25,5.0304
-0.20869,9.0177,0.27183,0.14103,9.0198,0.27292,0.14261,11.432,1,0.03375,12.48,12.25,5.0338
-0.20872,9.0177,0.27181,0.14185,9.0198,0.27291,0.14342,11.432,1,0.037125,12.48,12.25,5.0371
-0.20875,9.0176,0.27179,0.14267,9.0197,0.27291,0.14423,11.433,1,0.0405,12.48,12.25,5.0405
-0.20879,9.0176,0.27177,0.14349,9.0197,0.2729,0.14504,11.433,1,0.043875,12.48,12.25,5.0439
-0.20882,9.0176,0.27175,0.14431,9.0197,0.27289,0.14585,11.434,1,0.04725,12.48,12.25,5.0472
-0.20885,9.0175,0.27174,0.14514,9.0197,0.27288,0.14666,11.434,1,0.050625,12.48,12.25,5.0506
-0.20888,9.0175,0.27172,0.14596,9.0197,0.27287,0.14747,11.434,1,0.054,12.48,12.25,5.054
-0.20891,9.0174,0.2717,0.14678,9.0197,0.27287,0.14829,11.435,1,0.057375,12.48,12.25,5.0574
-0.20895,9.0174,0.27168,0.1476,9.0196,0.27286,0.1491,11.435,1,0.06075,12.48,12.25,5.0608
-0.20898,9.0174,0.27166,0.14842,9.0196,0.27285,0.14991,11.436,1,0.064125,12.48,12.25,5.0641
-0.20901,9.0173,0.27165,0.14924,9.0196,0.27284,0.15072,11.436,1,0.0675,12.48,12.25,5.0675
-0.20904,9.0173,0.27163,0.15007,9.0196,0.27284,0.15154,11.437,1,0.070875,12.48,12.25,5.0709
-0.20907,9.0173,0.27161,0.15089,9.0196,0.27283,0.15236,11.437,1,0.07425,12.48,12.25,5.0743
-0.20909,9.0172,0.27159,0.15172,9.0195,0.27282,0.15318,11.437,1,0.077625,12.48,12.25,5.0776
-0.20912,9.0172,0.27157,0.15255,9.0195,0.27282,0.154,11.438,1,0.081,12.48,12.25,5.081
-0.20915,9.0172,0.27156,0.15338,9.0195,0.27281,0.15482,11.438,1,0.084375,12.48,12.25,5.0844
-0.20917,9.0173,0.27153,0.1542,9.0196,0.27279,0.15563,11.438,1,0.08775,12.48,12.25,5.0877
-0.20919,9.0173,0.2715,0.15503,9.0197,0.27277,0.15645,11.438,1,0.091125,12.48,12.25,5.0911
-0.2092,9.0174,0.27147,0.15586,9.0198,0.27275,0.15726,11.437,1,0.0945,12.48,12.25,5.0945
-0.20922,9.0175,0.27144,0.15669,9.0199,0.27273,0.15807,11.437,1,0.097875,12.48,12.25,5.0979
-0.20924,9.0176,0.27141,0.15752,9.02,0.27271,0.15889,11.437,1,0.10125,12.48,12.25,5.1013
-0.20925,9.0177,0.27138,0.15835,9.0201,0.27269,0.1597,11.437,1,0.10463,12.48,12.25,5.1046
-0.20927,9.0178,0.27135,0.15918,9.0202,0.27267,0.16051,11.437,1,0.108,12.48,12.25,5.108
-0.20929,9.0179,0.27132,0.16,9.0203,0.27264,0.16133,11.436,1,0.11137,12.48,12.25,5.1114
-0.2093,9.018,0.27129,0.16083,9.0204,0.27262,0.16214,11.436,1,0.11475,12.48,12.25,5.1147
-0.20932,9.0181,0.27126,0.16166,9.0205,0.2726,0.16295,11.436,1,0.11812,12.48,12.25,5.1181
-0.20934,9.0181,0.27123,0.16249,9.0206,0.27258,0.16377,11.436,1,0.1215,12.48,12.25,5.1215
-0.20935,9.0182,0.2712,0.16332,9.0207,0.27256,0.16458,11.436,1,0.12488,12.48,12.25,5.1249
-0.20937,9.0183,0.27117,0.16415,9.0208,0.27254,0.1654,11.435,1,0.12825,12.48,12.25,5.1283
-0.20939,9.0184,0.27114,0.16498,9.0209,0.27252,0.16621,11.435,1,0.13163,12.48,12.25,5.1316
-0.2094,9.0185,0.27111,0.16581,9.021,0.2725,0.16702,11.435,1,0.135,12.48,12.25,5.135
-0.20942,9.0186,0.27108,0.16663,9.0211,0.27248,0.16784,11.435,1,0.13837,12.48,12.25,5.1384
-0.20944,9.0187,0.27105,0.16746,9.0212,0.27246,0.16865,11.435,1,0.14175,12.48,12.25,5.1417
-0.20945,9.0188,0.27102,0.16829,9.0213,0.27244,0.16946,11.434,1,0.14512,12.48,12.25,5.1451
-0.20947,9.0189,0.27099,0.16912,9.0214,0.27242,0.17028,11.434,1,0.1485,12.48,12.25,5.1485
-0.20949,9.019,0.27096,0.16995,9.0215,0.2724,0.17109,11.434,1,0.15188,12.48,12.25,5.1519
-0.20951,9.019,0.27093,0.17078,9.0216,0.27237,0.17191,11.434,1,0.15525,12.48,12.25,5.1553
-0.20952,9.0191,0.2709,0.17161,9.0217,0.27235,0.17272,11.434,1,0.15863,12.48,12.25,5.1586
-0.20954,9.0192,0.27087,0.17244,9.0218,0.27233,0.17353,11.433,1,0.162,12.48,12.25,5.162
-0.20956,9.0193,0.27084,0.17326,9.0219,0.27231,0.17435,11.433,1,0.16538,12.48,12.25,5.1654
-0.20957,9.0194,0.27081,0.17409,9.022,0.27229,0.17516,11.433,1,0.16875,12.48,12.25,5.1687
-0.20959,9.0195,0.27078,0.17492,9.0221,0.27227,0.17597,11.433,1,0.17212,12.48,12.25,5.1721
-0.20961,9.0196,0.27076,0.17575,9.0222,0.27225,0.17679,11.433,1,0.1755,12.48,12.25,5.1755
-0.20962,9.0197,0.27073,0.17658,9.0223,0.27223,0.1776,11.433,1,0.17887,12.48,12.25,5.1789
-0.20964,9.0198,0.2707,0.17741,9.0224,0.27221,0.17841,11.432,1,0.18225,12.48,12.25,5.1823
-0.20966,9.0199,0.27067,0.17824,9.0225,0.27219,0.17923,11.432,1,0.18563,12.48,12.25,5.1856
