"Q","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.66876,13.442,0.36339,0.11332,13.449,0.37188,0.13139,25.131,1,0,13.38,12.055,5
-0.66921,13.442,0.36327,0.11485,13.449,0.37187,0.13283,25.138,1,0.0033751,13.38,12.055,5.0034
-0.66966,13.442,0.36315,0.11638,13.449,0.37186,0.13427,25.145,1,0.0067501,13.38,12.055,5.0068
-0.6701,13.441,0.36303,0.1179,13.449,0.37185,0.13572,25.151,1,0.010125,13.38,12.055,5.0101
-0.67055,13.441,0.36291,0.11943,13.449,0.37184,0.13716,25.158,1,0.0135,13.38,12.055,5.0135
-0.67099,13.441,0.3628,0.12096,13.449,0.37183,0.1386,25.164,1,0.016875,13.38,12.055,5.0169
-0.67144,13.441,0.36268,0.12248,13.449,0.37181,0.14004,25.171,1,0.02025,13.38,12.055,5.0202
-0.67189,13.44,0.36256,0.12401,13.449,0.3718,0.14148,25.177,1,0.023625,13.38,12.055,5.0236
-0.67233,13.44,0.36244,0.12554,13.449,0.37179,0.14293,25.184,1,0.027,13.38,12.055,5.027
-0.67271,13.44,0.36232,0.12705,13.449,0.37178,0.14436,25.189,1,0.030375,13.38,12.055,5.0304
-0.67304,13.44,0.3622,0.12856,13.449,0.37177,0.14579,25.194,1,0.03375,13.38,12.055,5.0338
-0.67338,13.44,0.36207,0.13006,13.449,0.37176,0.14723,25.199,1,0.037125,13.38,12.055,5.0371
-0.67372,13.439,0.36195,0.13157,13.449,0.37175,0.14866,25.204,1,0.0405,13.38,12.055,5.0405
-0.67406,13.439,0.36183,0.13308,13.449,0.37174,0.15009,25.209,1,0.043875,13.38,12.055,5.0439
-0.6744,13.439,0.3617,0.13458,13.449,0.37173,0.15152,25.213,1,0.04725,13.38,12.055,5.0472
-0.67473,13.439,0.36158,0.13609,13.449,0.37172,0.15295,25.218,1,0.050625,13.38,12.055,5.0506
-0.67507,13.439,0.36145,0.13759,13.448,0.37171,0.15438,25.223,1,0.054,13.38,12.055,5.054
-0.67541,13.439,0.36133,0.1391,13.448,0.3717,0.15581,25.228,1,0.057375,13.38,12.055,5.0574
-0.67575,13.438,0.36121,0.14061,13.448,0.37168,0.15725,25.233,1,0.06075,13.38,12.055,5.0608
-0.67608,13.438,0.36108,0.14211,13.448,0.37167,0.15868,25.238,1,0.064125,13.38,12.055,5.0641
-0.67642,13.438,0.36096,0.14362,13.448,0.37166,0.16011,25.242,1,0.0675,13.38,12.055,5.0675
-0.67676,13.438,0.36084,0.14512,13.448,0.37165,0.16154,25.247,1,0.070875,13.38,12.055,5.0709
-0.6771,13.438,0.36071,0.14663,13.448,0.37164,0.16297,25.252,1,0.07425,13.38,12.055,5.0743
-0.67744,13.437,0.36059,0.14814,13.448,0.37163,0.1644,25.257,1,0.077625,13.38,12.055,5.0776
-0.67777,13.437,0.36046,0.14964,13.448,0.37162,0.16583,25.262,1,0.081,13.38,12.055,5.081
-0.67811,13.437,0.36034,0.15115,13.448,0.37161,0.16727,25.266,1,0.084375,13.38,12.055,5.0844
-0.6785,13.437,0.36024,0.15274,13.448,0.37161,0.16872,25.274,1,0.08775,13.38,12.055,5.0877
-0.6789,13.437,0.36015,0.15436,13.448,0.37161,0.17018,25.282,1,0.091125,13.38,12.055,5.0911
-0.67929,13.437,0.36006,0.15597,13.448,0.37162,0.17164,25.29,1,0.0945,13.38,12.055,5.0945
-0.67969,13.437,0.35997,0.15758,13.449,0.37162,0.17309,25.298,1,0.097875,13.38,12.055,5.0979
-0.68009,13.437,0.35988,0.1592,13.449,0.37162,0.17455,25.306,1,0.10125,13.38,12.055,5.1013
-0.68049,13.437,0.35979,0.16081,13.449,0.37163,0.17601,25.313,1,0.10463,13.38,12.055,5.1046
-0.68089,13.437,0.3597,0.16242,13.449,0.37163,0.17747,25.321,1,0.108,13.38,12.055,5.108
-0.68128,13.437,0.35961,0.16404,13.449,0.37164,0.17893,25.329,1,0.11137,13.38,12.055,5.1114
-0.68168,13.437,0.35951,0.16565,13.449,0.37164,0.18039,25.337,1,0.11475,13.38,12.055,5.1147
-0.68208,13.437,0.35942,0.16727,13.449,0.37164,0.18185,25.345,1,0.11812,13.38,12.055,5.1181
-0.68248,13.438,0.35933,0.16888,13.45,0.37165,0.1833,25.353,1,0.1215,13.38,12.055,5.1215
-0.68288,13.438,0.35924,0.17049,13.45,0.37165,0.18476,25.361,1,0.12488,13.38,12.055,5.1249
-0.68327,13.438,0.35915,0.17211,13.45,0.37165,0.18622,25.369,1,0.12825,13.38,12.055,5.1283
-0.68367,13.438,0.35906,0.17372,13.45,0.37166,0.18768,25.377,1,0.13163,13.38,12.055,5.1316
-0.68407,13.438,0.35897,0.17534,13.45,0.37166,0.18914,25.385,1,0.135,13.38,12.055,5.135
-0.68447,13.438,0.35888,0.17695,13.45,0.37167,0.1906,25.393,1,0.13837,13.38,12.055,5.1384
-0.68487,13.438,0.35879,0.17856,13.45,0.37167,0.19205,25.401,1,0.14175,13.38,12.055,5.1417
-0.68526,13.438,0.3587,0.18018,13.451,0.37167,0.19351,25.409,1,0.14512,13.38,12.055,5.1451
-0.68566,13.438,0.3586,0.18179,13.451,0.37168,0.19497,25.417,1,0.1485,13.38,12.055,5.1485
-0.68606,13.438,0.35851,0.1834,13.451,0.37168,0.19643,25.424,1,0.15188,13.38,12.055,5.1519
-0.68646,13.438,0.35842,0.18502,13.451,0.37168,0.19789,25.432,1,0.15525,13.38,12.055,5.1553
-0.68686,13.438,0.35833,0.18663,13.451,0.37169,0.19935,25.44,1,0.15863,13.38,12.055,5.1586
-0.68725,13.438,0.35824,0.18825,13.451,0.37169,0.20081,25.448,1,0.162,13.38,12.055,5.162
-0.68765,13.438,0.35815,0.18986,13.451,0.3717,0.20226,25.456,1,0.16538,13.38,12.055,5.1654
-0.68805,13.438,0.35806,0.19147,13.452,0.3717,0.20372,25.464,1,0.16875,13.38,12.055,5.1687
-0.68845,13.438,0.35797,0.19309,13.452,0.3717,0.20518,25.472,1,0.17212,13.38,12.055,5.1721
-0.68885,13.438,0.35788,0.1947,13.452,0.37171,0.20664,25.48,1,0.1755,13.38,12.055,5.1755
-0.68924,13.438,0.35779,0.19632,13.452,0.37171,0.2081,25.488,1,0.17887,13.38,12.055,5.1789
-0.68964,13.438,0.35769,0.19793,13.452,0.37171,0.20956,25.496,1,0.18225,13.38,12.055,5.1823
-0.69004,13.438,0.3576,0.19954,13.452,0.37172,0.21101,25.504,1,0.18563,13.38,12.055,5.1856
-0.69044,13.438,0.35751,0.20116,13.453,0.37172,0.21247,25.512,1,0.189,13.38,12.055,5.189
-0.69084,13.438,0.35742,0.20277,13.453,0.37172,0.21393,25.52,1,0.19238,13.38,12.055,5.1924
-0.69123,13.438,0.35733,0.20438,13.453,0.37173,0.21539,25.528,1,0.19575,13.38,12.055,5.1958
-0.69163,13.439,0.35724,0.206,13.453,0.37173,0.21685,25.536,1,0.19912,13.38,12.055,5.1991
-0.69203,13.439,0.35715,0.20761,13.453,0.37174,0.21831,25.543,1,0.2025,13.38,12.055,5.2025
-0.69243,13.439,0.35706,0.20923,13.453,0.37174,0.21977,25.551,1,0.20587,13.38,12.055,5.2059
