"Q","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.62796,13.512,0.48201,0.14335,13.492,0.46337,0.13066,25.288,1,0,13.38,12.25,5
-0.62772,13.512,0.48205,0.1446,13.492,0.46336,0.13211,25.274,1,0.0033751,13.38,12.25,5.0034
-0.62748,13.512,0.48209,0.14584,13.492,0.46335,0.13355,25.26,1,0.0067501,13.38,12.25,5.0068
-0.62724,13.513,0.48213,0.14708,13.492,0.46334,0.135,25.246,1,0.010125,13.38,12.25,5.0101
-0.627,13.513,0.48217,0.14833,13.492,0.46333,0.13645,25.232,1,0.0135,13.38,12.25,5.0135
-0.62676,13.513,0.48221,0.14957,13.492,0.46332,0.1379,25.218,1,0.016875,13.38,12.25,5.0169
-0.62652,13.513,0.48225,0.15081,13.492,0.4633,0.13934,25.204,1,0.02025,13.38,12.25,5.0202
-0.62628,13.513,0.48228,0.15206,13.492,0.46329,0.14079,25.19,1,0.023625,13.38,12.25,5.0236
-0.62604,13.513,0.48232,0.1533,13.491,0.46328,0.14224,25.177,1,0.027,13.38,12.25,5.027
-0.6258,13.513,0.48236,0.15455,13.491,0.46327,0.14369,25.163,1,0.030375,13.38,12.25,5.0304
-0.62556,13.513,0.4824,0.15579,13.491,0.46326,0.14514,25.149,1,0.03375,13.38,12.25,5.0338
-0.62531,13.513,0.48244,0.15703,13.491,0.46325,0.14658,25.135,1,0.037125,13.38,12.25,5.0371
-0.62507,13.513,0.48248,0.15828,13.491,0.46324,0.14803,25.121,1,0.0405,13.38,12.25,5.0405
-0.62483,13.513,0.48252,0.15952,13.491,0.46323,0.14948,25.107,1,0.043875,13.38,12.25,5.0439
-0.62459,13.513,0.48255,0.16076,13.491,0.46322,0.15093,25.093,1,0.04725,13.38,12.25,5.0472
-0.62435,13.513,0.48259,0.16201,13.491,0.46321,0.15237,25.079,1,0.050625,13.38,12.25,5.0506
-0.62411,13.513,0.48263,0.16325,13.491,0.4632,0.15382,25.065,1,0.054,13.38,12.25,5.054
-0.62387,13.513,0.48267,0.1645,13.491,0.46319,0.15527,25.051,1,0.057375,13.38,12.25,5.0574
-0.62363,13.513,0.48271,0.16574,13.491,0.46317,0.15672,25.038,1,0.06075,13.38,12.25,5.0608
-0.62339,13.514,0.48275,0.16698,13.491,0.46316,0.15817,25.024,1,0.064125,13.38,12.25,5.0641
-0.62315,13.514,0.48279,0.16823,13.491,0.46315,0.15961,25.01,1,0.0675,13.38,12.25,5.0675
-0.62294,13.514,0.48284,0.16949,13.491,0.46314,0.16105,24.999,1,0.070875,13.38,12.25,5.0709
-0.62273,13.514,0.48289,0.17075,13.491,0.46313,0.16249,24.988,1,0.07425,13.38,12.25,5.0743
-0.62252,13.514,0.48294,0.17201,13.491,0.46312,0.16394,24.977,1,0.077625,13.38,12.25,5.0776
-0.6223,13.514,0.48299,0.17326,13.491,0.46311,0.16538,24.966,1,0.081,13.38,12.25,5.081
-0.62209,13.514,0.48304,0.17452,13.491,0.4631,0.16682,24.955,1,0.084375,13.38,12.25,5.0844
-0.62219,13.514,0.48306,0.17578,13.491,0.46309,0.16828,24.94,1,0.08775,13.38,12.25,5.0877
-0.62237,13.514,0.48308,0.17703,13.491,0.46309,0.16974,24.924,1,0.091125,13.38,12.25,5.0911
-0.62254,13.514,0.4831,0.17828,13.491,0.46308,0.1712,24.908,1,0.0945,13.38,12.25,5.0945
-0.62271,13.514,0.48312,0.17953,13.491,0.46308,0.17266,24.892,1,0.097875,13.38,12.25,5.0979
-0.62289,13.515,0.48314,0.18078,13.491,0.46307,0.17412,24.876,1,0.10125,13.38,12.25,5.1013
-0.62306,13.515,0.48316,0.18203,13.491,0.46307,0.17558,24.86,1,0.10463,13.38,12.25,5.1046
-0.62323,13.515,0.48318,0.18329,13.492,0.46306,0.17704,24.844,1,0.108,13.38,12.25,5.108
-0.62341,13.515,0.4832,0.18454,13.492,0.46306,0.1785,24.828,1,0.11137,13.38,12.25,5.1114
-0.62358,13.515,0.48322,0.18579,13.492,0.46305,0.17996,24.812,1,0.11475,13.38,12.25,5.1147
-0.62375,13.515,0.48324,0.18704,13.492,0.46305,0.18143,24.796,1,0.11812,13.38,12.25,5.1181
-0.62393,13.515,0.48326,0.18829,13.492,0.46304,0.18289,24.78,1,0.1215,13.38,12.25,5.1215
-0.6241,13.516,0.48328,0.18954,13.492,0.46304,0.18435,24.764,1,0.12488,13.38,12.25,5.1249
