"nut","k","p","omega","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.20173,2.4335,0.8335,11.48,3.8454,0.027639,2.0272,4.3448,0.029764,2.0106,1,4.2147,8.8947,11.445,6.845
0.2018,2.4367,-3.2317,11.528,3.6126,0.018564,1.908,4.1081,0.017713,1.8946,1,4.3151,8.9951,11.445,6.845
0.20186,2.4399,-7.2968,11.576,3.3799,0.00949,1.7887,3.8714,0.0056618,1.7787,1,4.4154,9.0954,11.445,6.845
0.20193,2.4431,-11.362,11.624,3.1471,0.0004155,1.6695,3.6347,-0.0063894,1.6628,1,4.5158,9.1958,11.445,6.845
0.202,2.4463,-15.427,11.672,2.9143,-0.0086589,1.5503,3.398,-0.01844,1.5468,1,4.6161,9.2961,11.445,6.845
0.2019,2.4369,-17.571,11.633,2.8399,-0.0097465,1.44,3.2872,-0.021265,1.4366,1,4.7165,9.3965,11.445,6.845
0.20165,2.4165,-18.047,11.518,2.9031,-0.0039007,1.3376,3.2856,-0.01608,1.3313,1,4.8168,9.4968,11.445,6.845
0.20141,2.3961,-18.524,11.403,2.9663,0.0019449,1.2352,3.2841,-0.010894,1.226,1,4.9172,9.5971,11.445,6.845
0.20116,2.3757,-19,11.288,3.0294,0.0077907,1.1328,3.2826,-0.0057091,1.1207,1,5.0175,9.6975,11.445,6.845
0.20092,2.3553,-19.476,11.173,3.0926,0.013636,1.0304,3.2811,-0.00052384,1.0154,1,5.1178,9.7978,11.445,6.845
0.20067,2.3349,-19.953,11.058,3.1558,0.019482,0.92804,3.2796,0.0046614,0.91009,1,5.2182,9.8982,11.445,6.845
0.20042,2.3145,-20.429,10.943,3.2189,0.025328,0.82565,3.278,0.0098467,0.80479,1,5.3186,9.9986,11.445,6.845
0.20115,2.308,-20.609,10.845,3.2524,0.031317,0.73759,3.2579,0.015744,0.71327,1,5.4189,10.099,11.445,6.845
0.20643,2.3662,-19.404,10.824,3.1475,0.037975,0.71649,3.1509,0.024966,0.68613,1,5.5193,10.199,11.445,6.845
0.2117,2.4245,-18.2,10.803,3.0425,0.044633,0.69539,3.0438,0.034187,0.65898,1,5.6196,10.3,11.445,6.845
0.21697,2.4827,-16.996,10.782,2.9375,0.051291,0.67429,2.9368,0.043409,0.63184,1,5.72,10.4,11.445,6.845
0.22225,2.541,-15.791,10.761,2.8325,0.05795,0.65319,2.8297,0.052631,0.60469,1,5.8203,10.5,11.445,6.845
0.22752,2.5992,-14.587,10.74,2.7275,0.064608,0.63209,2.7227,0.061853,0.57755,1,5.9207,10.601,11.445,6.845
0.2328,2.6574,-13.383,10.719,2.6225,0.071266,0.61099,2.6156,0.071074,0.5504,1,6.021,10.701,11.445,6.845
0.23874,2.7118,-12.84,10.67,2.5851,0.077209,0.58281,2.5751,0.078656,0.51766,1,6.1213,10.801,11.445,6.845
0.24535,2.7622,-12.974,10.594,2.617,0.08242,0.54737,2.6027,0.084557,0.47918,1,6.2217,10.902,11.445,6.845
0.25197,2.8126,-13.108,10.517,2.6489,0.087631,0.51193,2.6304,0.090459,0.44071,1,6.3221,11.002,11.445,6.845
0.25859,2.863,-13.242,10.44,2.6808,0.092842,0.47649,2.658,0.096361,0.40223,1,6.4224,11.102,11.445,6.845
0.26521,2.9134,-13.376,10.364,2.7127,0.098053,0.44105,2.6856,0.10226,0.36375,1,6.5228,11.203,11.445,6.845
0.27183,2.9638,-13.51,10.287,2.7446,0.10326,0.40561,2.7132,0.10816,0.32528,1,6.6231,11.303,11.445,6.845
0.27878,3.0171,-13.424,10.221,2.7568,0.10646,0.37812,2.7218,0.11296,0.29474,1,6.7235,11.403,11.445,6.845
0.28619,3.074,-13.043,10.17,2.7425,0.10693,0.36132,2.7047,0.11625,0.27489,1,6.8238,11.504,11.445,6.845
0.2936,3.131,-12.662,10.119,2.7282,0.10741,0.34452,2.6876,0.11955,0.25505,1,6.9241,11.604,11.445,6.845
0.301,3.188,-12.281,10.068,2.7139,0.10789,0.32773,2.6706,0.12285,0.2352,1,7.0245,11.705,11.445,6.845
0.30841,3.245,-11.9,10.017,2.6996,0.10836,0.31093,2.6535,0.12614,0.21535,1,7.1248,11.805,11.445,6.845
0.31582,3.302,-11.519,9.9658,2.6853,0.10884,0.29414,2.6364,0.12944,0.1955,1,7.2252,11.905,11.445,6.845
0.32244,3.3463,-11.308,9.9141,2.697,0.10805,0.27728,2.6548,0.13174,0.17562,1,7.3256,12.006,11.445,6.845
0.329,3.3895,-11.112,9.8624,2.711,0.10715,0.26041,2.6764,0.13395,0.15573,1,7.4259,12.106,11.445,6.845
0.33556,3.4327,-10.916,9.8107,2.7251,0.10625,0.24354,2.6981,0.13616,0.13585,1,7.5263,12.206,11.445,6.845
0.34211,3.4759,-10.72,9.759,2.7391,0.10534,0.22668,2.7197,0.13837,0.11596,1,7.6266,12.307,11.445,6.845
0.34867,3.519,-10.524,9.7073,2.7532,0.10444,0.20981,2.7413,0.14058,0.096075,1,7.727,12.407,11.445,6.845
0.35458,3.5549,-10.343,9.6603,2.7676,0.10222,0.19531,2.7604,0.14002,0.080002,1,7.8273,12.507,11.445,6.845
0.36043,3.59,-10.163,9.6139,2.7819,0.099876,0.18103,2.7792,0.13919,0.064294,1,7.9276,12.608,11.445,6.845
0.36629,3.6251,-9.9827,9.5674,2.7963,0.097532,0.16675,2.798,0.13837,0.048586,1,8.028,12.708,11.445,6.845
0.37214,3.6602,-9.8027,9.5209,2.8107,0.095188,0.15247,2.8168,0.13754,0.032877,1,8.1283,12.808,11.445,6.845
0.37779,3.6931,-9.6295,9.4757,2.8263,0.092555,0.13866,2.839,0.13616,0.01812,1,8.2287,12.909,11.445,6.845
0.38309,3.7223,-9.4677,9.4325,2.8442,0.089428,0.12567,2.8669,0.13382,0.0049839,1,8.3291,13.009,11.445,6.845
0.38839,3.7515,-9.3058,9.3893,2.8621,0.086302,0.11268,2.8948,0.13148,-0.0081517,1,8.4294,13.109,11.445,6.845
0.39369,3.7806,-9.144,9.3461,2.88,0.083175,0.099687,2.9226,0.12915,-0.021287,1,8.5298,13.21,11.445,6.845
0.39889,3.8087,-8.9859,9.3034,2.8987,0.079925,0.086802,2.9513,0.1265,-0.034015,1,8.6301,13.31,11.445,6.845
0.40379,3.8335,-8.8393,9.2622,2.92,0.076288,0.07425,2.9823,0.12292,-0.04548,1,8.7304,13.41,11.445,6.845
0.40869,3.8582,-8.6927,9.2209,2.9413,0.072651,0.061697,3.0133,0.11934,-0.056945,1,8.8308,13.511,11.445,6.845
0.41359,3.883,-8.546,9.1797,2.9626,0.069014,0.049145,3.0443,0.11576,-0.068409,1,8.9312,13.611,11.445,6.845
0.41836,3.9061,-8.404,9.1389,2.9851,0.065252,0.036641,3.0772,0.11194,-0.079321,1,9.0315,13.712,11.445,6.845
0.42298,3.9275,-8.2665,9.0987,3.0088,0.061363,0.024186,3.112,0.10788,-0.089675,1,9.1318,13.812,11.445,6.845
0.4276,3.949,-8.129,9.0585,3.0325,0.057473,0.01173,3.1467,0.10382,-0.10003,1,9.2322,13.912,11.445,6.845
0.4322,3.9702,-7.992,9.0184,3.0564,0.053582,-0.00072573,3.1817,0.099745,-0.11033,1,9.3326,14.013,11.445,6.845
0.43664,3.9892,-7.8602,8.9787,3.0817,0.049672,-0.013188,3.2184,0.095522,-0.12008,1,9.4329,14.113,11.445,6.845
0.44107,4.0083,-7.7283,8.939,3.1069,0.045762,-0.02565,3.2552,0.0913,-0.12984,1,9.5333,14.213,11.445,6.845
0.4455,4.0273,-7.5964,8.8993,3.1322,0.041853,-0.038111,3.292,0.087077,-0.13959,1,9.6336,14.314,11.445,6.845
0.4498,4.0444,-7.4687,8.8598,3.1588,0.038086,-0.050501,3.3312,0.082846,-0.14901,1,9.7339,14.414,11.445,6.845
0.4541,4.0616,-7.3409,8.8204,3.1854,0.034318,-0.06289,3.3705,0.078614,-0.15844,1,9.8343,14.514,11.445,6.845
0.4583,4.078,-7.2171,8.7815,3.2115,0.030675,-0.074967,3.4089,0.074543,-0.16751,1,9.9347,14.615,11.445,6.845
0.46212,4.092,-7.1089,8.7452,3.2356,0.027524,-0.085806,3.4439,0.071106,-0.1752,1,10.035,14.715,11.445,6.845
