"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
22.983,-0.054168,0.089029,22.994,-0.05606,0.08075,1,0,10.38,11.055,5
22.983,-0.054598,0.098765,22.994,-0.056007,0.090077,1,0.03375,10.38,11.055,5.0338
22.983,-0.055303,0.10869,22.993,-0.055943,0.099433,1,0.0675,10.38,11.055,5.0675
22.983,-0.056166,0.11823,22.993,-0.055907,0.10885,1,0.10125,10.38,11.055,5.1013
22.984,-0.057019,0.12723,22.994,-0.055908,0.11832,1,0.135,10.38,11.055,5.135
22.985,-0.057872,0.13624,22.995,-0.055908,0.12778,1,0.16875,10.38,11.055,5.1687
22.986,-0.058725,0.14524,22.995,-0.055909,0.13725,1,0.2025,10.38,11.055,5.2025
22.986,-0.059578,0.15424,22.996,-0.05591,0.14671,1,0.23625,10.38,11.055,5.2362
22.987,-0.060432,0.16324,22.996,-0.055911,0.15618,1,0.27,10.38,11.055,5.27
22.988,-0.061406,0.1723,22.997,-0.055917,0.16565,1,0.30375,10.38,11.055,5.3038
22.989,-0.062647,0.18143,22.998,-0.055936,0.17518,1,0.3375,10.38,11.055,5.3375
22.991,-0.06371,0.19011,23,-0.055959,0.18485,1,0.37125,10.38,11.055,5.3713
22.992,-0.064773,0.19879,23.002,-0.055981,0.19452,1,0.405,10.38,11.055,5.405
22.994,-0.065835,0.20747,23.004,-0.056004,0.20418,1,0.43875,10.38,11.055,5.4387
22.995,-0.066898,0.21614,23.006,-0.056026,0.21385,1,0.4725,10.38,11.055,5.4725
22.997,-0.067961,0.22482,23.008,-0.056049,0.22352,1,0.50625,10.38,11.055,5.5062
22.998,-0.069024,0.2335,23.01,-0.056071,0.23319,1,0.54,10.38,11.055,5.54
23,-0.07045,0.24222,23.012,-0.056119,0.24287,1,0.57375,10.38,11.055,5.5738
23.002,-0.071561,0.25094,23.015,-0.05614,0.25259,1,0.6075,10.38,11.055,5.6075
23.005,-0.072597,0.25967,23.018,-0.056154,0.26233,1,0.64125,10.38,11.055,5.6413
23.007,-0.073632,0.2684,23.022,-0.056168,0.27206,1,0.675,10.38,11.055,5.675
23.009,-0.074668,0.27713,23.025,-0.056183,0.2818,1,0.70875,10.38,11.055,5.7087
23.012,-0.075703,0.28586,23.029,-0.056197,0.29153,1,0.7425,10.38,11.055,5.7425
23.014,-0.076738,0.29459,23.032,-0.056211,0.30127,1,0.77625,10.38,11.055,5.7762
23.017,-0.077975,0.30324,23.036,-0.056235,0.31099,1,0.81,10.38,11.055,5.81
23.02,-0.079064,0.31205,23.04,-0.056244,0.32066,1,0.84375,10.38,11.055,5.8438
23.024,-0.079864,0.32109,23.045,-0.05623,0.33029,1,0.8775,10.38,11.055,5.8775
23.027,-0.080664,0.33012,23.051,-0.056215,0.33992,1,0.91125,10.38,11.055,5.9113
23.031,-0.081463,0.33916,23.056,-0.056201,0.34955,1,0.945,10.38,11.055,5.945
23.035,-0.082263,0.34819,23.061,-0.056187,0.35918,1,0.97875,10.38,11.055,5.9788
23.038,-0.083062,0.35722,23.067,-0.056173,0.36881,1,1.0125,10.38,11.055,6.0125
23.042,-0.083928,0.36618,23.072,-0.056154,0.37843,1,1.0462,10.38,11.055,6.0462
23.046,-0.084865,0.37503,23.078,-0.056114,0.38796,1,1.08,10.38,11.055,6.08
23.052,-0.085278,0.38429,23.085,-0.056048,0.39714,1,1.1137,10.38,11.055,6.1137
23.058,-0.085691,0.39355,23.092,-0.055982,0.40632,1,1.1475,10.38,11.055,6.1475
23.063,-0.086104,0.4028,23.1,-0.055916,0.4155,1,1.1813,10.38,11.055,6.1813
23.069,-0.086517,0.41206,23.107,-0.05585,0.42468,1,1.215,10.38,11.055,6.215
23.074,-0.086931,0.42132,23.114,-0.055783,0.43386,1,1.2488,10.38,11.055,6.2488
23.08,-0.087344,0.43058,23.122,-0.055717,0.44304,1,1.2825,10.38,11.055,6.2825
23.086,-0.087835,0.4395,23.129,-0.055573,0.45216,1,1.3162,10.38,11.055,6.3162
23.094,-0.08789,0.44848,23.138,-0.055426,0.46053,1,1.35,10.38,11.055,6.35
23.102,-0.087845,0.45748,23.148,-0.055281,0.46874,1,1.3837,10.38,11.055,6.3837
23.11,-0.087801,0.46649,23.157,-0.055135,0.47694,1,1.4175,10.38,11.055,6.4175
23.118,-0.087756,0.47549,23.167,-0.05499,0.48515,1,1.4513,10.38,11.055,6.4513
23.127,-0.087711,0.48449,23.176,-0.054844,0.49336,1,1.485,10.38,11.055,6.485
23.135,-0.087667,0.4935,23.186,-0.054698,0.50156,1,1.5188,10.38,11.055,6.5188
23.143,-0.087547,0.50226,23.196,-0.054445,0.50971,1,1.5525,10.38,11.055,6.5525
23.153,-0.087224,0.51051,23.206,-0.054157,0.51707,1,1.5862,10.38,11.055,6.5862
23.164,-0.086733,0.51837,23.218,-0.053903,0.52362,1,1.62,10.38,11.055,6.62
23.175,-0.086241,0.52623,23.23,-0.053649,0.53017,1,1.6537,10.38,11.055,6.6537
23.186,-0.08575,0.5341,23.241,-0.053395,0.53672,1,1.6875,10.38,11.055,6.6875
23.197,-0.085258,0.54196,23.253,-0.05314,0.54328,1,1.7213,10.38,11.055,6.7213
23.208,-0.084767,0.54982,23.265,-0.052886,0.54983,1,1.755,10.38,11.055,6.755
23.219,-0.084171,0.55758,23.276,-0.052548,0.55634,1,1.7888,10.38,11.055,6.7888
23.231,-0.083319,0.56481,23.288,-0.052029,0.56245,1,1.8225,10.38,11.055,6.8225
23.244,-0.082467,0.57044,23.301,-0.051649,0.56666,1,1.8562,10.38,11.055,6.8562
23.258,-0.081614,0.57607,23.315,-0.05127,0.57087,1,1.89,10.38,11.055,6.89
23.272,-0.080761,0.5817,23.328,-0.050891,0.57508,1,1.9237,10.38,11.055,6.9237
23.285,-0.079909,0.58733,23.341,-0.050511,0.57929,1,1.9575,10.38,11.055,6.9575
23.299,-0.079056,0.59296,23.355,-0.050132,0.58351,1,1.9913,10.38,11.055,6.9913
23.313,-0.078204,0.59859,23.368,-0.049752,0.58772,1,2.025,10.38,11.055,7.025
23.326,-0.076784,0.60396,23.381,-0.048976,0.59181,1,2.0588,10.38,11.055,7.0588
23.341,-0.075641,0.60704,23.395,-0.048426,0.59376,1,2.0925,10.38,11.055,7.0925
23.356,-0.074566,0.6096,23.409,-0.04793,0.59522,1,2.1262,10.38,11.055,7.1262
23.371,-0.073491,0.61216,23.423,-0.047435,0.59668,1,2.16,10.38,11.055,7.16
23.386,-0.072417,0.61472,23.437,-0.04694,0.59814,1,2.1937,10.38,11.055,7.1937
23.401,-0.071342,0.61727,23.45,-0.046445,0.5996,1,2.2275,10.38,11.055,7.2275
23.416,-0.070268,0.61983,23.464,-0.04595,0.60106,1,2.2613,10.38,11.055,7.2613
23.431,-0.068717,0.6223,23.478,-0.045129,0.60246,1,2.295,10.38,11.055,7.295
23.445,-0.067213,0.62328,23.492,-0.044328,0.60263,1,2.3288,10.38,11.055,7.3288
23.46,-0.06607,0.62271,23.505,-0.043762,0.60149,1,2.3625,10.38,11.055,7.3625
23.475,-0.064928,0.62213,23.518,-0.043196,0.60036,1,2.3962,10.38,11.055,7.3962
23.49,-0.063786,0.62156,23.532,-0.04263,0.59923,1,2.43,10.38,11.055,7.43
23.505,-0.062644,0.62099,23.545,-0.042064,0.59809,1,2.4637,10.38,11.055,7.4637
23.519,-0.061501,0.62041,23.558,-0.041498,0.59696,1,2.4975,10.38,11.055,7.4975
23.534,-0.060118,0.61984,23.572,-0.040763,0.59581,1,2.5312,10.38,11.055,7.5312
23.548,-0.058273,0.61889,23.585,-0.039698,0.59436,1,2.565,10.38,11.055,7.565
23.561,-0.057181,0.61589,23.596,-0.039119,0.59126,1,2.5988,10.38,11.055,7.5988
23.575,-0.056088,0.61288,23.608,-0.03854,0.58817,1,2.6325,10.38,11.055,7.6325
23.588,-0.054996,0.60987,23.62,-0.037961,0.58508,1,2.6663,10.38,11.055,7.6663
23.601,-0.053903,0.60687,23.632,-0.037382,0.58199,1,2.7,10.38,11.055,7.7
23.614,-0.052811,0.60386,23.644,-0.036803,0.5789,1,2.7337,10.38,11.055,7.7337
23.628,-0.051718,0.60086,23.656,-0.036224,0.5758,1,2.7675,10.38,11.055,7.7675
23.641,-0.049857,0.59793,23.668,-0.035082,0.57272,1,2.8012,10.38,11.055,7.8012
23.652,-0.048707,0.59372,23.678,-0.034418,0.56864,1,2.835,10.38,11.055,7.835
23.663,-0.047727,0.58922,23.688,-0.033868,0.56433,1,2.8688,10.38,11.055,7.8688
23.675,-0.046748,0.58472,23.699,-0.033318,0.56002,1,2.9025,10.38,11.055,7.9025
23.686,-0.045768,0.58022,23.709,-0.032768,0.55571,1,2.9363,10.38,11.055,7.9363
23.697,-0.044788,0.57572,23.719,-0.032218,0.5514,1,2.97,10.38,11.055,7.97
23.708,-0.043808,0.57122,23.729,-0.031668,0.54709,1,3.0037,10.38,11.055,8.0037
23.719,-0.042379,0.56679,23.739,-0.030771,0.5428,1,3.0375,10.38,11.055,8.0375
