"Q","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.0073494,23.852,0.012163,0.017471,23.854,0.013677,0.016077,7.7898,1,0,10.68,11.445,3.155
-0.0074814,23.851,0.0124,0.017249,23.853,0.013929,0.015845,7.8093,1,0.010035,10.69,11.445,3.155
-0.0076133,23.85,0.012636,0.017027,23.852,0.014181,0.015614,7.8287,1,0.02007,10.7,11.445,3.155
-0.0077733,23.849,0.01279,0.016804,23.851,0.014352,0.015381,7.849,1,0.030105,10.71,11.445,3.155
-0.0079426,23.848,0.012916,0.016582,23.85,0.014497,0.015149,7.8695,1,0.04014,10.72,11.445,3.155
-0.0081118,23.847,0.013043,0.016359,23.849,0.014641,0.014916,7.8901,1,0.050175,10.73,11.445,3.155
-0.008281,23.846,0.013169,0.016136,23.849,0.014786,0.014684,7.9106,1,0.060209,10.74,11.445,3.155
-0.0084502,23.845,0.013296,0.015914,23.848,0.014931,0.014452,7.9312,1,0.070245,10.75,11.445,3.155
-0.0086194,23.844,0.013422,0.015691,23.847,0.015075,0.014219,7.9518,1,0.080279,10.76,11.445,3.155
-0.0087886,23.843,0.013549,0.015468,23.846,0.01522,0.013987,7.9723,1,0.090315,10.77,11.445,3.155
-0.0089578,23.842,0.013675,0.015246,23.845,0.015365,0.013754,7.9929,1,0.10035,10.78,11.445,3.155
-0.009127,23.842,0.013802,0.015023,23.844,0.015509,0.013522,8.0134,1,0.11038,10.79,11.445,3.155
-0.0092962,23.841,0.013928,0.0148,23.843,0.015654,0.013289,8.034,1,0.12042,10.8,11.445,3.155
-0.0094655,23.84,0.014055,0.014578,23.842,0.015799,0.013057,8.0545,1,0.13046,10.81,11.445,3.155
-0.0096347,23.839,0.014181,0.014355,23.841,0.015944,0.012825,8.0751,1,0.14049,10.82,11.445,3.155
-0.0098039,23.838,0.014308,0.014132,23.84,0.016088,0.012592,8.0956,1,0.15053,10.831,11.445,3.155
-0.0099861,23.837,0.014543,0.013891,23.839,0.016342,0.012341,8.1168,1,0.16056,10.841,11.445,3.155
-0.010178,23.836,0.014865,0.013636,23.838,0.016682,0.012075,8.1385,1,0.1706,10.851,11.445,3.155
-0.010395,23.835,0.015148,0.013381,23.837,0.016985,0.011809,8.1608,1,0.18063,10.861,11.445,3.155
-0.010673,23.834,0.015333,0.013125,23.836,0.017192,0.011543,8.1844,1,0.19066,10.871,11.445,3.155
-0.010951,23.833,0.015517,0.012869,23.835,0.017398,0.011276,8.208,1,0.2007,10.881,11.445,3.155
-0.011229,23.831,0.015702,0.012613,23.834,0.017605,0.01101,8.2317,1,0.21073,10.891,11.445,3.155
-0.011507,23.83,0.015887,0.012357,23.833,0.017811,0.010743,8.2553,1,0.22077,10.901,11.445,3.155
-0.011785,23.829,0.016071,0.012101,23.832,0.018018,0.010476,8.2789,1,0.2308,10.911,11.445,3.155
-0.012063,23.828,0.016256,0.011845,23.831,0.018224,0.01021,8.3026,1,0.24084,10.921,11.445,3.155
-0.012341,23.827,0.01644,0.011589,23.83,0.018431,0.009943,8.3262,1,0.25087,10.931,11.445,3.155
-0.012619,23.826,0.016625,0.011333,23.829,0.018637,0.0096763,8.3498,1,0.26091,10.941,11.445,3.155
-0.012897,23.825,0.01681,0.011077,23.827,0.018844,0.0094097,8.3735,1,0.27094,10.951,11.445,3.155
-0.013175,23.824,0.016994,0.010821,23.826,0.019051,0.009143,8.3971,1,0.28098,10.961,11.445,3.155
-0.013453,23.823,0.017179,0.010565,23.825,0.019257,0.0088764,8.4207,1,0.29101,10.971,11.445,3.155
-0.013731,23.821,0.017363,0.01031,23.824,0.019464,0.0086098,8.4444,1,0.30105,10.981,11.445,3.155
-0.01398,23.82,0.01778,0.010022,23.823,0.019902,0.0083115,8.4683,1,0.31108,10.991,11.445,3.155
-0.014226,23.819,0.018224,0.0097315,23.822,0.020368,0.0080095,8.4923,1,0.32112,11.001,11.445,3.155
-0.014605,23.818,0.018544,0.0094401,23.821,0.020714,0.0077065,8.5189,1,0.33115,11.011,11.445,3.155
-0.015028,23.817,0.018824,0.0091485,23.82,0.021019,0.0074034,8.5464,1,0.34119,11.021,11.445,3.155
-0.01545,23.815,0.019103,0.0088569,23.818,0.021325,0.0071002,8.5738,1,0.35122,11.031,11.445,3.155
-0.015873,23.814,0.019383,0.0085653,23.817,0.021631,0.0067971,8.6012,1,0.36126,11.041,11.445,3.155
-0.016295,23.813,0.019662,0.0082738,23.816,0.021936,0.0064939,8.6287,1,0.37129,11.051,11.445,3.155
-0.016718,23.811,0.019941,0.0079822,23.814,0.022242,0.0061907,8.6561,1,0.38133,11.061,11.445,3.155
-0.01714,23.81,0.020221,0.0076906,23.813,0.022548,0.0058875,8.6835,1,0.39137,11.071,11.445,3.155
-0.017563,23.809,0.0205,0.007399,23.812,0.022853,0.0055844,8.711,1,0.4014,11.081,11.445,3.155
-0.017986,23.807,0.02078,0.0071074,23.811,0.023159,0.0052812,8.7384,1,0.41144,11.091,11.445,3.155
-0.018408,23.806,0.021059,0.0068159,23.809,0.023465,0.004978,8.7659,1,0.42147,11.101,11.445,3.155
-0.018831,23.805,0.021339,0.0065243,23.808,0.02377,0.0046749,8.7933,1,0.4315,11.112,11.445,3.155
-0.019243,23.803,0.021653,0.0062316,23.807,0.02411,0.0043707,8.8205,1,0.44154,11.122,11.445,3.155
-0.019586,23.802,0.022212,0.0059312,23.806,0.024695,0.0040597,8.8464,1,0.45157,11.132,11.445,3.155
-0.01997,23.801,0.022753,0.0056307,23.804,0.02526,0.0037485,8.8729,1,0.46161,11.142,11.445,3.155
-0.02068,23.8,0.023144,0.0053297,23.803,0.02568,0.0034363,8.9047,1,0.47164,11.152,11.445,3.155
-0.02139,23.798,0.023535,0.0050287,23.802,0.0261,0.0031241,8.9364,1,0.48168,11.162,11.445,3.155
-0.022101,23.797,0.023925,0.0047278,23.8,0.026519,0.0028119,8.9682,1,0.49171,11.172,11.445,3.155
-0.022811,23.795,0.024316,0.0044268,23.799,0.026939,0.0024997,9,1,0.50175,11.182,11.445,3.155
-0.023521,23.794,0.024707,0.0041258,23.797,0.027359,0.0021876,9.0318,1,0.51178,11.192,11.445,3.155
-0.024231,23.793,0.025098,0.0038248,23.796,0.027779,0.0018753,9.0635,1,0.52182,11.202,11.445,3.155
-0.024942,23.791,0.025489,0.0035239,23.795,0.028199,0.0015632,9.0953,1,0.53185,11.212,11.445,3.155
-0.025652,23.79,0.02588,0.0032229,23.793,0.028619,0.001251,9.1271,1,0.54189,11.222,11.445,3.155
-0.026362,23.788,0.026271,0.002922,23.792,0.029039,0.00093879,9.1589,1,0.55192,11.232,11.445,3.155
-0.027072,23.787,0.026662,0.002621,23.79,0.029458,0.00062661,9.1906,1,0.56196,11.242,11.445,3.155
-0.027774,23.785,0.027148,0.0023049,23.789,0.029975,0.00029903,9.2222,1,0.57199,11.252,11.445,3.155
-0.028442,23.784,0.028022,0.0019277,23.788,0.030881,-9.046e-05,9.2532,1,0.58203,11.262,11.445,3.155
-0.029747,23.782,0.028776,0.0015502,23.786,0.031672,-0.0004809,9.2912,1,0.59206,11.272,11.445,3.155
-0.031411,23.78,0.029464,0.0011726,23.784,0.032398,-0.00087181,9.333,1,0.6021,11.282,11.445,3.155
-0.033076,23.779,0.030151,0.000795,23.783,0.033124,-0.0012628,9.3748,1,0.61213,11.292,11.445,3.155
-0.03474,23.777,0.030839,0.0004174,23.781,0.03385,-0.0016537,9.4166,1,0.62217,11.302,11.445,3.155
-0.036404,23.775,0.031526,3.9765e-05,23.779,0.034576,-0.0020446,9.4584,1,0.63221,11.312,11.445,3.155
-0.038068,23.773,0.032214,-0.00033784,23.777,0.035302,-0.0024355,9.5002,1,0.64224,11.322,11.445,3.155
-0.039732,23.771,0.032901,-0.00071547,23.775,0.036028,-0.0028265,9.5421,1,0.65228,11.332,11.445,3.155
-0.041396,23.769,0.033589,-0.0010931,23.773,0.036755,-0.0032174,9.5839,1,0.66231,11.342,11.445,3.155
