"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
8.7435,0.0011199,0.09491,8.8541,0.00066003,0.068677,1,0,10.38,11.25,5
8.7432,0.0011588,0.10496,8.8539,0.00065042,0.078147,1,0.03375,10.38,11.25,5.0338
8.7429,0.0011976,0.115,8.8537,0.0006408,0.087617,1,0.0675,10.38,11.25,5.0675
8.7428,0.0010963,0.12529,8.8537,0.00062444,0.097196,1,0.10125,10.38,11.25,5.1013
8.7431,0.0008441,0.13584,8.854,0.00060081,0.10689,1,0.135,10.38,11.25,5.135
8.7434,0.00059191,0.14639,8.8542,0.00057718,0.11659,1,0.16875,10.38,11.25,5.1687
8.7437,0.00033971,0.15695,8.8545,0.00055355,0.12628,1,0.2025,10.38,11.25,5.2025
8.7439,8.7506e-05,0.1675,8.8547,0.00052992,0.13598,1,0.23625,10.38,11.25,5.2362
8.7442,-0.00016469,0.17805,8.855,0.00050629,0.14567,1,0.27,10.38,11.25,5.27
8.7445,-0.00041689,0.1886,8.8552,0.00048266,0.15537,1,0.30375,10.38,11.25,5.3038
8.745,-0.00070075,0.19924,8.8556,0.00045767,0.16514,1,0.3375,10.38,11.25,5.3375
8.7465,-0.0011666,0.2104,8.8569,0.00042486,0.17532,1,0.37125,10.38,11.25,5.3713
8.748,-0.0016324,0.22157,8.8582,0.00039206,0.18549,1,0.405,10.38,11.25,5.405
8.7496,-0.0020983,0.23273,8.8594,0.00035925,0.19567,1,0.43875,10.38,11.25,5.4387
8.7511,-0.0025641,0.24389,8.8607,0.00032644,0.20585,1,0.4725,10.38,11.25,5.4725
8.7526,-0.00303,0.25505,8.862,0.00029364,0.21603,1,0.50625,10.38,11.25,5.5062
8.7542,-0.0034958,0.26622,8.8633,0.00026083,0.22621,1,0.54,10.38,11.25,5.54
8.7557,-0.0039617,0.27738,8.8646,0.00022802,0.23639,1,0.57375,10.38,11.25,5.5738
8.7585,-0.0044897,0.28892,8.8669,0.00019766,0.24693,1,0.6075,10.38,11.25,5.6075
8.7615,-0.0050318,0.30055,8.8694,0.00016785,0.25756,1,0.64125,10.38,11.25,5.6413
8.7646,-0.0055739,0.31218,8.872,0.00013804,0.26819,1,0.675,10.38,11.25,5.675
8.7676,-0.006116,0.32381,8.8745,0.00010823,0.27882,1,0.70875,10.38,11.25,5.7087
8.7707,-0.0066581,0.33545,8.8771,7.8424e-05,0.28945,1,0.7425,10.38,11.25,5.7425
8.7737,-0.0072002,0.34708,8.8796,4.8614e-05,0.30008,1,0.77625,10.38,11.25,5.7762
8.7768,-0.0077423,0.35871,8.8822,1.8805e-05,0.31071,1,0.81,10.38,11.25,5.81
8.7808,-0.0082591,0.37047,8.8856,-8.9865e-06,0.32152,1,0.84375,10.38,11.25,5.8438
8.7859,-0.0087485,0.38237,8.89,-3.4605e-05,0.33253,1,0.8775,10.38,11.25,5.8775
8.7909,-0.009238,0.39427,8.8944,-6.0224e-05,0.34353,1,0.91125,10.38,11.25,5.9113
8.796,-0.0097274,0.40617,8.8988,-8.5843e-05,0.35454,1,0.945,10.38,11.25,5.945
8.8011,-0.010217,0.41807,8.9031,-0.00011146,0.36554,1,0.97875,10.38,11.25,5.9788
8.8061,-0.010706,0.42997,8.9075,-0.00013708,0.37655,1,1.0125,10.38,11.25,6.0125
8.8112,-0.011196,0.44188,8.9119,-0.0001627,0.38756,1,1.0462,10.38,11.25,6.0462
8.8166,-0.011662,0.45375,8.9166,-0.00018723,0.39856,1,1.08,10.38,11.25,6.08
8.8241,-0.011999,0.46547,8.9234,-0.00020553,0.40956,1,1.1137,10.38,11.25,6.1137
8.8316,-0.012335,0.47718,8.9301,-0.00022382,0.42055,1,1.1475,10.38,11.25,6.1475
8.8391,-0.012672,0.4889,8.9368,-0.00024212,0.43155,1,1.1813,10.38,11.25,6.1813
8.8466,-0.013008,0.50062,8.9435,-0.00026042,0.44254,1,1.215,10.38,11.25,6.215
8.8541,-0.013345,0.51234,8.9502,-0.00027871,0.45354,1,1.2488,10.38,11.25,6.2488
8.8616,-0.013681,0.52406,8.9569,-0.00029701,0.46453,1,1.2825,10.38,11.25,6.2825
8.8691,-0.014017,0.53577,8.9636,-0.0003153,0.47552,1,1.3162,10.38,11.25,6.3162
8.8787,-0.014185,0.5468,8.9726,-0.00032727,0.486,1,1.35,10.38,11.25,6.35
8.8889,-0.014315,0.55768,8.982,-0.00033781,0.49635,1,1.3837,10.38,11.25,6.3837
8.8991,-0.014445,0.56856,8.9914,-0.00034835,0.5067,1,1.4175,10.38,11.25,6.4175
8.9093,-0.014574,0.57943,9.0008,-0.00035888,0.51705,1,1.4513,10.38,11.25,6.4513
8.9195,-0.014704,0.59031,9.0102,-0.00036942,0.52741,1,1.485,10.38,11.25,6.485
8.9297,-0.014834,0.60118,9.0197,-0.00037995,0.53776,1,1.5188,10.38,11.25,6.5188
8.9398,-0.014963,0.61206,9.0291,-0.00039049,0.54811,1,1.5525,10.38,11.25,6.5525
8.9513,-0.014994,0.62214,9.0398,-0.00039764,0.55775,1,1.5862,10.38,11.25,6.5862
8.9642,-0.014917,0.63136,9.052,-0.00040116,0.56662,1,1.62,10.38,11.25,6.62
8.977,-0.014841,0.64058,9.0642,-0.00040468,0.5755,1,1.6537,10.38,11.25,6.6537
8.9898,-0.014764,0.6498,9.0764,-0.0004082,0.58437,1,1.6875,10.38,11.25,6.6875
9.0027,-0.014688,0.65903,9.0886,-0.00041172,0.59324,1,1.7213,10.38,11.25,6.7213
9.0155,-0.014611,0.66825,9.1008,-0.00041524,0.60211,1,1.755,10.38,11.25,6.755
9.0284,-0.014535,0.67747,9.113,-0.00041876,0.61098,1,1.7888,10.38,11.25,6.7888
9.0415,-0.014435,0.68633,9.1256,-0.00042143,0.6195,1,1.8225,10.38,11.25,6.8225
9.0566,-0.014202,0.69307,9.1402,-0.00041927,0.62596,1,1.8562,10.38,11.25,6.8562
9.0717,-0.013969,0.69981,9.1548,-0.00041711,0.63243,1,1.89,10.38,11.25,6.89
9.0867,-0.013736,0.70655,9.1694,-0.00041495,0.6389,1,1.9237,10.38,11.25,6.9237
9.1018,-0.013503,0.71329,9.184,-0.00041278,0.64537,1,1.9575,10.38,11.25,6.9575
9.1169,-0.01327,0.72003,9.1986,-0.00041062,0.65183,1,1.9913,10.38,11.25,6.9913
9.132,-0.013036,0.72677,9.2132,-0.00040846,0.6583,1,2.025,10.38,11.25,7.025
9.147,-0.012803,0.73351,9.2278,-0.0004063,0.66477,1,2.0588,10.38,11.25,7.0588
9.1632,-0.012504,0.73772,9.2436,-0.00040034,0.66867,1,2.0925,10.38,11.25,7.0925
9.1795,-0.012189,0.74136,9.2596,-0.00039352,0.672,1,2.1262,10.38,11.25,7.1262
9.1959,-0.011874,0.74499,9.2757,-0.0003867,0.67532,1,2.16,10.38,11.25,7.16
9.2123,-0.011559,0.74862,9.2917,-0.00037988,0.67865,1,2.1937,10.38,11.25,7.1937
9.2287,-0.011244,0.75226,9.3078,-0.00037306,0.68197,1,2.2275,10.38,11.25,7.2275
9.245,-0.010929,0.75589,9.3238,-0.00036624,0.6853,1,2.2613,10.38,11.25,7.2613
9.2614,-0.010615,0.75953,9.3399,-0.00035942,0.68862,1,2.295,10.38,11.25,7.295
9.2778,-0.010295,0.76162,9.3559,-0.00035096,0.69037,1,2.3288,10.38,11.25,7.3288
9.2942,-0.0099697,0.76206,9.372,-0.00034073,0.69041,1,2.3625,10.38,11.25,7.3625
9.3106,-0.0096446,0.7625,9.388,-0.00033049,0.69046,1,2.3962,10.38,11.25,7.3962
9.327,-0.0093195,0.76294,9.4041,-0.00032026,0.69051,1,2.43,10.38,11.25,7.43
9.3434,-0.0089944,0.76337,9.4201,-0.00031003,0.69055,1,2.4637,10.38,11.25,7.4637
9.3598,-0.0086692,0.76381,9.4362,-0.0002998,0.6906,1,2.4975,10.38,11.25,7.4975
9.3762,-0.0083441,0.76425,9.4523,-0.00028957,0.69065,1,2.5312,10.38,11.25,7.5312
9.3924,-0.0080245,0.76429,9.4681,-0.00027915,0.69029,1,2.565,10.38,11.25,7.565
9.4077,-0.0077364,0.76204,9.483,-0.00026767,0.68762,1,2.5988,10.38,11.25,7.5988
9.423,-0.0074483,0.7598,9.4978,-0.00025618,0.68494,1,2.6325,10.38,11.25,7.6325
9.4383,-0.0071602,0.75755,9.5126,-0.00024469,0.68227,1,2.6663,10.38,11.25,7.6663
9.4537,-0.0068721,0.7553,9.5275,-0.00023321,0.67959,1,2.7,10.38,11.25,7.7
9.469,-0.006584,0.75306,9.5423,-0.00022172,0.67692,1,2.7337,10.38,11.25,7.7337
9.4843,-0.0062959,0.75081,9.5571,-0.00021023,0.67424,1,2.7675,10.38,11.25,7.7675
9.4996,-0.0060078,0.74856,9.572,-0.00019875,0.67157,1,2.8012,10.38,11.25,7.8012
9.5135,-0.0057663,0.74476,9.5853,-0.00018772,0.66737,1,2.835,10.38,11.25,7.835
9.5271,-0.0055353,0.74061,9.5983,-0.0001768,0.66284,1,2.8688,10.38,11.25,7.8688
9.5407,-0.0053043,0.73646,9.6113,-0.00016587,0.6583,1,2.9025,10.38,11.25,7.9025
9.5543,-0.0050733,0.7323,9.6242,-0.00015495,0.65376,1,2.9363,10.38,11.25,7.9363
9.568,-0.0048424,0.72815,9.6372,-0.00014403,0.64922,1,2.97,10.38,11.25,7.97
9.5816,-0.0046114,0.724,9.6502,-0.0001331,0.64468,1,3.0037,10.38,11.25,8.0037
9.5952,-0.0043804,0.71984,9.6632,-0.00012218,0.64014,1,3.0375,10.38,11.25,8.0375
9.6079,-0.0041771,0.71513,9.6752,-0.000112,0.63509,1,3.0712,10.38,11.25,8.0712
9.6196,-0.0040036,0.70981,9.6861,-0.00010261,0.62948,1,3.105,10.38,11.25,8.105
9.6313,-0.00383,0.70449,9.697,-9.3221e-05,0.62388,1,3.1388,10.38,11.25,8.1388
9.643,-0.0036565,0.69917,9.708,-8.3833e-05,0.61827,1,3.1725,10.38,11.25,8.1725
9.6547,-0.003483,0.69386,9.7189,-7.4444e-05,0.61267,1,3.2063,10.38,11.25,8.2063
9.6664,-0.0033095,0.68854,9.7299,-6.5056e-05,0.60706,1,3.24,10.38,11.25,8.24
9.6781,-0.003136,0.68322,9.7408,-5.5667e-05,0.60146,1,3.2738,10.38,11.25,8.2738
9.6895,-0.0029696,0.67781,9.7514,-4.6556e-05,0.59579,1,3.3075,10.38,11.25,8.3075
9.6993,-0.0028444,0.67192,9.7604,-3.9032e-05,0.58973,1,3.3413,10.38,11.25,8.3413
9.7092,-0.0027192,0.66602,9.7694,-3.1509e-05,0.58367,1,3.375,10.38,11.25,8.375
