"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.3818,0.18796,-0.11839,9.382,0.18647,-0.11915,8.7532,1,1.1239,11.804,12.25,3.155
9.3793,0.18895,-0.11984,9.3795,0.18745,-0.12061,8.7776,1,1.134,11.814,12.25,3.155
9.3768,0.18995,-0.1213,9.377,0.18843,-0.12207,8.8019,1,1.144,11.824,12.25,3.155
9.3743,0.19095,-0.12275,9.3745,0.18941,-0.12354,8.8263,1,1.154,11.834,12.25,3.155
9.3718,0.19195,-0.12421,9.372,0.19039,-0.125,8.8507,1,1.1641,11.844,12.25,3.155
9.3693,0.19295,-0.12566,9.3695,0.19136,-0.12646,8.875,1,1.1741,11.854,12.25,3.155
9.3668,0.19395,-0.12712,9.367,0.19234,-0.12792,8.8994,1,1.1841,11.864,12.25,3.155
9.3643,0.19487,-0.12859,9.3645,0.19324,-0.1294,8.9243,1,1.1942,11.874,12.25,3.155
9.3617,0.19589,-0.13014,9.3618,0.19423,-0.13097,8.9501,1,1.2042,11.884,12.25,3.155
9.359,0.19696,-0.13173,9.3592,0.19528,-0.13256,8.976,1,1.2142,11.894,12.25,3.155
9.3564,0.19803,-0.13331,9.3565,0.19633,-0.13416,9.0019,1,1.2243,11.904,12.25,3.155
9.3538,0.19911,-0.13489,9.3539,0.19738,-0.13575,9.0279,1,1.2343,11.914,12.25,3.155
9.3511,0.20018,-0.13648,9.3512,0.19842,-0.13734,9.0538,1,1.2443,11.924,12.25,3.155
9.3485,0.20125,-0.13806,9.3486,0.19947,-0.13894,9.0797,1,1.2544,11.934,12.25,3.155
9.3459,0.20233,-0.13965,9.3459,0.20052,-0.14053,9.1056,1,1.2644,11.944,12.25,3.155
9.3432,0.2034,-0.14123,9.3433,0.20157,-0.14212,9.1315,1,1.2744,11.954,12.25,3.155
9.3406,0.20447,-0.14281,9.3406,0.20262,-0.14372,9.1574,1,1.2845,11.964,12.25,3.155
9.338,0.20555,-0.1444,9.338,0.20366,-0.14531,9.1833,1,1.2945,11.975,12.25,3.155
9.3353,0.20653,-0.146,9.3353,0.20462,-0.14693,9.21,1,1.3046,11.985,12.25,3.155
9.3325,0.20763,-0.1477,9.3325,0.20569,-0.14864,9.2375,1,1.3146,11.995,12.25,3.155
9.3297,0.20879,-0.14943,9.3297,0.20682,-0.15038,9.2651,1,1.3246,12.005,12.25,3.155
9.3269,0.20994,-0.15115,9.3269,0.20794,-0.15212,9.2927,1,1.3347,12.015,12.25,3.155
9.3242,0.2111,-0.15288,9.3241,0.20907,-0.15386,9.3203,1,1.3447,12.025,12.25,3.155
9.3214,0.21226,-0.15461,9.3213,0.21019,-0.1556,9.348,1,1.3547,12.035,12.25,3.155
9.3186,0.21341,-0.15634,9.3185,0.21132,-0.15734,9.3756,1,1.3648,12.045,12.25,3.155
9.3158,0.21457,-0.15806,9.3157,0.21245,-0.15908,9.4032,1,1.3748,12.055,12.25,3.155
9.313,0.21572,-0.15979,9.3129,0.21357,-0.16082,9.4308,1,1.3848,12.065,12.25,3.155
9.3102,0.21688,-0.16152,9.3101,0.2147,-0.16256,9.4585,1,1.3949,12.075,12.25,3.155
9.3075,0.21804,-0.16324,9.3073,0.21582,-0.1643,9.4861,1,1.4049,12.085,12.25,3.155
9.3046,0.21912,-0.16499,9.3044,0.21687,-0.16605,9.5143,1,1.4149,12.095,12.25,3.155
9.3017,0.22027,-0.16683,9.3015,0.21799,-0.16791,9.5437,1,1.425,12.105,12.25,3.155
9.2987,0.22152,-0.16872,9.2985,0.2192,-0.16981,9.5733,1,1.435,12.115,12.25,3.155
9.2958,0.22277,-0.1706,9.2955,0.22041,-0.17171,9.6028,1,1.445,12.125,12.25,3.155
9.2928,0.22402,-0.17249,9.2926,0.22162,-0.17362,9.6324,1,1.4551,12.135,12.25,3.155
9.2899,0.22526,-0.17438,9.2896,0.22284,-0.17552,9.6619,1,1.4651,12.145,12.25,3.155
9.2869,0.22651,-0.17626,9.2866,0.22405,-0.17742,9.6915,1,1.4751,12.155,12.25,3.155
9.284,0.22776,-0.17815,9.2836,0.22526,-0.17932,9.7211,1,1.4852,12.165,12.25,3.155
9.281,0.22901,-0.18004,9.2807,0.22647,-0.18123,9.7506,1,1.4952,12.175,12.25,3.155
9.2781,0.23026,-0.18192,9.2777,0.22768,-0.18313,9.7802,1,1.5052,12.185,12.25,3.155
9.2751,0.23151,-0.18381,9.2747,0.2289,-0.18503,9.8097,1,1.5153,12.195,12.25,3.155
9.2722,0.23273,-0.1857,9.2717,0.23008,-0.18694,9.8396,1,1.5253,12.205,12.25,3.155
9.269,0.23389,-0.18768,9.2686,0.2312,-0.18893,9.8709,1,1.5354,12.215,12.25,3.155
9.2659,0.23524,-0.18974,9.2655,0.23251,-0.19101,9.9026,1,1.5454,12.225,12.25,3.155
9.2628,0.23659,-0.1918,9.2623,0.23382,-0.1931,9.9344,1,1.5554,12.235,12.25,3.155
9.2596,0.23795,-0.19387,9.2591,0.23512,-0.19518,9.9662,1,1.5655,12.245,12.25,3.155
9.2565,0.2393,-0.19593,9.256,0.23643,-0.19727,9.998,1,1.5755,12.255,12.25,3.155
9.2534,0.24065,-0.198,9.2528,0.23774,-0.19935,10.03,1,1.5855,12.266,12.25,3.155
9.2502,0.242,-0.20006,9.2496,0.23905,-0.20144,10.061,1,1.5956,12.276,12.25,3.155
9.2471,0.24335,-0.20213,9.2465,0.24036,-0.20352,10.093,1,1.6056,12.286,12.25,3.155
9.244,0.24471,-0.20419,9.2433,0.24167,-0.20561,10.125,1,1.6156,12.296,12.25,3.155
9.2408,0.24606,-0.20626,9.2401,0.24297,-0.20769,10.157,1,1.6257,12.306,12.25,3.155
9.2377,0.24741,-0.20832,9.237,0.24428,-0.20978,10.189,1,1.6357,12.316,12.25,3.155
9.2345,0.24863,-0.21042,9.2337,0.24545,-0.21189,10.222,1,1.6457,12.326,12.25,3.155
9.2311,0.25005,-0.21266,9.2304,0.24682,-0.21416,10.256,1,1.6558,12.336,12.25,3.155
9.2278,0.25152,-0.21493,9.227,0.24824,-0.21645,10.29,1,1.6658,12.346,12.25,3.155
9.2245,0.25299,-0.21719,9.2236,0.24966,-0.21874,10.324,1,1.6758,12.356,12.25,3.155
9.2211,0.25446,-0.21945,9.2202,0.25107,-0.22103,10.359,1,1.6859,12.366,12.25,3.155
9.2178,0.25593,-0.22172,9.2169,0.25249,-0.22332,10.393,1,1.6959,12.376,12.25,3.155
9.2145,0.2574,-0.22398,9.2135,0.25391,-0.2256,10.427,1,1.7059,12.386,12.25,3.155
9.2111,0.25887,-0.22625,9.2101,0.25532,-0.22789,10.462,1,1.716,12.396,12.25,3.155
9.2078,0.26034,-0.22851,9.2068,0.25674,-0.23018,10.496,1,1.726,12.406,12.25,3.155
9.2044,0.26181,-0.23078,9.2034,0.25816,-0.23247,10.53,1,1.7361,12.416,12.25,3.155
9.2011,0.26328,-0.23304,9.2,0.25957,-0.23476,10.565,1,1.7461,12.426,12.25,3.155
9.1978,0.26474,-0.23531,9.1966,0.26097,-0.23706,10.599,1,1.7561,12.436,12.25,3.155
9.1942,0.26607,-0.23766,9.1931,0.26224,-0.23943,10.635,1,1.7662,12.446,12.25,3.155
9.1907,0.26767,-0.24014,9.1895,0.26378,-0.24195,10.673,1,1.7762,12.456,12.25,3.155
9.1871,0.26928,-0.24263,9.1859,0.26532,-0.24447,10.71,1,1.7862,12.466,12.25,3.155
9.1836,0.27088,-0.24512,9.1823,0.26686,-0.24699,10.747,1,1.7963,12.476,12.25,3.155
9.18,0.27248,-0.24761,9.1787,0.2684,-0.24951,10.784,1,1.8063,12.486,12.25,3.155
9.1764,0.27409,-0.2501,9.1751,0.26993,-0.25203,10.822,1,1.8163,12.496,12.25,3.155
9.1729,0.27569,-0.25259,9.1715,0.27147,-0.25455,10.859,1,1.8264,12.506,12.25,3.155
9.1693,0.27729,-0.25507,9.1678,0.27301,-0.25707,10.896,1,1.8364,12.516,12.25,3.155
9.1658,0.2789,-0.25756,9.1642,0.27455,-0.25959,10.933,1,1.8464,12.526,12.25,3.155
9.1622,0.2805,-0.26005,9.1606,0.27609,-0.26211,10.971,1,1.8565,12.536,12.25,3.155
9.1586,0.2821,-0.26254,9.157,0.27763,-0.26463,11.008,1,1.8665,12.547,12.25,3.155
9.155,0.28365,-0.26504,9.1534,0.27911,-0.26716,11.046,1,1.8765,12.557,12.25,3.155
9.1513,0.28517,-0.26765,9.1496,0.28055,-0.26981,11.086,1,1.8866,12.567,12.25,3.155
9.1475,0.28693,-0.27039,9.1457,0.28222,-0.27259,11.126,1,1.8966,12.577,12.25,3.155
9.1436,0.28868,-0.27314,9.1418,0.2839,-0.27538,11.167,1,1.9066,12.587,12.25,3.155
9.1398,0.29044,-0.27588,9.138,0.28558,-0.27816,11.208,1,1.9167,12.597,12.25,3.155
9.136,0.29219,-0.27862,9.1341,0.28725,-0.28094,11.248,1,1.9267,12.607,12.25,3.155
9.1322,0.29395,-0.28136,9.1302,0.28893,-0.28372,11.289,1,1.9368,12.617,12.25,3.155
9.1284,0.29571,-0.2841,9.1264,0.2906,-0.2865,11.33,1,1.9468,12.627,12.25,3.155
9.1246,0.29746,-0.28684,9.1225,0.29228,-0.28928,11.37,1,1.9568,12.637,12.25,3.155
9.1208,0.29922,-0.28958,9.1186,0.29395,-0.29207,11.411,1,1.9669,12.647,12.25,3.155
9.117,0.30097,-0.29232,9.1148,0.29563,-0.29485,11.452,1,1.9769,12.657,12.25,3.155
9.1132,0.30273,-0.29506,9.1109,0.29731,-0.29763,11.492,1,1.9869,12.667,12.25,3.155
9.1093,0.30442,-0.29781,9.107,0.29892,-0.30042,11.534,1,1.997,12.677,12.25,3.155
9.1053,0.30609,-0.30069,9.1029,0.30049,-0.30335,11.578,1,2.007,12.687,12.25,3.155
9.1012,0.30802,-0.30372,9.0987,0.30232,-0.30643,11.622,1,2.017,12.697,12.25,3.155
9.0971,0.30995,-0.30675,9.0946,0.30415,-0.30951,11.667,1,2.0271,12.707,12.25,3.155
9.093,0.31188,-0.30977,9.0904,0.30598,-0.31259,11.712,1,2.0371,12.717,12.25,3.155
9.0889,0.31381,-0.3128,9.0862,0.30782,-0.31567,11.756,1,2.0471,12.727,12.25,3.155
9.0848,0.31575,-0.31582,9.0821,0.30965,-0.31874,11.801,1,2.0572,12.737,12.25,3.155
9.0807,0.31768,-0.31885,9.0779,0.31148,-0.32182,11.846,1,2.0672,12.747,12.25,3.155
9.0767,0.31961,-0.32187,9.0737,0.31331,-0.3249,11.891,1,2.0772,12.757,12.25,3.155
9.0726,0.32154,-0.3249,9.0696,0.31514,-0.32798,11.935,1,2.0873,12.767,12.25,3.155
9.0685,0.32347,-0.32793,9.0654,0.31698,-0.33106,11.98,1,2.0973,12.777,12.25,3.155
9.0644,0.3254,-0.33095,9.0613,0.31881,-0.33414,12.025,1,2.1073,12.787,12.25,3.155
9.0603,0.32731,-0.33398,9.0571,0.32062,-0.33722,12.07,1,2.1174,12.797,12.25,3.155
9.0559,0.32906,-0.33711,9.0527,0.32225,-0.34041,12.118,1,2.1274,12.807,12.25,3.155
9.0515,0.3312,-0.34046,9.0482,0.32426,-0.34383,12.168,1,2.1375,12.817,12.25,3.155
9.0471,0.33333,-0.34381,9.0437,0.32627,-0.34725,12.217,1,2.1475,12.827,12.25,3.155
9.0428,0.33547,-0.34716,9.0392,0.32829,-0.35067,12.267,1,2.1575,12.838,12.25,3.155
9.0384,0.3376,-0.35051,9.0347,0.3303,-0.35409,12.316,1,2.1676,12.848,12.25,3.155
9.034,0.33974,-0.35386,9.0302,0.33231,-0.35751,12.366,1,2.1776,12.858,12.25,3.155
9.0296,0.34187,-0.35721,9.0257,0.33432,-0.36093,12.415,1,2.1876,12.868,12.25,3.155
9.0252,0.34401,-0.36056,9.0212,0.33633,-0.36435,12.465,1,2.1977,12.878,12.25,3.155
9.0208,0.34614,-0.36391,9.0167,0.33834,-0.36777,12.514,1,2.2077,12.888,12.25,3.155
9.0164,0.34827,-0.36726,9.0122,0.34035,-0.37118,12.564,1,2.2177,12.898,12.25,3.155
9.012,0.35041,-0.37061,9.0077,0.34236,-0.3746,12.614,1,2.2278,12.908,12.25,3.155
9.0076,0.35254,-0.37396,9.0032,0.34437,-0.37802,12.663,1,2.2378,12.918,12.25,3.155
9.003,0.35448,-0.37735,8.9986,0.34616,-0.38148,12.716,1,2.2478,12.928,12.25,3.155
8.9982,0.35675,-0.38101,8.9937,0.34828,-0.38523,12.771,1,2.2579,12.938,12.25,3.155
8.9935,0.35912,-0.38473,8.9888,0.3505,-0.38904,12.826,1,2.2679,12.948,12.25,3.155
8.9887,0.36149,-0.38845,8.984,0.35271,-0.39285,12.882,1,2.2779,12.958,12.25,3.155
8.984,0.36386,-0.39217,8.9791,0.35493,-0.39666,12.937,1,2.288,12.968,12.25,3.155
8.9792,0.36623,-0.39588,8.9742,0.35715,-0.40048,12.993,1,2.298,12.978,12.25,3.155
8.9745,0.36861,-0.3996,8.9693,0.35937,-0.40429,13.048,1,2.3081,12.988,12.25,3.155
8.9697,0.37098,-0.40332,8.9645,0.36158,-0.4081,13.103,1,2.3181,12.998,12.25,3.155
8.965,0.37335,-0.40704,8.9596,0.3638,-0.41191,13.159,1,2.3281,13.008,12.25,3.155
8.9602,0.37572,-0.41076,8.9547,0.36602,-0.41572,13.214,1,2.3382,13.018,12.25,3.155
8.9555,0.37809,-0.41448,8.9498,0.36824,-0.41954,13.27,1,2.3482,13.028,12.25,3.155
8.9508,0.38046,-0.4182,8.945,0.37045,-0.42335,13.325,1,2.3582,13.038,12.25,3.155
8.9459,0.38278,-0.42193,8.94,0.37261,-0.42717,13.381,1,2.3683,13.048,12.25,3.155
8.9409,0.38499,-0.4258,8.9348,0.37463,-0.43113,13.443,1,2.3783,13.058,12.25,3.155
8.9357,0.38765,-0.42994,8.9295,0.37708,-0.4354,13.505,1,2.3883,13.068,12.25,3.155
8.9306,0.3903,-0.43409,8.9242,0.37954,-0.43967,13.568,1,2.3984,13.078,12.25,3.155
8.9254,0.39295,-0.43823,8.9189,0.382,-0.44393,13.63,1,2.4084,13.088,12.25,3.155
8.9203,0.3956,-0.44237,8.9136,0.38446,-0.4482,13.693,1,2.4184,13.098,12.25,3.155
8.9151,0.39826,-0.44652,8.9083,0.38691,-0.45247,13.756,1,2.4285,13.108,12.25,3.155
8.91,0.40091,-0.45066,8.9029,0.38937,-0.45674,13.818,1,2.4385,13.119,12.25,3.155
8.9048,0.40356,-0.4548,8.8976,0.39183,-0.461,13.881,1,2.4485,13.129,12.25,3.155
8.8997,0.40621,-0.45895,8.8923,0.39428,-0.46527,13.944,1,2.4586,13.139,12.25,3.155
8.8945,0.40887,-0.46309,8.887,0.39674,-0.46954,14.006,1,2.4686,13.149,12.25,3.155
8.8894,0.41152,-0.46723,8.8817,0.3992,-0.47381,14.069,1,2.4786,13.159,12.25,3.155
8.8842,0.41417,-0.47138,8.8764,0.40166,-0.47807,14.131,1,2.4887,13.169,12.25,3.155
8.8789,0.41668,-0.47555,8.8709,0.40395,-0.48236,14.197,1,2.4987,13.179,12.25,3.155
8.8734,0.41933,-0.47996,8.8652,0.40635,-0.48692,14.268,1,2.5087,13.189,12.25,3.155
