"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7.8135,-0.039108,0.4558,8.0197,-0.018691,0.42847,1,0,13.53,11.055,5
7.8241,0.0063276,0.47677,8.0288,0.028979,0.45016,1,0.03375,13.53,11.055,5.0338
7.8346,0.051764,0.49775,8.038,0.076649,0.47186,1,0.0675,13.53,11.055,5.0675
7.813,0.095952,0.51222,8.0143,0.12203,0.48646,1,0.10125,13.53,11.055,5.1013
7.7567,0.1388,0.51971,7.9554,0.16493,0.49342,1,0.135,13.53,11.055,5.135
7.7004,0.18164,0.52719,7.8964,0.20784,0.50039,1,0.16875,13.53,11.055,5.1687
7.644,0.22448,0.53467,7.8374,0.25074,0.50735,1,0.2025,13.53,11.055,5.2025
7.5877,0.26733,0.54215,7.7785,0.29365,0.51432,1,0.23625,13.53,11.055,5.2362
7.5314,0.31017,0.54963,7.7195,0.33656,0.52128,1,0.27,13.53,11.055,5.27
7.4777,0.35064,0.5515,7.6635,0.37696,0.52243,1,0.30375,13.53,11.055,5.3038
7.4307,0.38526,0.53955,7.6146,0.41122,0.50925,1,0.3375,13.53,11.055,5.3375
7.3837,0.41988,0.5276,7.5657,0.44548,0.49607,1,0.37125,13.53,11.055,5.3713
7.3367,0.4545,0.51565,7.5168,0.47973,0.4829,1,0.405,13.53,11.055,5.405
7.2896,0.48911,0.5037,7.4679,0.51399,0.46972,1,0.43875,13.53,11.055,5.4387
7.2426,0.52373,0.49175,7.419,0.54825,0.45654,1,0.4725,13.53,11.055,5.4725
7.1956,0.55835,0.4798,7.37,0.5825,0.44337,1,0.50625,13.53,11.055,5.5062
7.1485,0.59297,0.46785,7.3211,0.61676,0.43019,1,0.54,13.53,11.055,5.54
7.1015,0.62759,0.4559,7.2722,0.65102,0.41701,1,0.57375,13.53,11.055,5.5738
7.0338,0.62396,0.45733,7.2074,0.64618,0.41801,1,0.6075,13.53,11.055,5.6075
6.9613,0.61164,0.46181,7.139,0.63245,0.42222,1,0.64125,13.53,11.055,5.6413
6.8888,0.59932,0.46628,7.0706,0.61873,0.42643,1,0.675,13.53,11.055,5.675
6.8164,0.587,0.47076,7.0022,0.605,0.43065,1,0.70875,13.53,11.055,5.7087
6.7439,0.57467,0.47523,6.9338,0.59128,0.43486,1,0.7425,13.53,11.055,5.7425
6.6715,0.56235,0.4797,6.8654,0.57755,0.43907,1,0.77625,13.53,11.055,5.7762
6.5981,0.5535,0.47534,6.7962,0.56711,0.43403,1,0.81,13.53,11.055,5.81
6.5242,0.54676,0.46561,6.7264,0.55866,0.42336,1,0.84375,13.53,11.055,5.8438
6.4503,0.54001,0.45588,6.6567,0.55021,0.41269,1,0.8775,13.53,11.055,5.8775
6.3764,0.53327,0.44615,6.5869,0.54176,0.40202,1,0.91125,13.53,11.055,5.9113
