"Q","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.021068,9.6806,0.13035,0.24244,9.6818,0.13002,0.24151,5.1963,1,0,10.68,12.745,6.845
-0.021286,9.6793,0.13097,0.24326,9.6805,0.13064,0.24233,5.2079,1,0.010035,10.69,12.745,6.845
-0.021503,9.678,0.13159,0.24408,9.6793,0.13126,0.24314,5.2196,1,0.02007,10.7,12.745,6.845
-0.021721,9.6768,0.13222,0.24489,9.678,0.13188,0.24396,5.2312,1,0.030105,10.71,12.745,6.845
-0.021938,9.6755,0.13284,0.24571,9.6767,0.1325,0.24478,5.2428,1,0.04014,10.72,12.745,6.845
-0.022155,9.6742,0.13346,0.24653,9.6755,0.13312,0.24559,5.2544,1,0.050175,10.73,12.745,6.845
-0.022373,9.673,0.13409,0.24734,9.6742,0.13374,0.24641,5.2661,1,0.060209,10.74,12.745,6.845
-0.02259,9.6717,0.13471,0.24816,9.673,0.13436,0.24723,5.2777,1,0.070245,10.75,12.745,6.845
-0.022808,9.6704,0.13533,0.24898,9.6717,0.13498,0.24805,5.2893,1,0.080279,10.76,12.745,6.845
-0.023025,9.6691,0.13596,0.24979,9.6704,0.1356,0.24886,5.301,1,0.090315,10.77,12.745,6.845
-0.023243,9.6679,0.13658,0.25061,9.6692,0.13622,0.24968,5.3126,1,0.10035,10.78,12.745,6.845
-0.02346,9.6666,0.1372,0.25143,9.6679,0.13684,0.2505,5.3242,1,0.11038,10.79,12.745,6.845
-0.023678,9.6653,0.13783,0.25224,9.6666,0.13746,0.25131,5.3358,1,0.12042,10.8,12.745,6.845
-0.023895,9.6641,0.13845,0.25306,9.6654,0.13808,0.25213,5.3475,1,0.13046,10.81,12.745,6.845
-0.02412,9.6627,0.13903,0.25389,9.6641,0.13866,0.25297,5.3596,1,0.14049,10.82,12.745,6.845
-0.024347,9.6614,0.1396,0.25473,9.6627,0.13923,0.2538,5.3718,1,0.15053,10.831,12.745,6.845
-0.024596,9.6601,0.14023,0.25559,9.6614,0.13986,0.25467,5.3841,1,0.16056,10.841,12.745,6.845
-0.024861,9.6587,0.14091,0.25647,9.6601,0.14053,0.25555,5.3964,1,0.1706,10.851,12.745,6.845
-0.025126,9.6574,0.14159,0.25735,9.6587,0.14121,0.25643,5.4087,1,0.18063,10.861,12.745,6.845
-0.025391,9.656,0.14227,0.25824,9.6574,0.14188,0.25732,5.421,1,0.19066,10.871,12.745,6.845
-0.025656,9.6546,0.14295,0.25912,9.656,0.14256,0.2582,5.4334,1,0.2007,10.881,12.745,6.845
-0.025921,9.6533,0.14363,0.26,9.6547,0.14323,0.25908,5.4457,1,0.21073,10.891,12.745,6.845
-0.026186,9.6519,0.14431,0.26088,9.6533,0.14391,0.25996,5.458,1,0.22077,10.901,12.745,6.845
-0.026451,9.6506,0.14499,0.26176,9.652,0.14459,0.26085,5.4703,1,0.2308,10.911,12.745,6.845
-0.026716,9.6492,0.14567,0.26264,9.6506,0.14526,0.26173,5.4826,1,0.24084,10.921,12.745,6.845
-0.026981,9.6479,0.14635,0.26353,9.6493,0.14594,0.26261,5.4949,1,0.25087,10.931,12.745,6.845
-0.027246,9.6465,0.14703,0.26441,9.6479,0.14661,0.2635,5.5072,1,0.26091,10.941,12.745,6.845
-0.027511,9.6452,0.14771,0.26529,9.6466,0.14729,0.26438,5.5195,1,0.27094,10.951,12.745,6.845
-0.027777,9.6438,0.14839,0.26617,9.6452,0.14797,0.26526,5.5318,1,0.28098,10.961,12.745,6.845
-0.028054,9.6424,0.14901,0.26708,9.6438,0.14859,0.26617,5.5448,1,0.29101,10.971,12.745,6.845
-0.028332,9.641,0.14963,0.26798,9.6424,0.1492,0.26707,5.5578,1,0.30105,10.981,12.745,6.845
-0.028587,9.6395,0.15036,0.26893,9.641,0.14992,0.26802,5.5708,1,0.31108,10.991,12.745,6.845
-0.02884,9.6381,0.1511,0.26987,9.6395,0.15066,0.26897,5.5838,1,0.32112,11.001,12.745,6.845
-0.029093,9.6366,0.15184,0.27082,9.6381,0.15139,0.26992,5.5968,1,0.33115,11.011,12.745,6.845
-0.029346,9.6351,0.15257,0.27177,9.6366,0.15212,0.27087,5.6097,1,0.34119,11.021,12.745,6.845
-0.029599,9.6337,0.15331,0.27272,9.6352,0.15286,0.27183,5.6227,1,0.35122,11.031,12.745,6.845
-0.029852,9.6322,0.15405,0.27367,9.6337,0.15359,0.27278,5.6357,1,0.36126,11.041,12.745,6.845
-0.030104,9.6308,0.15479,0.27462,9.6323,0.15433,0.27373,5.6487,1,0.37129,11.051,12.745,6.845
-0.030357,9.6293,0.15552,0.27557,9.6308,0.15506,0.27468,5.6617,1,0.38133,11.061,12.745,6.845
-0.03061,9.6279,0.15626,0.27652,9.6294,0.15579,0.27563,5.6746,1,0.39137,11.071,12.745,6.845
-0.030863,9.6264,0.157,0.27747,9.6279,0.15653,0.27658,5.6876,1,0.4014,11.081,12.745,6.845
-0.031116,9.6249,0.15774,0.27842,9.6265,0.15726,0.27753,5.7006,1,0.41144,11.091,12.745,6.845
-0.03137,9.6235,0.15847,0.27937,9.625,0.15799,0.27849,5.7136,1,0.42147,11.101,12.745,6.845
-0.031636,9.622,0.15915,0.28034,9.6235,0.15866,0.27946,5.7274,1,0.4315,11.112,12.745,6.845
-0.031905,9.6204,0.15983,0.28132,9.622,0.15934,0.28044,5.7411,1,0.44154,11.122,12.745,6.845
-0.032199,9.619,0.16056,0.28225,9.6205,0.16006,0.28137,5.7545,1,0.45157,11.132,12.745,6.845
-0.032492,9.6175,0.16129,0.28318,9.6191,0.16079,0.28231,5.768,1,0.46161,11.142,12.745,6.845
-0.032786,9.6161,0.16202,0.28412,9.6177,0.16151,0.28324,5.7814,1,0.47164,11.152,12.745,6.845
-0.03308,9.6147,0.16275,0.28505,9.6162,0.16224,0.28418,5.7949,1,0.48168,11.162,12.745,6.845
-0.033374,9.6132,0.16349,0.28598,9.6148,0.16297,0.28512,5.8083,1,0.49171,11.172,12.745,6.845
-0.033667,9.6118,0.16422,0.28692,9.6134,0.16369,0.28605,5.8218,1,0.50175,11.182,12.745,6.845
-0.033961,9.6103,0.16495,0.28785,9.6119,0.16442,0.28699,5.8352,1,0.51178,11.192,12.745,6.845
-0.034255,9.6089,0.16568,0.28878,9.6105,0.16514,0.28793,5.8486,1,0.52182,11.202,12.745,6.845
-0.034548,9.6074,0.16641,0.28972,9.6091,0.16587,0.28886,5.8621,1,0.53185,11.212,12.745,6.845
-0.034842,9.606,0.16714,0.29065,9.6076,0.1666,0.2898,5.8755,1,0.54189,11.222,12.745,6.845
-0.035136,9.6046,0.16787,0.29158,9.6062,0.16732,0.29073,5.889,1,0.55192,11.232,12.745,6.845
-0.035444,9.603,0.16854,0.29254,9.6047,0.16799,0.2917,5.9033,1,0.56196,11.242,12.745,6.845
-0.035803,9.6015,0.16925,0.29353,9.6031,0.16869,0.29269,5.9179,1,0.57199,11.252,12.745,6.845
-0.036364,9.5998,0.17013,0.29465,9.6015,0.16957,0.29381,5.9337,1,0.58203,11.262,12.745,6.845
-0.036926,9.5981,0.17102,0.29577,9.5998,0.17044,0.29494,5.9496,1,0.59206,11.272,12.745,6.845
-0.037487,9.5964,0.1719,0.29689,9.5981,0.17132,0.29606,5.9654,1,0.6021,11.282,12.745,6.845
-0.038048,9.5947,0.17278,0.29801,9.5964,0.17219,0.29718,5.9813,1,0.61213,11.292,12.745,6.845
-0.03861,9.593,0.17366,0.29913,9.5947,0.17307,0.2983,5.9971,1,0.62217,11.302,12.745,6.845
-0.039171,9.5913,0.17455,0.30025,9.5931,0.17395,0.29943,6.013,1,0.63221,11.312,12.745,6.845
-0.039733,9.5897,0.17543,0.30137,9.5914,0.17482,0.30055,6.0288,1,0.64224,11.322,12.745,6.845
-0.040294,9.588,0.17631,0.30249,9.5897,0.1757,0.30167,6.0447,1,0.65228,11.332,12.745,6.845
-0.04087,9.5862,0.17715,0.30362,9.588,0.17653,0.30282,6.0611,1,0.66231,11.342,12.745,6.845
-0.041447,9.5845,0.17798,0.30478,9.5862,0.17736,0.30398,6.0776,1,0.67235,11.352,12.745,6.845
-0.041984,9.5827,0.17893,0.30598,9.5845,0.1783,0.30518,6.0925,1,0.68238,11.362,12.745,6.845
-0.042521,9.581,0.17988,0.30718,9.5828,0.17924,0.30638,6.1073,1,0.69241,11.372,12.745,6.845
-0.043058,9.5793,0.18083,0.30837,9.5811,0.18018,0.30758,6.1222,1,0.70245,11.382,12.745,6.845
-0.043595,9.5776,0.18177,0.30957,9.5794,0.18112,0.30878,6.137,1,0.71248,11.392,12.745,6.845
-0.044132,9.5759,0.18272,0.31076,9.5777,0.18206,0.30998,6.1519,1,0.72252,11.403,12.745,6.845
-0.044669,9.5742,0.18367,0.31196,9.576,0.183,0.31118,6.1667,1,0.73255,11.413,12.745,6.845
-0.045206,9.5724,0.18462,0.31315,9.5743,0.18394,0.31238,6.1815,1,0.74259,11.423,12.745,6.845
-0.045743,9.5707,0.18556,0.31435,9.5726,0.18488,0.31358,6.1964,1,0.75262,11.433,12.745,6.845
-0.04629,9.569,0.18648,0.31556,9.5708,0.18578,0.3148,6.2117,1,0.76266,11.443,12.745,6.845
-0.046849,9.5672,0.18734,0.31679,9.569,0.18664,0.31603,6.2276,1,0.77269,11.453,12.745,6.845
-0.047339,9.5654,0.18835,0.31806,9.5673,0.18765,0.3173,6.2422,1,0.78273,11.463,12.745,6.845
-0.047829,9.5636,0.18936,0.31933,9.5655,0.18865,0.31858,6.2569,1,0.79276,11.473,12.745,6.845
-0.048319,9.5619,0.19037,0.32059,9.5638,0.18965,0.31985,6.2715,1,0.8028,11.483,12.745,6.845
-0.048809,9.5601,0.19138,0.32186,9.5621,0.19065,0.32112,6.2862,1,0.81283,11.493,12.745,6.845
-0.049299,9.5584,0.19239,0.32313,9.5603,0.19165,0.32239,6.3008,1,0.82287,11.503,12.745,6.845
-0.049789,9.5566,0.1934,0.3244,9.5586,0.19265,0.32366,6.3155,1,0.8329,11.513,12.745,6.845
-0.050279,9.5549,0.19441,0.32566,9.5568,0.19365,0.32494,6.3301,1,0.84294,11.523,12.745,6.845
-0.050769,9.5531,0.19542,0.32693,9.5551,0.19465,0.32621,6.3448,1,0.85297,11.533,12.745,6.845
-0.051262,9.5514,0.19641,0.3282,9.5533,0.19564,0.32748,6.3595,1,0.86301,11.543,12.745,6.845
-0.051775,9.5495,0.19734,0.32951,9.5515,0.19656,0.3288,6.3753,1,0.87304,11.553,12.745,6.845
-0.052351,9.5477,0.19837,0.33084,9.5497,0.19757,0.33013,6.3905,1,0.88308,11.563,12.745,6.845
-0.052959,9.5458,0.19944,0.33218,9.5478,0.19864,0.33148,6.4055,1,0.89312,11.573,12.745,6.845
-0.053566,9.544,0.20052,0.33353,9.546,0.19971,0.33283,6.4205,1,0.90315,11.583,12.745,6.845
-0.054173,9.5422,0.2016,0.33487,9.5442,0.20077,0.33418,6.4355,1,0.91319,11.593,12.745,6.845
-0.05478,9.5403,0.20267,0.33622,9.5424,0.20184,0.33553,6.4505,1,0.92322,11.603,12.745,6.845
-0.055387,9.5385,0.20375,0.33756,9.5406,0.20291,0.33688,6.4655,1,0.93325,11.613,12.745,6.845
-0.055994,9.5366,0.20482,0.33891,9.5387,0.20397,0.33823,6.4805,1,0.94329,11.623,12.745,6.845
-0.056601,9.5348,0.2059,0.34025,9.5369,0.20504,0.33959,6.4955,1,0.95332,11.633,12.745,6.845
-0.057209,9.533,0.20698,0.34159,9.5351,0.20611,0.34094,6.5105,1,0.96336,11.643,12.745,6.845
-0.057837,9.5311,0.20799,0.34297,9.5332,0.20711,0.34231,6.5263,1,0.97339,11.653,12.745,6.845
-0.058488,9.5291,0.20901,0.34436,9.5313,0.20812,0.34371,6.5424,1,0.98343,11.663,12.745,6.845
-0.059192,9.5272,0.21016,0.34579,9.5293,0.20926,0.34515,6.558,1,0.99346,11.673,12.745,6.845
-0.059896,9.5252,0.21131,0.34722,9.5274,0.2104,0.34659,6.5736,1,1.0035,11.684,12.745,6.845
-0.0606,9.5233,0.21247,0.34865,9.5255,0.21154,0.34803,6.5892,1,1.0135,11.694,12.745,6.845
-0.061304,9.5214,0.21362,0.35008,9.5236,0.21268,0.34946,6.6048,1,1.0236,11.704,12.745,6.845
-0.062008,9.5194,0.21477,0.35151,9.5217,0.21382,0.3509,6.6204,1,1.0336,11.714,12.745,6.845
-0.062712,9.5175,0.21592,0.35294,9.5197,0.21496,0.35234,6.636,1,1.0436,11.724,12.745,6.845
-0.063416,9.5155,0.21707,0.35437,9.5178,0.2161,0.35377,6.6516,1,1.0537,11.734,12.745,6.845
-0.06412,9.5136,0.21822,0.3558,9.5159,0.21724,0.35521,6.6672,1,1.0637,11.744,12.745,6.845
-0.064826,9.5117,0.21937,0.35723,9.514,0.21837,0.35665,6.6829,1,1.0737,11.754,12.745,6.845
-0.065568,9.5096,0.22042,0.35871,9.5119,0.21942,0.35813,6.6998,1,1.0838,11.764,12.745,6.845
-0.066344,9.5076,0.22158,0.36021,9.5099,0.22056,0.35964,6.7163,1,1.0938,11.774,12.745,6.845
-0.067147,9.5055,0.22281,0.36173,9.5079,0.22178,0.36118,6.7325,1,1.1038,11.784,12.745,6.845
-0.06795,9.5035,0.22405,0.36326,9.5058,0.223,0.36271,6.7487,1,1.1139,11.794,12.745,6.845
-0.068753,9.5014,0.22528,0.36478,9.5038,0.22422,0.36424,6.7649,1,1.1239,11.804,12.745,6.845
-0.069556,9.4994,0.22651,0.36631,9.5018,0.22544,0.36578,6.7811,1,1.134,11.814,12.745,6.845
