"Q","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.02016,9.6926,0.14398,0.23843,9.6937,0.14359,0.23751,5.0745,1,0,10.68,12.94,6.845
-0.020366,9.6913,0.14465,0.23922,9.6925,0.14426,0.2383,5.0854,1,0.010035,10.69,12.94,6.845
-0.020574,9.6901,0.14533,0.24002,9.6913,0.14493,0.2391,5.0964,1,0.02007,10.7,12.94,6.845
-0.020781,9.6889,0.146,0.24081,9.6901,0.14559,0.23989,5.1074,1,0.030105,10.71,12.94,6.845
-0.020988,9.6877,0.14667,0.2416,9.6889,0.14626,0.24068,5.1184,1,0.04014,10.72,12.94,6.845
-0.021196,9.6865,0.14734,0.2424,9.6877,0.14693,0.24148,5.1294,1,0.050175,10.73,12.94,6.845
-0.021403,9.6853,0.14801,0.24319,9.6865,0.1476,0.24227,5.1403,1,0.060209,10.74,12.94,6.845
-0.02161,9.6841,0.14868,0.24398,9.6853,0.14827,0.24307,5.1513,1,0.070245,10.75,12.94,6.845
-0.021818,9.6829,0.14936,0.24478,9.6841,0.14894,0.24386,5.1623,1,0.080279,10.76,12.94,6.845
-0.022025,9.6817,0.15003,0.24557,9.6829,0.14961,0.24466,5.1733,1,0.090315,10.77,12.94,6.845
-0.022232,9.6805,0.1507,0.24636,9.6817,0.15027,0.24545,5.1842,1,0.10035,10.78,12.94,6.845
-0.02244,9.6793,0.15137,0.24716,9.6805,0.15094,0.24624,5.1952,1,0.11038,10.79,12.94,6.845
-0.022647,9.6781,0.15204,0.24795,9.6793,0.15161,0.24704,5.2062,1,0.12042,10.8,12.94,6.845
-0.022854,9.6769,0.15272,0.24874,9.6781,0.15228,0.24783,5.2172,1,0.13046,10.81,12.94,6.845
-0.023062,9.6756,0.15339,0.24954,9.6769,0.15295,0.24863,5.2282,1,0.14049,10.82,12.94,6.845
-0.023269,9.6744,0.15406,0.25033,9.6757,0.15362,0.24942,5.2391,1,0.15053,10.831,12.94,6.845
-0.023498,9.6732,0.15478,0.25115,9.6745,0.15433,0.25024,5.2503,1,0.16056,10.841,12.94,6.845
-0.02375,9.6719,0.15551,0.25201,9.6732,0.15506,0.2511,5.2619,1,0.1706,10.851,12.94,6.845
-0.024002,9.6706,0.15624,0.25287,9.6719,0.15578,0.25196,5.2735,1,0.18063,10.861,12.94,6.845
-0.024253,9.6694,0.15697,0.25372,9.6706,0.15651,0.25282,5.285,1,0.19066,10.871,12.94,6.845
-0.024505,9.6681,0.1577,0.25458,9.6693,0.15724,0.25367,5.2966,1,0.2007,10.881,12.94,6.845
-0.024757,9.6668,0.15843,0.25543,9.6681,0.15797,0.25453,5.3082,1,0.21073,10.891,12.94,6.845
-0.025009,9.6655,0.15916,0.25629,9.6668,0.15869,0.25539,5.3198,1,0.22077,10.901,12.94,6.845
-0.02526,9.6642,0.1599,0.25714,9.6655,0.15942,0.25624,5.3314,1,0.2308,10.911,12.94,6.845
-0.025512,9.6629,0.16063,0.258,9.6642,0.16015,0.2571,5.343,1,0.24084,10.921,12.94,6.845
-0.025764,9.6616,0.16136,0.25886,9.663,0.16088,0.25796,5.3546,1,0.25087,10.931,12.94,6.845
-0.026016,9.6604,0.16209,0.25971,9.6617,0.1616,0.25882,5.3661,1,0.26091,10.941,12.94,6.845
-0.026268,9.6591,0.16282,0.26057,9.6604,0.16233,0.25967,5.3777,1,0.27094,10.951,12.94,6.845
-0.026519,9.6578,0.16355,0.26142,9.6591,0.16306,0.26053,5.3893,1,0.28098,10.961,12.94,6.845
-0.026771,9.6565,0.16429,0.26228,9.6578,0.16379,0.26139,5.4009,1,0.29101,10.971,12.94,6.845
-0.027023,9.6552,0.16502,0.26313,9.6566,0.16452,0.26225,5.4125,1,0.30105,10.981,12.94,6.845
-0.027261,9.6539,0.16581,0.26404,9.6552,0.16531,0.26316,5.4244,1,0.31108,10.991,12.94,6.845
-0.0275,9.6525,0.16661,0.26496,9.6538,0.1661,0.26408,5.4366,1,0.32112,11.001,12.94,6.845
-0.027739,9.6511,0.1674,0.26588,9.6525,0.16689,0.265,5.4488,1,0.33115,11.011,12.94,6.845
-0.027978,9.6497,0.1682,0.2668,9.6511,0.16767,0.26592,5.4609,1,0.34119,11.021,12.94,6.845
-0.028218,9.6483,0.16899,0.26772,9.6497,0.16846,0.26685,5.4731,1,0.35122,11.031,12.94,6.845
-0.028457,9.647,0.16978,0.26864,9.6484,0.16925,0.26777,5.4853,1,0.36126,11.041,12.94,6.845
-0.028696,9.6456,0.17058,0.26957,9.647,0.17004,0.26869,5.4975,1,0.37129,11.051,12.94,6.845
-0.028935,9.6442,0.17137,0.27049,9.6456,0.17083,0.26961,5.5096,1,0.38133,11.061,12.94,6.845
-0.029174,9.6428,0.17216,0.27141,9.6442,0.17162,0.27054,5.5218,1,0.39137,11.071,12.94,6.845
-0.029414,9.6414,0.17296,0.27233,9.6429,0.17241,0.27146,5.534,1,0.4014,11.081,12.94,6.845
-0.029653,9.6401,0.17375,0.27325,9.6415,0.1732,0.27238,5.5462,1,0.41144,11.091,12.94,6.845
-0.029892,9.6387,0.17454,0.27417,9.6401,0.17399,0.2733,5.5583,1,0.42147,11.101,12.94,6.845
-0.030131,9.6373,0.17534,0.27509,9.6387,0.17477,0.27423,5.5705,1,0.4315,11.112,12.94,6.845
-0.030373,9.6359,0.17614,0.276,9.6374,0.17557,0.27514,5.5826,1,0.44154,11.122,12.94,6.845
-0.030651,9.6346,0.17693,0.2769,9.636,0.17635,0.27605,5.5951,1,0.45157,11.132,12.94,6.845
-0.030929,9.6332,0.17771,0.27781,9.6347,0.17713,0.27696,5.6077,1,0.46161,11.142,12.94,6.845
-0.031207,9.6319,0.1785,0.27871,9.6333,0.17791,0.27786,5.6203,1,0.47164,11.152,12.94,6.845
-0.031486,9.6305,0.17928,0.27962,9.632,0.17869,0.27877,5.6328,1,0.48168,11.162,12.94,6.845
-0.031764,9.6291,0.18007,0.28052,9.6306,0.17947,0.27968,5.6454,1,0.49171,11.172,12.94,6.845
-0.032042,9.6278,0.18085,0.28143,9.6293,0.18025,0.28058,5.658,1,0.50175,11.182,12.94,6.845
-0.032321,9.6264,0.18164,0.28233,9.6279,0.18103,0.28149,5.6706,1,0.51178,11.192,12.94,6.845
-0.032599,9.6251,0.18243,0.28323,9.6265,0.18181,0.2824,5.6831,1,0.52182,11.202,12.94,6.845
-0.032877,9.6237,0.18321,0.28414,9.6252,0.18259,0.2833,5.6957,1,0.53185,11.212,12.94,6.845
-0.033156,9.6223,0.184,0.28504,9.6238,0.18337,0.28421,5.7083,1,0.54189,11.222,12.94,6.845
-0.033434,9.621,0.18478,0.28595,9.6225,0.18415,0.28512,5.7208,1,0.55192,11.232,12.94,6.845
-0.033712,9.6196,0.18557,0.28685,9.6211,0.18493,0.28603,5.7334,1,0.56196,11.242,12.94,6.845
-0.034038,9.6182,0.18639,0.28778,9.6197,0.18575,0.28696,5.7462,1,0.57199,11.252,12.94,6.845
-0.034572,9.6166,0.18734,0.28887,9.6182,0.18669,0.28805,5.761,1,0.58203,11.262,12.94,6.845
-0.035107,9.615,0.18829,0.28995,9.6166,0.18763,0.28914,5.7758,1,0.59206,11.272,12.94,6.845
-0.035642,9.6134,0.18924,0.29103,9.615,0.18858,0.29022,5.7906,1,0.6021,11.282,12.94,6.845
-0.036176,9.6118,0.19018,0.29212,9.6134,0.18952,0.29131,5.8053,1,0.61213,11.292,12.94,6.845
-0.036711,9.6102,0.19113,0.2932,9.6118,0.19046,0.2924,5.8201,1,0.62217,11.302,12.94,6.845
-0.037246,9.6086,0.19208,0.29428,9.6102,0.1914,0.29348,5.8349,1,0.63221,11.312,12.94,6.845
-0.03778,9.6071,0.19303,0.29536,9.6086,0.19234,0.29457,5.8497,1,0.64224,11.322,12.94,6.845
